YEAR;MONTH;DAY;HOUR;TH;RAIN;RADIATION;WIND;RH
2017;3;26;5;5.5;0;3;2;85
2017;3;26;6;7.2;0;44;4;88
2017;3;26;7;10.6;0;109;4;76
2017;3;26;8;12.9;0;168;4;67
2017;3;26;9;15.5;0;223;4;62
2017;3;26;10;16.3;0;272;4;58
2017;3;26;11;15.9;0;239;4;60
2017;3;26;12;16;0;108;4;58
2017;3;26;13;16.9;0;129;3;56
2017;3;26;14;17.7;0;174;3;50
2017;3;26;15;17.6;0;126;5;51
2017;3;26;16;17.1;0;92;5;50
2017;3;26;17;13.8;0;19;3;64
2017;3;26;18;9.7;0;0;0;84
2017;3;26;19;11.2;0;0;2;85
2017;3;26;20;10.5;0;0;3;89
2017;3;26;21;9.8;0;0;3;90
2017;3;26;22;8.3;0;0;1;91
2017;3;26;23;9;0;0;3;92
2017;3;27;0;8.7;0;0;2;93
2017;3;27;1;8.2;0;0;2;92
2017;3;27;2;7.7;0;0;2;92
2017;3;27;3;5.8;0;0;1;92
2017;3;27;4;5.2;0;0;1;93
2017;3;27;5;6.3;0;3;1;93
2017;3;27;6;6.8;0;30;4;93
2017;3;27;7;9.5;0;98;3;93
2017;3;27;8;14.2;0;165;4;83
2017;3;27;9;15.7;0;177;5;70
2017;3;27;10;16.2;0;88;6;69
2017;3;27;11;18.2;0;275;11;61
2017;3;27;12;17.4;0;163;10;64
2017;3;27;13;18;0;185;8;61
2017;3;27;14;18.5;0;139;7;59
2017;3;27;15;18.6;0;131;5;56
2017;3;27;16;17.4;0;75;5;59
2017;3;27;17;14.8;0;16;5;66
2017;3;27;18;13;0;0;4;73
2017;3;27;19;11.8;0;0;2;78
2017;3;27;20;9.2;0;0;2;87
2017;3;27;21;8.6;0;0;1;89
2017;3;27;22;8.9;0;0;0;90
2017;3;27;23;8.6;0;0;0;90
2017;3;28;0;7.7;0;0;0;91
2017;3;28;1;7;0;0;1;92
2017;3;28;2;6.4;0;0;1;93
2017;3;28;3;6;0;0;0;93
2017;3;28;4;6.3;0;0;1;93
2017;3;28;5;6.4;0;4;1;94
2017;3;28;6;8.6;0;38;0;93
2017;3;28;7;11.5;0;104;2;85
2017;3;28;8;14.4;0;163;2;72
2017;3;28;9;16.9;0;225;3;56
2017;3;28;10;17.8;0;257;7;43
2017;3;28;11;18.7;0;271;7;41
2017;3;28;12;19.3;0;247;7;38
2017;3;28;13;20.6;0;261;7;37
2017;3;28;14;21;0;222;7;32
2017;3;28;15;21.2;0;169;7;32
2017;3;28;16;19.7;0;96;7;48
2017;3;28;17;16.8;0;25;6;63
2017;3;28;18;14.8;0;0;4;68
2017;3;28;19;11.6;0;0;2;81
2017;3;28;20;10.7;0;0;1;84
2017;3;28;21;9.2;0;0;1;89
2017;3;28;22;8.8;0;0;1;90
2017;3;28;23;8.9;0;0;1;89
2017;3;29;0;12.1;0;0;3;71
2017;3;29;1;12.9;0;0;6;67
2017;3;29;2;13.1;0;0;8;67
2017;3;29;3;12.8;0;0;6;68
2017;3;29;4;8.3;0;0;4;82
2017;3;29;5;7;0;3;2;88
2017;3;29;6;12.7;0;51;1;72
2017;3;29;7;15.7;0;118;6;64
2017;3;29;8;17.1;0;181;10;57
2017;3;29;9;19.1;0;231;7;54
2017;3;29;10;20.7;0;265;6;45
2017;3;29;11;21.8;0;280;5;36
2017;3;29;12;23.1;0;274;4;33
2017;3;29;13;23.4;0;250;5;30
2017;3;29;14;23.9;0;206;4;28
2017;3;29;15;24.2;0;146;3;27
2017;3;29;16;23.1;0;80;4;31
2017;3;29;17;18.4;0;18;5;65
2017;3;29;18;16.1;0;0;4;70
2017;3;29;19;14.7;0;0;2;72
2017;3;29;20;12;0;0;0;82
2017;3;29;21;10.5;0;0;1;86
2017;3;29;22;9.3;0;0;0;89
2017;3;29;23;8.8;0;0;0;90
2017;3;30;0;7.8;0;0;1;91
2017;3;30;1;7.5;0;0;0;92
2017;3;30;2;6.5;0;0;0;92
2017;3;30;3;6.5;0;0;1;93
2017;3;30;4;6.3;0;0;0;93
2017;3;30;5;6.3;0;4;1;94
2017;3;30;6;10.8;0;53;1;92
2017;3;30;7;14.6;0;118;1;69
2017;3;30;8;16.4;0;182;3;65
2017;3;30;9;19.5;0;232;3;55
2017;3;30;10;22;0;267;3;49
2017;3;30;11;23.5;0;281;4;34
2017;3;30;12;23.9;0;277;7;38
2017;3;30;13;23.8;0;251;9;29
2017;3;30;14;23.4;0;207;11;30
2017;3;30;15;22.3;0;151;9;36
2017;3;30;16;20.9;0;85;7;43
2017;3;30;17;17.6;0;17;5;52
2017;3;30;18;15.2;0;0;2;61
2017;3;30;19;14.2;0;0;2;67
2017;3;30;20;11.9;0;0;0;75
2017;3;30;21;9.9;0;0;1;84
2017;3;30;22;8.8;0;0;0;85
2017;3;30;23;11.1;0;0;1;75
2017;3;31;0;11;0;0;3;73
2017;3;31;1;9.2;0;0;2;78
2017;3;31;2;9.6;0;0;2;76
2017;3;31;3;7.4;0;0;1;87
2017;3;31;4;6.4;0;0;0;89
2017;3;31;5;7;0;6;1;89
2017;3;31;6;10.4;0;48;2;78
2017;3;31;7;14.2;0;107;3;64
2017;3;31;8;17.1;0;146;3;59
2017;3;31;9;19.4;0;217;5;45
2017;3;31;10;19.7;0;220;7;39
2017;3;31;11;19.9;0;200;7;34
2017;3;31;12;19.4;0;182;9;47
2017;3;31;13;19;0;193;10;42
2017;3;31;14;18.6;0;147;8;41
2017;3;31;15;18.6;0;118;7;38
2017;3;31;16;17;0;49;5;44
2017;3;31;17;15.4;0;22;4;55
2017;3;31;18;14.5;0;0;4;71
2017;3;31;19;13.9;0;0;4;72
2017;3;31;20;13.2;0;0;5;75
2017;3;31;21;12.7;0;0;2;80
2017;3;31;22;12.7;0;0;1;78
2017;3;31;23;11.1;0;0;2;76
2017;4;1;0;10.7;0;0;2;78
2017;4;1;1;11.4;0.5;0;2;71
2017;4;1;2;10.9;0;0;2;74
2017;4;1;3;10.2;1;0;3;81
2017;4;1;4;9.4;1.5;0;3;88
2017;4;1;5;9.5;1;1;5;86
2017;4;1;6;9.5;0.5;3;7;88
2017;4;1;7;9.3;2;17;6;88
2017;4;1;8;9.3;1;19;7;88
2017;4;1;9;9.3;2.5;19;4;88
2017;4;1;10;9.2;2.5;25;10;90
2017;4;1;11;9.1;2;27;8;90
2017;4;1;12;9.3;2.5;32;9;90
2017;4;1;13;9.7;1.5;53;9;89
2017;4;1;14;10;0.5;72;9;89
2017;4;1;15;9.9;0;62;8;87
2017;4;1;16;9.5;0;28;6;88
2017;4;1;17;9.1;0.5;8;4;89
2017;4;1;18;8.9;0;0;0;91
2017;4;1;19;8.8;0;0;2;90
2017;4;1;20;8.7;0;0;2;91
2017;4;1;21;8.7;0;0;4;90
2017;4;1;22;8.7;0;0;4;89
2017;4;1;23;8.6;0;0;0;90
2017;4;2;0;8.5;0;0;4;90
2017;4;2;1;8.4;0;0;2;90
2017;4;2;2;9;0;0;5;87
2017;4;2;3;9.3;0;0;7;85
2017;4;2;4;9.6;0;0;7;85
2017;4;2;5;9.7;0.5;1;8;85
2017;4;2;6;9.7;0.5;10;11;88
2017;4;2;7;9.8;0.5;25;12;88
2017;4;2;8;10.9;0.5;50;12;86
2017;4;2;9;12.9;0;196;15;77
2017;4;2;10;13.7;0;201;20;70
2017;4;2;11;14.7;0;215;20;67
2017;4;2;12;14.7;0;225;19;65
2017;4;2;13;14;0;178;20;69
2017;4;2;14;13.5;0;58;19;72
2017;4;2;15;13.3;0;33;16;75
2017;4;2;16;13.5;0;30;16;72
2017;4;2;17;13.4;0;11;16;70
2017;4;2;18;13.5;0;0;15;70
2017;4;2;19;13.5;0;0;15;70
2017;4;2;20;13.2;0;0;13;71
2017;4;2;21;13.1;0;0;12;73
2017;4;2;22;13.1;0;0;12;72
2017;4;2;23;12.2;0;0;9;75
2017;4;3;0;12.2;0;0;7;74
2017;4;3;1;12.4;0;0;8;73
2017;4;3;2;12.2;0;0;10;73
2017;4;3;3;12.1;0;0;10;72
2017;4;3;4;11.7;0;0;9;75
2017;4;3;5;11.9;0;6;9;73
2017;4;3;6;13.2;0;57;10;69
2017;4;3;7;15.4;0;123;10;64
2017;4;3;8;16.3;0;187;15;60
2017;4;3;9;17.9;0;237;14;58
2017;4;3;10;19.1;0;269;12;53
2017;4;3;11;20.3;0;283;11;47
2017;4;3;12;21.4;0;279;9;42
2017;4;3;13;21.8;0;253;8;44
2017;4;3;14;22;0;211;8;42
2017;4;3;15;21;0;152;11;44
2017;4;3;16;20.3;0;87;10;47
2017;4;3;17;18.7;0;21;9;53
2017;4;3;18;17.8;0;0;6;55
2017;4;3;19;17.1;0;0;6;59
2017;4;3;20;16.8;0;0;7;60
2017;4;3;21;16;0;0;7;62
2017;4;3;22;15.3;0;0;6;66
2017;4;3;23;15.5;0;0;8;65
2017;4;4;0;14.8;0;0;9;67
2017;4;4;1;14.6;0;0;8;67
2017;4;4;2;14.6;0;0;12;63
2017;4;4;3;14.5;0;0;14;60
2017;4;4;4;14.1;0;0;15;62
2017;4;4;5;14.1;0;8;16;62
2017;4;4;6;14.9;0;58;16;60
2017;4;4;7;16.1;0;126;17;57
2017;4;4;8;17.4;0;188;19;52
2017;4;4;9;19;0;239;18;50
2017;4;4;10;20.2;0;273;19;43
2017;4;4;11;20.5;0;288;23;39
2017;4;4;12;21;0;284;22;38
2017;4;4;13;21.2;0;257;19;38
2017;4;4;14;20.9;0;213;17;36
2017;4;4;15;20.7;0;156;16;35
2017;4;4;16;19.7;0;77;15;35
2017;4;4;17;18.6;0;29;17;35
2017;4;4;18;17.8;0;0;15;36
2017;4;4;19;16.5;0;0;12;41
2017;4;4;20;16;0;0;10;41
2017;4;4;21;15.4;0;0;10;43
2017;4;4;22;14.9;0;0;12;45
2017;4;4;23;14.9;0;0;15;42
2017;4;5;0;14.3;0;0;14;45
2017;4;5;1;13.9;0;0;15;46
2017;4;5;2;13.6;0;0;16;47
2017;4;5;3;13.4;0;0;17;48
2017;4;5;4;13.3;0;0;16;48
2017;4;5;5;13.2;0;8;19;51
2017;4;5;6;13.9;0;63;18;51
2017;4;5;7;14.9;0;129;20;49
2017;4;5;8;16.7;0;193;21;46
2017;4;5;9;17.6;0;244;22;37
2017;4;5;10;18.5;0;278;25;34
2017;4;5;11;18.9;0;295;22;35
2017;4;5;12;19.1;0;285;24;31
2017;4;5;13;19;0;245;26;34
2017;4;5;14;18.3;0;157;23;35
2017;4;5;15;16.2;0;41;12;44
2017;4;5;16;12.8;0.5;18;7;73
2017;4;5;17;12.1;0;14;3;74
2017;4;5;18;10.3;0;0;1;83
2017;4;5;19;9.2;0;0;2;88
2017;4;5;20;14.6;0;0;10;49
2017;4;5;21;14.3;0;0;10;50
2017;4;5;22;13.9;0;0;11;51
2017;4;5;23;13.6;0;0;13;52
2017;4;6;0;12.9;0;0;15;56
2017;4;6;1;12.4;0;0;15;59
2017;4;6;2;11.9;0;0;16;64
2017;4;6;3;11.3;0;0;16;67
2017;4;6;4;11.2;0;0;19;67
2017;4;6;5;11.2;0;9;19;67
2017;4;6;6;12;0;63;20;63
2017;4;6;7;12.8;0;130;23;60
2017;4;6;8;14.4;0;191;23;55
2017;4;6;9;14.7;0;244;27;55
2017;4;6;10;15.7;0;278;23;49
2017;4;6;11;16.8;0;290;22;45
2017;4;6;12;16.9;0;281;21;46
2017;4;6;13;17.5;0;258;23;44
2017;4;6;14;18.3;0;215;19;43
2017;4;6;15;17.9;0;156;19;46
2017;4;6;16;17.2;0;88;17;45
2017;4;6;17;16;0;25;18;47
2017;4;6;18;15;0;0;18;48
2017;4;6;19;14.3;0;0;18;47
2017;4;6;20;13.8;0;0;15;48
2017;4;6;21;12.8;0;0;16;49
2017;4;6;22;12.2;0;0;14;51
2017;4;6;23;11.5;0;0;13;55
2017;4;7;0;10.8;0;0;13;58
2017;4;7;1;10.1;0;0;11;61
2017;4;7;2;9.6;0;0;10;63
2017;4;7;3;9.1;0;0;10;66
2017;4;7;4;9;0;0;11;66
2017;4;7;5;9.4;0;10;10;65
2017;4;7;6;10.6;0;65;11;62
2017;4;7;7;12.3;0;134;11;59
2017;4;7;8;14.3;0;195;10;57
2017;4;7;9;15.5;0;244;8;52
2017;4;7;10;17.2;0;278;8;49
2017;4;7;11;18.8;0;293;7;45
2017;4;7;12;19.5;0;286;7;44
2017;4;7;13;20.7;0;262;6;40
2017;4;7;14;20.8;0;217;5;38
2017;4;7;15;21.6;0;159;5;36
2017;4;7;16;20.5;0;92;6;39
2017;4;7;17;18.4;0;26;3;42
2017;4;7;18;16.1;0;1;2;48
2017;4;7;19;16.5;0;0;5;48
2017;4;7;20;16;0;0;9;50
2017;4;7;21;15.3;0;0;7;52
2017;4;7;22;15.7;0;0;6;50
2017;4;7;23;14.4;0;0;6;55
2017;4;8;0;10.4;0;0;1;73
2017;4;8;1;10.3;0;0;2;75
2017;4;8;2;7.6;0;0;1;84
2017;4;8;3;7.3;0;0;1;86
2017;4;8;4;6.8;0;0;1;87
2017;4;8;5;8.2;0;11;1;88
2017;4;8;6;13.2;0;69;1;72
2017;4;8;7;14.8;0;134;3;63
2017;4;8;8;17;0;196;6;54
2017;4;8;9;19.5;0;244;4;50
2017;4;8;10;20.4;0;276;4;49
2017;4;8;11;21.5;0;288;3;46
2017;4;8;12;23.1;0;281;5;43
2017;4;8;13;22.9;0;256;7;48
2017;4;8;14;22.3;0;213;8;49
2017;4;8;15;20.8;0;158;8;48
2017;4;8;16;19.1;0;93;7;50
2017;4;8;17;16.9;0;27;5;57
2017;4;8;18;13.8;0;1;0;70
2017;4;8;19;12.3;0;0;1;79
2017;4;8;20;11.3;0;0;1;82
2017;4;8;21;9.8;0;0;0;87
2017;4;8;22;8.9;0;0;0;89
2017;4;8;23;8.2;0;0;0;90
2017;4;9;0;7.5;0;0;1;91
2017;4;9;1;7.3;0;0;0;92
2017;4;9;2;6.5;0;0;0;92
2017;4;9;3;6.1;0;0;0;93
2017;4;9;4;5.4;0;0;0;93
2017;4;9;5;7;0;11;1;93
2017;4;9;6;11.8;0;70;1;82
2017;4;9;7;13.6;0;136;3;76
2017;4;9;8;16.7;0;197;4;69
2017;4;9;9;20.2;0;246;3;50
2017;4;9;10;21.5;0;279;3;45
2017;4;9;11;21.8;0;292;6;38
2017;4;9;12;22.4;0;289;7;30
2017;4;9;13;22.5;0;262;7;30
2017;4;9;14;22.9;0;221;8;29
2017;4;9;15;22.4;0;164;7;33
2017;4;9;16;21;0;97;7;34
2017;4;9;17;18.1;0;29;7;48
2017;4;9;18;15.7;0;0;2;61
2017;4;9;19;14;0;0;3;71
2017;4;9;20;12.4;0;0;1;80
2017;4;9;21;9.6;0;0;0;87
2017;4;9;22;9.1;0;0;1;88
2017;4;9;23;8.5;0;0;1;89
2017;4;10;0;8.1;0;0;0;89
2017;4;10;1;7.2;0;0;1;90
2017;4;10;2;6.7;0;0;1;91
2017;4;10;3;6.3;0;0;0;92
2017;4;10;4;6.9;0;0;1;92
2017;4;10;5;8.5;0;15;2;90
2017;4;10;6;12.5;0;67;3;75
2017;4;10;7;13.6;0;139;4;69
2017;4;10;8;16.6;0;199;3;59
2017;4;10;9;19.2;0;246;2;50
2017;4;10;10;21.1;0;280;4;41
2017;4;10;11;22.2;0;293;5;38
2017;4;10;12;23.8;0;286;6;41
2017;4;10;13;24.8;0;259;7;37
2017;4;10;14;25.4;0;216;8;37
2017;4;10;15;25.1;0;159;8;44
2017;4;10;16;24.6;0;95;7;30
2017;4;10;17;20.2;0;28;7;58
2017;4;10;18;17.9;0;0;6;67
2017;4;10;19;16.3;0;0;6;77
2017;4;10;20;14.5;0;0;2;82
2017;4;10;21;13;0;0;2;83
2017;4;10;22;11.4;0;0;1;87
2017;4;10;23;11.1;0;0;1;89
2017;4;11;0;13.1;0;0;2;80
2017;4;11;1;16.6;0;0;6;66
2017;4;11;2;16.1;0;0;13;66
2017;4;11;3;15.4;0;0;14;62
2017;4;11;4;14.8;0;0;14;63
2017;4;11;5;14.8;0;15;10;64
2017;4;11;6;15.7;0;71;8;61
2017;4;11;7;16.5;0;140;15;60
2017;4;11;8;17.7;0;202;16;54
2017;4;11;9;18.8;0;256;19;46
2017;4;11;10;19.1;0;277;17;45
2017;4;11;11;17.8;0;266;19;37
2017;4;11;12;19.4;0;201;17;39
2017;4;11;13;18;0;193;17;39
2017;4;11;14;19.8;0;185;21;30
2017;4;11;15;19.5;0;171;22;28
2017;4;11;16;19.1;0;106;21;26
2017;4;11;17;17.9;0;34;21;37
2017;4;11;18;17.3;0;1;19;40
2017;4;11;19;16.7;0;0;16;35
2017;4;11;20;16.1;0;0;16;37
2017;4;11;21;15.7;0;0;17;40
2017;4;11;22;15;0;0;16;43
2017;4;11;23;14.4;0;0;13;45
2017;4;12;0;13.7;0;0;12;47
2017;4;12;1;13.2;0;0;11;47
2017;4;12;2;12.8;0;0;9;48
2017;4;12;3;12.2;0;0;8;51
2017;4;12;4;11.4;0;0;7;55
2017;4;12;5;11.6;0;16;4;59
2017;4;12;6;13.3;0;73;6;55
2017;4;12;7;14.8;0;139;8;54
2017;4;12;8;17.2;0;203;7;49
2017;4;12;9;18.2;0;249;5;44
2017;4;12;10;20.1;0;283;5;42
2017;4;12;11;22.6;0;293;4;47
2017;4;12;12;22.7;0;286;5;39
2017;4;12;13;23.5;0;265;5;37
2017;4;12;14;23.9;0;214;4;33
2017;4;12;15;23.1;0;164;6;41
2017;4;12;16;21.9;0;100;7;48
2017;4;12;17;18.5;0;32;6;61
2017;4;12;18;16.2;0;1;4;68
2017;4;12;19;15;0;0;3;73
2017;4;12;20;13.4;0;0;2;79
2017;4;12;21;11.4;0;0;1;86
2017;4;12;22;10.5;0;0;1;89
2017;4;12;23;10;0;0;0;89
2017;4;13;0;9.2;0;0;1;90
2017;4;13;1;9.1;0;0;1;91
2017;4;13;2;8.3;0;0;0;92
2017;4;13;3;7.7;0;0;2;92
2017;4;13;4;9.2;0;0;2;87
2017;4;13;5;12.4;0;21;1;71
2017;4;13;6;15.4;0;83;6;56
2017;4;13;7;17.1;0;150;10;51
2017;4;13;8;18.6;0;212;12;47
2017;4;13;9;20.2;0;259;15;42
2017;4;13;10;21.4;0;291;14;40
2017;4;13;11;22.4;0;305;13;36
2017;4;13;12;23.8;0;301;11;29
2017;4;13;13;24.3;0;276;15;24
2017;4;13;14;25.1;0;232;13;25
2017;4;13;15;24.3;0;174;14;24
2017;4;13;16;23.6;0;107;14;28
2017;4;13;17;21.6;0;35;10;31
2017;4;13;18;20.7;0;1;10;32
2017;4;13;19;19.2;0;0;7;36
2017;4;13;20;18.5;0;0;6;38
2017;4;13;21;17.4;0;0;5;42
2017;4;13;22;17;0;0;6;49
2017;4;13;23;16.6;0;0;7;51
2017;4;14;0;15.8;0;0;7;53
2017;4;14;1;15.6;0;0;7;52
2017;4;14;2;14.9;0;0;9;56
2017;4;14;3;14.4;0;0;12;59
2017;4;14;4;14;0;0;11;61
2017;4;14;5;14.4;0;19;11;60
2017;4;14;6;15.8;0;83;9;59
2017;4;14;7;17.3;0;151;7;56
2017;4;14;8;18.6;0;211;8;51
2017;4;14;9;20.7;0;261;9;45
2017;4;14;10;21.8;0;283;13;39
2017;4;14;11;23.2;0;301;10;32
2017;4;14;12;24.6;0;288;10;30
2017;4;14;13;24.2;0;244;10;32
2017;4;14;14;24.6;0;219;9;33
2017;4;14;15;25;0;104;5;36
2017;4;14;16;24.1;0;98;7;35
2017;4;14;17;21.6;0;20;7;36
2017;4;14;18;20.3;0;1;7;40
2017;4;14;19;19.4;0;0;4;44
2017;4;14;20;18.3;0;0;6;49
2017;4;14;21;17.4;0;0;7;52
2017;4;14;22;16.5;0;0;6;55
2017;4;14;23;16.2;0;0;4;56
2017;4;15;0;16;0;0;5;56
2017;4;15;1;15.5;0;0;8;56
2017;4;15;2;14.8;0;0;2;58
2017;4;15;3;14;0;0;2;61
2017;4;15;4;13.6;0;0;1;64
2017;4;15;5;14.7;0;21;3;63
2017;4;15;6;16.5;0;82;9;59
2017;4;15;7;17.8;0;131;11;54
2017;4;15;8;19.2;0;193;11;52
2017;4;15;9;19.8;0;215;10;46
2017;4;15;10;21.1;0;262;13;38
2017;4;15;11;21.9;0;250;13;38
2017;4;15;12;21.6;0;289;12;37
2017;4;15;13;22.4;0;252;11;39
2017;4;15;14;20.7;0;142;13;40
2017;4;15;15;19.7;0;86;15;39
2017;4;15;16;18.4;0;61;17;43
2017;4;15;17;17.2;0;34;14;48
2017;4;15;18;15.9;0;2;11;50
2017;4;15;19;15.1;0;0;15;49
2017;4;15;20;14.1;0;0;13;51
2017;4;15;21;13.5;0;0;13;52
2017;4;15;22;13.3;0;0;14;54
2017;4;15;23;12.9;0;0;16;58
2017;4;16;0;12.6;0;0;16;61
2017;4;16;1;12.4;0;0;11;64
2017;4;16;2;12.8;0;0;15;63
2017;4;16;3;12.7;0;0;15;64
2017;4;16;4;12.5;0;0;17;65
2017;4;16;5;12.9;0;23;16;65
2017;4;16;6;14.1;0;86;15;61
2017;4;16;7;15.6;0;154;19;55
2017;4;16;8;16.5;0;215;21;52
2017;4;16;9;17.6;0;264;26;46
2017;4;16;10;18.6;0;296;26;41
2017;4;16;11;18.9;0;308;21;42
2017;4;16;12;19.2;0;303;22;38
2017;4;16;13;19.5;0;277;19;36
2017;4;16;14;19.6;0;234;22;35
2017;4;16;15;19.4;0;176;21;34
2017;4;16;16;19.1;0;109;17;31
2017;4;16;17;17.7;0;37;18;34
2017;4;16;18;16.8;0;2;15;38
2017;4;16;19;15.5;0;0;16;43
2017;4;16;20;14.4;0;0;19;43
2017;4;16;21;13.4;0;0;15;46
2017;4;16;22;12.9;0;0;18;48
2017;4;16;23;12.3;0;0;19;50
2017;4;17;0;11.8;0;0;17;53
2017;4;17;1;11.3;0;0;14;55
2017;4;17;2;11;0;0;14;55
2017;4;17;3;10.7;0;0;13;56
2017;4;17;4;10.5;0;0;15;57
2017;4;17;5;11.1;0;26;13;57
2017;4;17;6;12.5;0;90;16;53
2017;4;17;7;14;0;159;14;49
2017;4;17;8;15.7;0;219;15;41
2017;4;17;9;17;0;268;15;39
2017;4;17;10;18.3;0;298;13;39
2017;4;17;11;19.3;0;310;11;32
2017;4;17;12;20.5;0;306;13;28
2017;4;17;13;21.2;0;279;17;26
2017;4;17;14;21.3;0;234;14;30
2017;4;17;15;20.6;0;176;13;31
2017;4;17;16;19.8;0;109;16;32
2017;4;17;17;18.1;0;39;17;34
2017;4;17;18;16.4;0;2;15;37
2017;4;17;19;15.6;0;0;17;38
2017;4;17;20;14.7;0;0;19;44
2017;4;17;21;14.1;0;0;18;48
2017;4;17;22;13.6;0;0;17;51
2017;4;17;23;13.2;0;0;15;54
2017;4;18;0;12.9;0;0;17;57
2017;4;18;1;12.5;0;0;17;58
2017;4;18;2;12;0;0;14;60
2017;4;18;3;11.7;0;0;17;61
2017;4;18;4;10.9;0;0;19;65
2017;4;18;5;11.5;0;26;18;61
2017;4;18;6;11.7;0;89;20;57
2017;4;18;7;11.9;0;159;20;47
2017;4;18;8;12.9;0;222;22;39
2017;4;18;9;13.8;0;272;23;35
2017;4;18;10;14.7;0;304;25;30
2017;4;18;11;15.3;0;319;26;20
2017;4;18;12;15.2;0;317;25;15
2017;4;18;13;15.3;0;291;26;15
2017;4;18;14;15.2;0;247;25;16
2017;4;18;15;14.8;0;187;26;15
2017;4;18;16;13.9;0;119;24;18
2017;4;18;17;12.8;0;44;26;19
2017;4;18;18;12;0;2;23;21
2017;4;18;19;11.4;0;0;23;22
2017;4;18;20;10.6;0;0;25;26
2017;4;18;21;9.9;0;0;20;28
2017;4;18;22;9.4;0;0;20;29
2017;4;18;23;8.9;0;0;19;32
2017;4;19;0;8;0;0;15;39
2017;4;19;1;7.3;0;0;18;46
2017;4;19;2;6.5;0;0;20;51
2017;4;19;3;6.1;0;0;19;52
2017;4;19;4;5.8;0;0;17;54
2017;4;19;5;6.4;0;30;16;52
2017;4;19;6;7.8;0;99;16;48
2017;4;19;7;9.3;0;169;22;42
2017;4;19;8;10.6;0;231;24;37
2017;4;19;9;11.8;0;282;29;31
2017;4;19;10;13.6;0;312;25;30
2017;4;19;11;14.5;0;325;26;23
2017;4;19;12;14.3;0;321;29;21
2017;4;19;13;14.8;0;292;25;21
2017;4;19;14;14.8;0;246;27;23
2017;4;19;15;13.9;0;185;26;24
2017;4;19;16;13.3;0;116;24;24
2017;4;19;17;12;0;43;25;25
2017;4;19;18;11.3;0;2;25;27
2017;4;19;19;10.2;0;0;27;33
2017;4;19;20;9.4;0;0;21;37
2017;4;19;21;8.5;0;0;19;41
2017;4;19;22;7.9;0;0;19;44
2017;4;19;23;7.2;0;0;18;46
2017;4;20;0;6.3;0;0;17;51
2017;4;20;1;5.7;0;0;14;54
2017;4;20;2;5.2;0;0;12;57
2017;4;20;3;4.7;0;0;12;59
2017;4;20;4;4.3;0;1;11;62
2017;4;20;5;5.1;0;29;13;60
2017;4;20;6;6.7;0;96;13;55
2017;4;20;7;8.3;0;165;14;47
2017;4;20;8;10.4;0;227;15;42
2017;4;20;9;12.2;0;276;16;38
2017;4;20;10;13.9;0;308;14;32
2017;4;20;11;14;0;322;14;28
2017;4;20;12;14.7;0;316;14;27
2017;4;20;13;14.9;0;291;13;25
2017;4;20;14;15;0;244;17;25
2017;4;20;15;14.7;0;185;17;25
2017;4;20;16;14.4;0;117;17;26
2017;4;20;17;13.2;0;44;18;27
2017;4;20;18;12.4;0;2;17;30
2017;4;20;19;11.7;0;0;15;29
2017;4;20;20;11.3;0;0;16;27
2017;4;20;21;10.6;0;0;15;28
2017;4;20;22;9.5;0;0;14;32
2017;4;20;23;8.8;0;0;11;35
2017;4;21;0;8;0;0;10;39
2017;4;21;1;7;0;0;9;43
2017;4;21;2;6.6;0;0;7;45
2017;4;21;3;5.9;0;0;8;48
2017;4;21;4;5.9;0;1;5;49
2017;4;21;5;7.2;0;31;6;46
2017;4;21;6;9;0;97;9;41
2017;4;21;7;11.2;0;167;9;37
2017;4;21;8;13.3;0;227;9;34
2017;4;21;9;14.5;0;273;7;34
2017;4;21;10;16.8;0;302;5;28
2017;4;21;11;18.2;0;316;5;25
2017;4;21;12;19.6;0;309;5;23
2017;4;21;13;19.7;0;281;5;19
2017;4;21;14;20.6;0;240;4;15
2017;4;21;15;18.4;0;178;9;40
2017;4;21;16;17.6;0;110;9;43
2017;4;21;17;15.4;0;41;6;47
2017;4;21;18;12.7;0;2;7;56
2017;4;21;19;10.9;0;0;3;67
2017;4;21;20;9.8;0;0;1;75
2017;4;21;21;8.8;0;0;2;80
2017;4;21;22;7;0;0;1;85
2017;4;21;23;5.7;0;0;1;88
2017;4;22;0;5.1;0;0;1;90
2017;4;22;1;4.2;0;0;0;91
2017;4;22;2;3.9;0;0;0;92
2017;4;22;3;3.2;0;0;1;92
2017;4;22;4;2.8;0;1;0;92
2017;4;22;5;5.6;0;28;1;92
2017;4;22;6;10.2;0;96;3;73
2017;4;22;7;12.3;0;161;3;66
2017;4;22;8;14.3;0;222;3;53
2017;4;22;9;16.3;0;272;8;40
2017;4;22;10;18.4;0;303;7;33
2017;4;22;11;19.9;0;315;7;23
2017;4;22;12;21.6;0;310;8;22
2017;4;22;13;22.9;0;283;7;17
2017;4;22;14;24.1;0;241;8;14
2017;4;22;15;20.2;0;180;13;39
2017;4;22;16;18.5;0;112;12;38
2017;4;22;17;16.2;0;43;10;46
2017;4;22;18;14;0;2;5;61
2017;4;22;19;12.7;0;0;3;67
2017;4;22;20;10.6;0;0;1;79
2017;4;22;21;9.1;0;0;2;84
2017;4;22;22;8.1;0;0;0;88
2017;4;22;23;7.2;0;0;1;90
2017;4;23;0;9.1;0;0;2;90
