YEAR;MONTH;DAY;HOUR;TH;RAIN;RADIATION;WIND;RH
2017;12;21;2;1.1;0;0;3;88
2017;12;21;3;-0.1;0;0;1;90
2017;12;21;4;-0.6;0;0;1;90
2017;12;21;5;-1.1;0;0;1;91
2017;12;21;6;-0.9;0;0;1;92
2017;12;21;7;0;0;5;1;92
2017;12;21;8;2.9;0;54;1;89
2017;12;21;9;7.1;0;84;2;77
2017;12;21;10;8.7;0;114;5;66
2017;12;21;11;10.3;0;127;12;64
2017;12;21;12;10.4;0;121;19;64
2017;12;21;13;10.6;0;97;19;64
2017;12;21;14;10;0;60;19;66
2017;12;21;15;9;0;18;17;71
2017;12;21;16;8.8;0;0;17;71
2017;12;21;17;8.8;0;0;19;72
2017;12;21;18;8.8;0;0;20;73
2017;12;21;19;9.1;0;0;19;73
2017;12;21;20;9.1;0;0;19;74
2017;12;21;21;9.1;0;0;17;74
2017;12;21;22;9.4;0;0;28;73
2017;12;21;23;9.6;0;0;26;73
2017;12;22;0;9.4;0;0;27;75
2017;12;22;1;9.4;0;0;26;75
2017;12;22;2;9.5;0;0;23;75
2017;12;22;3;9.6;0;0;24;74
2017;12;22;4;9.7;0;0;23;74
2017;12;22;5;9.8;0;0;23;74
2017;12;22;6;10.3;0;0;23;72
2017;12;22;7;10.8;0;13;25;71
2017;12;22;8;11.7;0;60;25;68
2017;12;22;9;12.6;0;96;24;66
2017;12;22;10;13.5;0;135;26;63
2017;12;22;11;13.3;0;104;23;65
2017;12;22;12;13;0;97;24;65
2017;12;22;13;12.6;0;91;25;67
2017;12;22;14;12;0;43;22;69
2017;12;22;15;11.6;0;10;24;71
2017;12;22;16;11.1;0;0;22;75
2017;12;22;17;11;0;0;21;75
2017;12;22;18;10.9;0;0;20;75
2017;12;22;19;10.7;0;0;20;77
2017;12;22;20;10.4;0;0;22;77
2017;12;22;21;10.2;0;0;22;76
2017;12;22;22;10;0;0;21;77
2017;12;22;23;9.9;0;0;20;78
2017;12;23;0;9.9;0;0;20;78
2017;12;23;1;9.8;0;0;18;78
2017;12;23;2;9.8;0;0;19;78
2017;12;23;3;9.7;0;0;19;78
2017;12;23;4;9.7;0;0;17;78
2017;12;23;5;9.5;0;0;16;76
2017;12;23;6;9.2;0;0;17;76
2017;12;23;7;9.2;0;5;13;75
2017;12;23;8;10.3;0;45;14;71
2017;12;23;9;11.2;0;88;16;67
2017;12;23;10;11.8;0;117;17;62
2017;12;23;11;12.1;0;129;19;61
2017;12;23;12;12.4;0;122;17;59
2017;12;23;13;12.1;0;100;16;59
2017;12;23;14;10.9;0;40;16;63
2017;12;23;15;9.9;0;8;13;66
2017;12;23;16;9;0;0;13;68
2017;12;23;17;8.8;0;0;14;69
2017;12;23;18;8.3;0;0;13;71
2017;12;23;19;8.1;0;0;11;72
2017;12;23;20;7.9;0;0;11;73
2017;12;23;21;7.5;0;0;11;74
2017;12;23;22;7.3;0;0;9;75
2017;12;23;23;7.2;0;0;11;76
2017;12;24;0;6.9;0;0;9;76
2017;12;24;1;6.2;0;0;8;77
2017;12;24;2;3.3;0;0;2;85
2017;12;24;3;1.6;0;0;1;89
2017;12;24;4;0.5;0;0;1;90
2017;12;24;5;-0.4;0;0;2;90
2017;12;24;6;-0.4;0;0;1;91
2017;12;24;7;0.1;0;5;1;91
2017;12;24;8;4.9;0;56;1;88
2017;12;24;9;7;0;86;3;74
2017;12;24;10;8.7;0;115;5;68
2017;12;24;11;10.6;0;127;4;62
2017;12;24;12;11.5;0;121;6;58
2017;12;24;13;11.4;0;98;6;59
2017;12;24;14;10.7;0;57;6;62
2017;12;24;15;8.3;0;17;4;70
2017;12;24;16;6.5;0;0;4;76
2017;12;24;17;5.2;0;0;4;80
2017;12;24;18;4.3;0;0;2;83
2017;12;24;19;1.8;0;0;1;88
2017;12;24;20;0.6;0;0;0;90
2017;12;24;21;-0.1;0;0;1;91
2017;12;24;22;-0.7;0;0;1;91
2017;12;24;23;-1;0;0;0;92
2017;12;25;0;-1.5;0;0;1;92
2017;12;25;1;-1.8;0;0;0;92
2017;12;25;2;-2.1;0;0;1;93
2017;12;25;3;-1.9;0;0;0;93
2017;12;25;4;-2.7;0;0;1;93
2017;12;25;5;-1.9;0;0;1;93
2017;12;25;6;-1.1;0;0;2;93
2017;12;25;7;-1.5;0;7;4;93
2017;12;25;8;-0.4;0;21;3;93
2017;12;25;9;0.9;0;23;4;93
2017;12;25;10;2;0;35;6;92
2017;12;25;11;2.9;0;23;7;90
2017;12;25;12;4;0;21;5;88
2017;12;25;13;4.7;0;20;4;87
2017;12;25;14;5.5;0;12;5;85
2017;12;25;15;5.7;0;3;4;86
2017;12;25;16;5.7;0;0;2;87
2017;12;25;17;6.5;0;0;1;88
2017;12;25;18;9.4;0;0;2;88
2017;12;25;19;11.4;0;0;6;82
2017;12;25;20;11.4;0;0;7;84
2017;12;25;21;11.6;0;0;8;85
2017;12;25;22;11.4;0;0;7;85
2017;12;25;23;11.4;0;0;8;85
2017;12;26;0;11.3;0;0;7;83
2017;12;26;1;11.3;0;0;7;81
2017;12;26;2;11.1;0;0;8;84
2017;12;26;3;10.9;0;0;6;84
2017;12;26;4;10.8;0;0;6;83
2017;12;26;5;10.9;0;0;7;84
2017;12;26;6;10.3;1;0;7;87
2017;12;26;7;10;2;1;2;89
2017;12;26;8;10.3;1;11;3;89
2017;12;26;9;11.6;0;55;2;87
2017;12;26;10;12.8;0;104;5;82
2017;12;26;11;12.5;0;55;2;82
2017;12;26;12;12.9;0.5;86;5;80
2017;12;26;13;13.1;0;87;5;77
2017;12;26;14;12;0;36;4;78
2017;12;26;15;10.7;0;9;1;84
2017;12;26;16;8.9;0;0;1;88
2017;12;26;17;9.2;0;0;2;88
2017;12;26;18;9.1;0;0;2;86
2017;12;26;19;8.6;0;0;2;85
2017;12;26;20;8.1;0;0;2;87
2017;12;26;21;8.3;0;0;3;82
2017;12;26;22;8.7;0;0;4;83
2017;12;26;23;9.2;0;0;7;82
2017;12;27;0;9.1;0;0;8;83
2017;12;27;1;9.4;0;0;8;82
2017;12;27;2;9.9;0;0;9;77
2017;12;27;3;9.6;0;0;7;80
2017;12;27;4;9.4;0.5;0;6;83
2017;12;27;5;9;0;0;6;85
2017;12;27;6;8.4;0;0;3;88
2017;12;27;7;8.2;0;3;3;88
2017;12;27;8;8.3;0;14;5;87
2017;12;27;9;8.4;0;36;7;85
2017;12;27;10;10.7;0;73;5;78
2017;12;27;11;10;0;63;9;73
2017;12;27;12;11;0;70;9;70
2017;12;27;13;10.8;0;46;9;70
2017;12;27;14;10.9;0;24;12;56
2017;12;27;15;9.3;0;30;15;55
2017;12;27;16;7.9;0;0;12;58
2017;12;27;17;7.6;0;0;10;55
2017;12;27;18;6.8;0;0;9;59
2017;12;27;19;6.7;0;0;7;49
2017;12;27;20;5.7;0;0;6;52
2017;12;27;21;5;0;0;4;56
2017;12;27;22;4.5;0;0;5;52
2017;12;27;23;4.3;0;0;4;52
2017;12;28;0;5.9;0;0;7;46
2017;12;28;1;5;0;0;8;49
2017;12;28;2;4.6;0;0;8;51
2017;12;28;3;5.4;0;0;8;46
2017;12;28;4;4.9;0;0;7;48
2017;12;28;5;4.6;0;0;9;49
2017;12;28;6;3.9;0;0;10;55
2017;12;28;7;4.3;0;5;14;56
2017;12;28;8;5.1;0;47;13;58
2017;12;28;9;6.1;0;90;14;55
2017;12;28;10;6.8;0;121;17;50
2017;12;28;11;7;0;134;19;53
2017;12;28;12;7.1;0;128;19;51
2017;12;28;13;7.4;0;104;19;46
2017;12;28;14;6.8;0;63;16;49
2017;12;28;15;5.6;0;17;15;51
2017;12;28;16;4.6;0;0;13;55
2017;12;28;17;4.2;0;0;11;57
2017;12;28;18;4;0;0;10;60
2017;12;28;19;3.5;0;0;7;64
2017;12;28;20;3.3;0;0;7;66
2017;12;28;21;3.1;0;0;6;68
2017;12;28;22;2.7;0;0;7;70
2017;12;28;23;2.7;0;0;8;68
2017;12;29;0;3.4;0;0;8;66
2017;12;29;1;3.2;0;0;11;68
2017;12;29;2;3.2;0;0;12;69
2017;12;29;3;3.1;0;0;12;70
2017;12;29;4;2.7;0;0;11;72
2017;12;29;5;1.8;0;0;3;75
2017;12;29;6;2.3;0;1;4;74
2017;12;29;7;2.7;0;6;5;73
2017;12;29;8;2.9;0;26;8;74
2017;12;29;9;3.4;0;36;5;72
2017;12;29;10;3.8;0;25;5;70
2017;12;29;11;4.2;0;20;4;69
2017;12;29;12;4.2;0;27;4;74
2017;12;29;13;5.2;0;46;3;69
2017;12;29;14;4.8;0.5;31;3;73
2017;12;29;15;4.6;0;12;2;73
2017;12;29;16;4.3;0;0;2;73
2017;12;29;17;4;0;0;2;76
2017;12;29;18;3.5;0;0;2;78
2017;12;29;19;3.2;0;0;2;80
2017;12;29;20;2.5;0;0;1;84
2017;12;29;21;1.9;0;0;1;87
2017;12;29;22;1.5;0;0;1;88
2017;12;29;23;2.3;0;0;2;86
2017;12;30;0;2.1;0;0;3;86
2017;12;30;1;2.4;0;0;2;86
2017;12;30;2;2.8;0;0;2;86
2017;12;30;3;3.1;0.5;0;3;88
2017;12;30;4;3.3;1.5;0;2;90
2017;12;30;5;3.7;1;0;1;91
2017;12;30;6;6.5;1;0;2;91
2017;12;30;7;5.2;0;4;5;91
2017;12;30;8;5.8;0;19;2;91
2017;12;30;9;7.2;0;51;4;91
2017;12;30;10;8.5;0;71;4;90
2017;12;30;11;9.5;0;91;5;88
2017;12;30;12;9.7;0;50;5;87
2017;12;30;13;9.6;0;41;3;87
2017;12;30;14;10.2;0;43;3;86
2017;12;30;15;8.9;0;11;3;88
2017;12;30;16;7.4;0;1;2;90
2017;12;30;17;6.7;0;0;1;91
2017;12;30;18;5.5;0;0;3;92
2017;12;30;19;5;0;0;2;92
2017;12;30;20;4.5;0;0;2;92
2017;12;30;21;4.1;0;0;3;93
2017;12;30;22;3.6;0;0;2;93
2017;12;30;23;4.3;0.5;0;2;93
2017;12;31;0;3.7;0;0;3;93
2017;12;31;1;2.8;0;0;2;94
2017;12;31;2;2;0;0;2;94
2017;12;31;3;1.6;0;0;2;94
2017;12;31;4;2.3;0;0;1;94
2017;12;31;5;2.1;0;0;1;94
2017;12;31;6;1.8;0;0;2;94
2017;12;31;7;1.8;0;5;0;94
2017;12;31;8;3.4;0;38;1;94
2017;12;31;9;7.2;0;85;1;93
2017;12;31;10;9.5;0;89;2;92
2017;12;31;11;9.9;0;84;3;88
2017;12;31;12;12.5;0;92;3;84
2017;12;31;13;14.2;0;66;5;72
2017;12;31;14;13.9;0;32;5;68
2017;12;31;15;13.2;0;12;4;65
2017;12;31;16;9.6;0;0;3;81
2017;12;31;17;9.6;0;0;1;84
2017;12;31;18;11.6;0;0;2;77
2017;12;31;19;10;0;0;2;83
2017;12;31;20;9.5;0;0;3;85
2017;12;31;21;8.4;0;0;2;88
2017;12;31;22;8.4;0;0;2;88
2017;12;31;23;9.2;0;0;1;89
2018;1;1;0;10.9;0;0;6;73
2018;1;1;1;9.9;0;0;3;75
2018;1;1;2;8.7;0;0;3;78
2018;1;1;3;9.1;0;0;2;71
2018;1;1;4;8.1;0;0;2;75
2018;1;1;5;6.4;0;0;1;84
2018;1;1;6;4.3;0;0;2;86
2018;1;1;7;7.7;0;6;2;74
2018;1;1;8;10;0;42;3;62
2018;1;1;9;12;0;96;5;54
2018;1;1;10;12;0;99;6;49
2018;1;1;11;12;0;76;4;50
2018;1;1;12;12.6;0;82;6;51
2018;1;1;13;13.3;0;101;7;58
2018;1;1;14;11.5;0;30;8;67
2018;1;1;15;11.1;0;5;7;69
2018;1;1;16;10.5;0;0;4;73
2018;1;1;17;9.7;0;0;9;73
2018;1;1;18;9;0;0;4;76
2018;1;1;19;8.3;0;0;4;78
2018;1;1;20;7.9;0;0;4;81
2018;1;1;21;7.2;0;0;6;81
2018;1;1;22;7.3;0;0;3;79
2018;1;1;23;6.3;0;0;4;79
2018;1;2;0;7.9;0;0;3;72
2018;1;2;1;5.4;0;0;2;76
2018;1;2;2;3.4;0;0;2;84
2018;1;2;3;6.5;0;0;3;70
2018;1;2;4;7.2;0;0;4;63
2018;1;2;5;5.3;0;0;1;72
2018;1;2;6;4.4;0;0;1;79
2018;1;2;7;6.3;0;11;2;73
2018;1;2;8;9.9;0;62;3;57
2018;1;2;9;10;0;62;6;57
2018;1;2;10;10.5;0;68;5;56
2018;1;2;11;11.6;0;87;6;51
2018;1;2;12;12.4;0;103;6;45
2018;1;2;13;12;0;56;5;45
2018;1;2;14;11.6;0;25;5;45
2018;1;2;15;10.9;0;13;4;51
2018;1;2;16;8.9;0;0;0;63
2018;1;2;17;8.5;0;0;1;72
2018;1;2;18;7.4;0;0;0;73
2018;1;2;19;7;0;0;1;78
2018;1;2;20;5.6;0;0;0;82
2018;1;2;21;4.8;0;0;1;85
2018;1;2;22;4.3;0;0;2;87
2018;1;2;23;4;0;0;1;87
2018;1;3;0;3.4;0;0;1;88
2018;1;3;1;3.3;0;0;1;88
2018;1;3;2;3;0;0;1;89
2018;1;3;3;3.9;0;0;2;88
2018;1;3;4;4.8;0;0;1;86
2018;1;3;5;6.6;0;0;3;81
2018;1;3;6;6.9;0;0;3;82
2018;1;3;7;8.1;0;3;2;83
2018;1;3;8;9.7;0;21;3;82
2018;1;3;9;11.2;0;49;1;81
2018;1;3;10;12.2;0;101;6;77
2018;1;3;11;14.4;0;62;3;75
2018;1;3;12;15.4;0;58;4;68
2018;1;3;13;17.3;0;53;8;44
2018;1;3;14;17.1;0;29;11;44
2018;1;3;15;16.8;0;10;13;42
2018;1;3;16;15.7;0;0;7;47
2018;1;3;17;15.3;0;0;10;51
2018;1;3;18;14.6;0;0;5;55
2018;1;3;19;14;0;0;6;56
2018;1;3;20;13.2;0;0;2;61
2018;1;3;21;12.1;0;0;3;67
2018;1;3;22;10.5;0;0;2;78
2018;1;3;23;9.5;0;0;2;82
2018;1;4;0;10.4;0;0;3;78
2018;1;4;1;10.7;0;0;4;76
2018;1;4;2;10.1;0;0;3;76
2018;1;4;3;9.6;0;0;4;77
2018;1;4;4;8.9;0;0;2;81
2018;1;4;5;9.5;0;0;3;79
2018;1;4;6;8.5;0;0;2;81
2018;1;4;7;8.6;0;6;2;84
2018;1;4;8;11;0;38;2;78
2018;1;4;9;13.8;0;74;3;71
2018;1;4;10;16.3;0;88;5;66
2018;1;4;11;19.1;0;93;8;50
2018;1;4;12;18;0;66;13;52
2018;1;4;13;17.1;0;34;8;54
2018;1;4;14;16.6;0;15;7;55
2018;1;4;15;16.4;0;6;9;60
2018;1;4;16;15.1;0;0;7;66
2018;1;4;17;15;0;0;9;70
2018;1;4;18;15.4;0;0;8;64
2018;1;4;19;15.9;0;0;8;59
2018;1;4;20;14.8;0;0;6;63
2018;1;4;21;14.6;0;0;7;64
2018;1;4;22;13.8;0;0;7;67
2018;1;4;23;13.2;0;0;8;70
2018;1;5;0;12;0;0;5;75
2018;1;5;1;9.5;0;0;2;82
2018;1;5;2;8.7;0;0;2;85
2018;1;5;3;8.4;0;0;2;86
2018;1;5;4;8.5;0;0;2;87
2018;1;5;5;7.9;0;0;2;87
2018;1;5;6;7.3;0;0;1;89
2018;1;5;7;7.9;0;3;2;87
2018;1;5;8;12.1;0;39;3;79
2018;1;5;9;14.8;0;85;4;69
2018;1;5;10;16.4;0;116;5;63
2018;1;5;11;17.9;0;129;4;59
2018;1;5;12;18.8;0;125;4;55
2018;1;5;13;19.5;0;102;5;51
2018;1;5;14;20.1;0;61;2;49
2018;1;5;15;16.1;0;11;2;64
2018;1;5;16;14.6;0;0;3;75
2018;1;5;17;12.2;0;0;3;79
2018;1;5;18;11;0;0;1;85
2018;1;5;19;9.7;0;0;1;87
2018;1;5;20;8.3;0;0;1;88
2018;1;5;21;9.3;0;0;1;87
2018;1;5;22;9.5;0;0;1;87
2018;1;5;23;13.6;0;0;3;76
2018;1;6;0;13.9;0;0;6;72
2018;1;6;1;13.7;0;0;5;71
2018;1;6;2;13.7;0;0;6;70
2018;1;6;3;13.3;0;0;8;71
2018;1;6;4;13.5;0;0;9;70
2018;1;6;5;12.6;0;0;8;75
2018;1;6;6;12.1;0;0;7;79
2018;1;6;7;12.5;0;5;9;78
2018;1;6;8;14.4;0;42;10;71
2018;1;6;9;14.9;0;62;11;66
2018;1;6;10;16.3;0;61;11;58
2018;1;6;11;16.6;0;125;15;57
2018;1;6;12;16.5;0;70;12;59
2018;1;6;13;16.3;0;68;11;60
2018;1;6;14;16;0;33;10;56
2018;1;6;15;15.3;0;15;6;61
2018;1;6;16;15;0;0;8;66
2018;1;6;17;14.9;0;0;10;66
2018;1;6;18;14.2;0;0;11;67
2018;1;6;19;14;0;0;6;66
2018;1;6;20;14.5;0;0;9;61
2018;1;6;21;15.3;0;0;12;53
2018;1;6;22;15.6;0;0;13;48
2018;1;6;23;15.4;0;0;16;49
2018;1;7;0;15.7;0;0;16;48
2018;1;7;1;16;0;0;18;49
2018;1;7;2;15.9;0;0;16;50
2018;1;7;3;15;0;0;14;58
2018;1;7;4;14.9;0;0;13;60
2018;1;7;5;15.6;0;0;17;56
2018;1;7;6;15.7;0;0;19;54
2018;1;7;7;16.1;0;10;17;53
2018;1;7;8;16.8;0;51;14;51
2018;1;7;9;18.6;0;89;13;44
2018;1;7;10;18.1;0;75;14;47
2018;1;7;11;19.3;0;88;12;40
2018;1;7;12;19.1;0;50;11;42
2018;1;7;13;14.3;0;27;11;58
2018;1;7;14;12.5;0;25;9;67
2018;1;7;15;11.9;0;13;8;69
2018;1;7;16;11.9;0;0;7;68
2018;1;7;17;11.3;0;0;8;70
2018;1;7;18;11;0;0;9;73
2018;1;7;19;11;0;0;13;72
2018;1;7;20;17.2;0;0;12;43
2018;1;7;21;17.5;0;0;13;42
2018;1;7;22;17.3;0;0;14;42
2018;1;7;23;17.5;0;0;12;43
2018;1;8;0;16.8;0;0;8;47
2018;1;8;1;16.4;0;0;4;52
2018;1;8;2;16.3;0;0;7;52
2018;1;8;3;15.9;0;0;10;50
2018;1;8;4;11.9;0;1;8;67
2018;1;8;5;10.4;0;0;9;72
2018;1;8;6;9.7;0;0;5;76
2018;1;8;7;11.4;0;2;7;71
2018;1;8;8;10.9;0;14;6;73
2018;1;8;9;10.6;0;4;8;76
2018;1;8;10;10.9;0;26;5;79
2018;1;8;11;10.6;0;28;9;81
2018;1;8;12;9.9;0;12;9;84
2018;1;8;13;9.9;0;6;9;85
2018;1;8;14;9.5;7.5;1;9;88
2018;1;8;15;9.6;7.5;1;9;89
2018;1;8;16;9.4;4;0;10;89
2018;1;8;17;9.3;3.5;0;14;89
2018;1;8;18;9.1;3.5;0;9;89
2018;1;8;19;9.1;1.5;0;8;88
2018;1;8;20;9;1;0;5;88
2018;1;8;21;8.8;0;0;5;87
2018;1;8;22;9.3;0;0;3;86
2018;1;8;23;8.8;0;0;2;88
2018;1;9;0;9.8;1;0;4;87
2018;1;9;1;10.3;2;0;4;87
2018;1;9;2;9.9;0;0;4;88
2018;1;9;3;9.7;0.5;0;4;88
2018;1;9;4;9.7;1;0;6;89
2018;1;9;5;9.4;0;0;11;88
2018;1;9;6;8.9;0;0;8;88
2018;1;9;7;9.1;0;3;7;88
2018;1;9;8;10.1;0;38;8;85
2018;1;9;9;10.8;0;51;7;84
2018;1;9;10;11.3;0;53;7;83
2018;1;9;11;12.6;0;75;8;75
2018;1;9;12;13.2;0;104;12;65
2018;1;9;13;13.5;0;99;13;62
2018;1;9;14;12.7;0;57;12;60
2018;1;9;15;12.1;0;32;9;65
2018;1;9;16;11.1;0;1;7;72
2018;1;9;17;11;0;0;7;75
2018;1;9;18;11;0;0;8;75
2018;1;9;19;11.1;0;0;6;76
2018;1;9;20;11.2;0;0;7;76
2018;1;9;21;10.7;0;0;7;78
2018;1;9;22;10.6;0;0;6;78
2018;1;9;23;11;0;0;6;77
2018;1;10;0;11.2;0;0;7;75
2018;1;10;1;10.8;0.5;0;7;76
2018;1;10;2;10.3;0;0;6;78
2018;1;10;3;10.3;0;0;3;77
2018;1;10;4;10.3;0;0;3;76
2018;1;10;5;10.1;0;0;5;74
2018;1;10;6;9.7;0;0;3;76
2018;1;10;7;8.9;0;4;1;80
2018;1;10;8;10.7;0;30;2;75
2018;1;10;9;11.7;0;46;4;73
2018;1;10;10;12.6;0;71;4;68
2018;1;10;11;13;0;81;3;68
2018;1;10;12;12.9;0;83;4;67
2018;1;10;13;13.3;0;45;2;65
2018;1;10;14;13.3;0;40;3;65
2018;1;10;15;12.5;0;16;1;74
2018;1;10;16;10.3;0;2;2;79
2018;1;10;17;9;0;0;1;84
2018;1;10;18;8.8;0;0;1;83
2018;1;10;19;7.6;0;0;1;85
2018;1;10;20;7;0;0;1;88
2018;1;10;21;6.8;0;0;2;88
2018;1;10;22;6.5;0;0;1;89
2018;1;10;23;6.7;0;0;1;89
2018;1;11;0;6;0;0;2;89
2018;1;11;1;4.5;0;0;1;91
2018;1;11;2;5;0;0;3;91
2018;1;11;3;4.2;0;0;1;92
2018;1;11;4;3.6;0;0;1;92
2018;1;11;5;3.4;0;0;2;92
2018;1;11;6;3.7;0;0;1;93
2018;1;11;7;3.6;0;9;1;93
2018;1;11;8;5.4;0;52;2;92
2018;1;11;9;7.5;0;93;6;88
2018;1;11;10;9.3;0;100;6;77
2018;1;11;11;10.6;0;114;11;67
2018;1;11;12;11.7;0;120;13;63
2018;1;11;13;12.5;0;122;14;57
2018;1;11;14;12;0;84;16;59
2018;1;11;15;11.3;0;25;14;61
2018;1;11;16;10.5;0;1;15;65
2018;1;11;17;10.1;0;0;16;66
2018;1;11;18;9.9;0;0;16;65
2018;1;11;19;9.6;0;0;17;67
2018;1;11;20;9.4;0;0;18;69
2018;1;11;21;9.2;0;0;15;70
2018;1;11;22;8.9;0;0;17;71
2018;1;11;23;8.8;0;0;17;72
2018;1;12;0;8.7;0;0;19;73
2018;1;12;1;8.5;0;0;20;73
2018;1;12;2;8.3;0;0;17;74
2018;1;12;3;8.7;0;0;18;72
2018;1;12;4;8.5;0;0;18;73
2018;1;12;5;8.5;0;0;18;73
2018;1;12;6;8.3;0;0;17;73
2018;1;12;7;8.5;0;6;16;73
2018;1;12;8;9.4;0;48;17;71
2018;1;12;9;10.2;0;91;18;66
2018;1;12;10;10.9;0;123;19;61
2018;1;12;11;11.3;0;138;16;58
2018;1;12;12;11.6;0;134;18;56
2018;1;12;13;11.6;0;112;18;54
2018;1;12;14;10.9;0;74;18;56
2018;1;12;15;9.6;0;29;16;61
2018;1;12;16;8.6;0;1;15;65
2018;1;12;17;7.7;0;0;13;69
2018;1;12;18;7.3;0;0;10;70
2018;1;12;19;6.9;0;0;8;72
2018;1;12;20;6.6;0;0;6;76
2018;1;12;21;6.6;0;0;7;78
2018;1;12;22;6;0;0;7;80
2018;1;12;23;4.8;0;0;4;83
2018;1;13;0;4.3;0;0;4;84
2018;1;13;1;2;0;0;4;86
2018;1;13;2;1.3;0;0;1;89
2018;1;13;3;0.6;0;0;2;90
2018;1;13;4;0.6;0;0;2;90
2018;1;13;5;0.5;0;0;2;90
2018;1;13;6;-0.4;0;0;2;91
2018;1;13;7;0.7;0;7;2;91
2018;1;13;8;4.8;0;50;3;83
2018;1;13;9;7.7;0;95;2;67
2018;1;13;10;9.7;0;122;3;66
2018;1;13;11;12.7;0;131;6;62
2018;1;13;12;12;0;84;8;65
2018;1;13;13;13.3;0;118;10;54
2018;1;13;14;12.7;0;63;9;58
2018;1;13;15;11.2;0;19;9;64
2018;1;13;16;9.6;0;1;4;71
2018;1;13;17;8.6;0;0;3;78
2018;1;13;18;7.7;0;0;3;83
2018;1;13;19;8;0;0;1;83
2018;1;13;20;7.5;0;0;2;82
2018;1;13;21;8.2;0;0;2;78
2018;1;13;22;8.4;0;0;5;74
2018;1;13;23;8.3;0;0;6;75
2018;1;14;0;7.7;0;0;4;78
2018;1;14;1;6.5;0;0;0;83
2018;1;14;2;8.7;0;0;3;73
2018;1;14;3;9.2;0;0;6;68
2018;1;14;4;9.1;0;0;5;68
2018;1;14;5;8.7;0;0;3;69
2018;1;14;6;8.6;0;0;2;71
2018;1;14;7;9.9;0;2;5;62
2018;1;14;8;10.4;0;14;6;63
2018;1;14;9;11.2;0;54;8;63
2018;1;14;10;12.1;0;76;9;61
2018;1;14;11;12.1;0;76;8;59
2018;1;14;12;12;0;62;8;60
2018;1;14;13;11.9;0;45;9;61
2018;1;14;14;11.4;0;20;7;64
2018;1;14;15;10.9;0;7;4;68
2018;1;14;16;10.8;0;1;6;66
2018;1;14;17;10.2;0;0;7;68
2018;1;14;18;10.1;0;0;6;66
2018;1;14;19;9.9;0;0;5;65
2018;1;14;20;9;0;0;2;71
2018;1;14;21;9.7;0;0;4;66
2018;1;14;22;8.7;0;0;3;74
2018;1;14;23;8;0;0;4;77
2018;1;15;0;7.5;0;0;3;80
2018;1;15;1;6.1;0;0;2;84
2018;1;15;2;6.8;0;0;3;81
2018;1;15;3;6.8;0;0;6;79
2018;1;15;4;6.5;0;0;4;80
2018;1;15;5;6.3;0;0;2;82
2018;1;15;6;6.4;0;0;1;82
2018;1;15;7;6.5;0;3;2;81
2018;1;15;8;7.1;0;13;2;79
2018;1;15;9;7.9;0;31;2;78
2018;1;15;10;8.8;0;57;3;73
2018;1;15;11;10.2;0;64;1;71
2018;1;15;12;11.3;0;101;4;65
2018;1;15;13;11.7;0;63;2;64
2018;1;15;14;11.5;0;38;4;66
2018;1;15;15;11;0;19;4;69
2018;1;15;16;9.7;0;1;3;76
2018;1;15;17;9.9;0;0;4;75
2018;1;15;18;9.3;0;0;4;78
2018;1;15;19;8.6;0;0;2;82
2018;1;15;20;8.5;0;0;4;82
2018;1;15;21;8.7;0;0;3;81
2018;1;15;22;8.3;0;0;4;85
2018;1;15;23;8.3;0;0;3;85
2018;1;16;0;8.3;0;0;3;87
2018;1;16;1;9.1;0;0;3;84
2018;1;16;2;9.1;0;0;4;84
2018;1;16;3;9.3;0;0;4;83
2018;1;16;4;8.9;0;0;3;86
2018;1;16;5;9;0;0;3;86
2018;1;16;6;9.1;0;0;4;85
2018;1;16;7;9.1;0;5;4;86
2018;1;16;8;10.3;0;30;4;84
2018;1;16;9;11.8;0;51;4;81
2018;1;16;10;12.9;0;48;3;79
2018;1;16;11;14.4;0;53;4;75
2018;1;16;12;15.7;0;97;9;61
2018;1;16;13;15.4;0;44;6;63
2018;1;16;14;15.4;0;31;4;65
2018;1;16;15;15.1;0;11;4;65
2018;1;16;16;15;0;1;4;64
2018;1;16;17;14.3;0;0;6;68
2018;1;16;18;13.8;0;0;7;71
2018;1;16;19;14.4;0;0;10;67
2018;1;16;20;13.9;0;0;10;69
2018;1;16;21;14;0;0;7;70
2018;1;16;22;14.1;0;0;10;70
2018;1;16;23;14.3;0;0;6;64
2018;1;17;0;13.8;0;0;6;66
2018;1;17;1;13.6;0;0;5;64
2018;1;17;2;13.6;0;0;7;59
2018;1;17;3;13.1;0;0;6;54
2018;1;17;4;11.9;0;0;11;58
2018;1;17;5;10.8;0;0;12;60
2018;1;17;6;10.2;0;0;16;58
2018;1;17;7;10.3;0;8;8;51
2018;1;17;8;11.2;0;57;8;46
2018;1;17;9;12;0;103;12;41
2018;1;17;10;11.8;0;129;12;37
2018;1;17;11;11.5;0;100;16;37
2018;1;17;12;12;0;150;18;34
2018;1;17;13;11.6;0;91;16;32
2018;1;17;14;11.9;0;73;17;30
2018;1;17;15;11.2;0;34;14;33
2018;1;17;16;10.1;0;2;9;37
2018;1;17;17;9.2;0;0;5;40
2018;1;17;18;8.1;0;0;4;44
2018;1;17;19;7.5;0;0;5;46
2018;1;17;20;6.4;0;0;2;50
2018;1;17;21;6.2;0;0;2;52
2018;1;17;22;4.3;0;0;1;60
