Year;Month;Day;Tmin;Tmax;Tmean;Rain;Radiation;Humidity;UN;UX;ETPP;Wind
2003;2;24;-3.2;13.1;5;0;1032;62.5;34;91;1.1;1.2
2003;2;25;-3.9;13.8;4.9;0;1084;54;23;85;1.4;2.1
2003;2;26;1.8;15.4;8.6;0;1157;47.5;25;70;2.1;2.7
2003;2;27;1.9;13.6;7.8;0;621;57.5;33;82;1.4;1.5
2003;2;28;2.9;15;8.9;0;894;70.5;50;91;1.3;1.9
2003;3;1;6.5;15.2;10.9;7;640;73.5;53;94;1.5;3.1
2003;3;2;6.2;11.2;8.7;5.5;799;77.5;61;94;1.5;3.5
2003;3;3;-1.9;10.5;4.3;0;1110;68;43;93;0.9;0.8
2003;3;4;0.6;12.2;6.4;0;1207;72.5;51;94;1;1.8
2003;3;5;7.5;16.4;11.9;0;978;76;53;99;1.4;1.7
2003;3;6;6.9;10.2;8.6;3.5;450;76;62;90;1.5;3.3
2003;3;7;-1.3;10.1;4.4;0;1093;71;47;95;1.1;1.4
2003;3;8;-1.6;13.7;6;0;1220;63;34;92;1.3;1.2
2003;3;9;-0.4;17;8.3;0;1499;59.5;27;92;1.6;1.3
2003;3;10;-1.4;19.1;8.9;0;1603;60.5;29;92;1.7;1.4
2003;3;11;3.9;20.8;12.3;0;1170;59;30;88;2.5;2.9
2003;3;12;7.5;15.9;11.7;0.5;744;71.5;49;94;2;2.5
2003;3;13;2.2;13;7.6;0;1657;62;35;89;2.5;3.7
2003;3;14;1.6;12.6;7.1;0;1760;42.5;24;61;3.3;4.3
2003;3;15;-0.5;11.2;5.3;0;1730;50.5;30;71;2.8;4.1
2003;3;16;-1.2;14.3;6.6;0;1773;46.5;24;69;2.8;3.4
2003;3;17;-0.1;16.7;8.3;0;1686;43;20;66;2.8;2.8
2003;3;18;1.4;15.3;8.4;0;1779;43;20;66;3;3.4
2003;3;19;1.5;16.8;9.1;0;1820;41;17;65;3;2.8
2003;3;20;0.4;18.3;9.3;0;1823;46;17;75;2.8;2.4
2003;3;21;0.8;12.2;6.5;0;811;54.5;32;77;1.9;2.1
2003;3;22;-0.1;16.3;8.1;0;1783;55;31;79;2.3;1.7
2003;3;23;-0.9;18.8;8.9;0;1457;51.5;23;80;2.1;1.2
2003;3;24;-0.6;20.6;10;0;1878;52;20;84;2.5;1.4
2003;3;25;-0.2;20.6;10.2;0;1893;52;22;82;2.4;1
2003;3;26;-0.9;20;9.6;0;1806;51.5;22;81;2.3;1
2003;3;27;0.8;18.8;9.8;0;1611;58.5;32;85;2.5;2
2003;3;28;5.8;20.9;13.4;1.5;1642;57;29;85;3;2.2
2003;3;29;6.2;22.3;14.2;0;1585;59;25;93;2.5;1
2003;3;30;5.7;19.2;12.5;0;1279;63.5;41;86;2.2;1.4
2003;3;31;10.3;19;14.6;0;1841;60.5;37;84;3.8;3.2
2003;4;1;1.5;20.8;11.1;2.5;1921;51;21;81;3.4;2.9
2003;4;2;4.2;10.5;7.3;0.5;1401;65;47;83;2.8;5.2
2003;4;3;2.4;9.4;5.9;0;1401;55.5;35;76;3.3;5.5
2003;4;4;0.6;11.7;6.2;0;2157;55;33;77;3.5;4.3
2003;4;5;1;16.5;8.8;0;1809;51.5;32;71;3.5;4.2
2003;4;6;4.1;11.6;7.9;0;1694;55;34;76;3.5;4
2003;4;7;-0.6;8.2;3.8;0;2309;41;20;62;3.5;3.6
2003;4;8;-3.9;10.7;3.4;0;2339;33.5;13;54;2.9;1.9
2003;4;9;-1.2;12.8;5.8;0.5;1607;54.5;30;79;2.5;1.7
2003;4;10;0.1;7.5;3.8;5.5;966;67;42;92;1.6;2.4
2003;4;11;-3.7;11.8;4.1;0.5;1779;62;36;88;2;1.6
2003;4;12;6.3;14.6;10.5;0;1118;69;46;92;2.3;2
2003;4;13;0.4;21.2;10.8;0;2358;59;24;94;3.3;1.7
2003;4;14;4.5;20.5;12.5;0;1394;60;35;85;2.5;0.9
2003;4;15;5.4;24;14.7;0;2355;53;17;89;3.9;1.7
2003;4;16;7.8;23.8;15.8;0;2312;52.5;31;74;3.9;1.5
2003;4;17;5.7;23.5;14.6;0;2320;54.5;29;80;4.1;2.1
2003;4;18;8.3;23;15.6;0;2466;33;19;47;5.4;3.3
2003;4;19;4.3;16.7;10.5;3.5;2442;55.5;31;80;4.3;3.3
2003;4;20;7.8;19.3;13.5;0;1575;67.5;40;95;2.8;1.4
2003;4;21;2.5;21;11.8;0;2311;64;32;96;3.4;1.7
2003;4;22;6;21.1;13.6;0;2417;60.5;30;91;4;2
2003;4;23;7.8;22.3;15;0;2473;56.5;26;87;4.3;2
2003;4;24;5;23.9;14.4;0;2365;59;30;88;3.8;1.3
2003;4;25;8.6;25.2;16.9;0.5;1731;55;24;86;4.3;2.9
2003;4;26;11.5;15;13.2;9;433;72;51;93;1.7;3.7
2003;4;27;7.4;18;12.7;0;1669;67.5;43;92;3.2;2.5
2003;4;28;5.9;23.9;14.9;4.5;1905;63;32;94;4.8;4.8
2003;4;29;11;21.4;16.2;2.5;1351;70;47;93;2.9;2.1
2003;4;30;11.5;15.3;13.4;12.5;418;83.5;71;96;1.1;1.8
2003;5;1;5.4;18;11.7;0;2166;65.5;39;92;3.4;1.9
2003;5;2;5;20.7;12.9;0;1174;69.5;45;94;2.6;2.2
2003;5;3;6.7;19.2;13;0;2958;57.5;28;87;4.5;1.7
2003;5;4;2.6;26.6;14.6;0;2759;61;32;90;4.4;1.7
2003;5;5;10.3;24.1;17.2;0;1507;68;44;92;3.1;1.4
2003;5;6;9.3;23.1;16.2;0;2465;70.5;50;91;4.6;3.5
2003;5;7;11.5;25.8;18.6;1;2445;68;47;89;5.1;3.1
2003;5;8;12.8;24.3;18.5;0;2018;67;41;93;4.2;1.7
2003;5;9;9.6;20.1;14.9;5.5;1487;70;51;89;2.9;1.8
2003;5;10;9.6;18.8;14.2;0;1450;73;53;93;2.8;1.3
2003;5;11;6.6;22.1;14.4;3.5;2169;65;36;94;3.6;1.1
2003;5;12;8.8;21.4;15.1;0;2153;67.5;38;97;3.8;1.6
2003;5;13;9.3;16.4;12.9;0.5;1653;61;32;90;3.7;2.7
2003;5;14;2.1;15;8.6;1.5;2258;64;36;92;3.2;1.9
2003;5;15;0;17.1;8.6;0;2318;63;31;95;3.2;1.1
2003;5;16;2.6;21.5;12.1;3.5;2696;58;29;87;4.2;1.6
2003;5;17;11.3;18.1;14.7;4;1313;80;65;95;2.6;2.5
2003;5;18;12.5;19.6;16;0;1229;80.5;69;92;2.6;2.6
2003;5;19;14.4;21;17.7;1;915;75.5;59;92;3;2.8
2003;5;20;8;17.7;12.9;7.5;2020;65.5;42;89;3.7;2.5
2003;5;21;9.1;15.5;12.3;1;1142;70;51;89;2.5;1.7
2003;5;22;10.8;18.9;14.9;0.5;710;86.5;77;96;1.7;1.9
2003;5;23;8.5;25.5;17;0;2697;68;37;99;4.8;1.9
2003;5;24;11.5;23.7;17.6;2;1923;69;44;94;4.1;2
2003;5;25;10.6;16.6;13.6;1.5;1384;71.5;48;95;2.8;1.8
2003;5;26;10.9;18.2;14.6;0;1323;72.5;53;92;3.1;2.9
2003;5;27;13.9;22.9;18.4;0;1696;71;55;87;3.9;2.1
2003;5;28;13.5;26.2;19.9;6;2101;70;48;92;4.4;1.8
2003;5;29;13.3;27.1;20.2;0;2581;69;44;94;5.1;1.7
2003;5;30;12.3;29.3;20.8;0;2724;68.5;40;97;5.1;0.8
2003;5;31;13.9;28.6;21.2;0.5;2146;70;45;95;4.4;0.8
2003;6;1;13.9;30.1;22;0;2545;66.5;42;91;5.1;1
2003;6;2;16.7;26;21.4;0.5;1645;70.5;47;94;3.8;1.4
2003;6;3;13.4;27.8;20.6;0;2433;72;51;93;5;1.9
2003;6;4;12.5;29.8;21.1;0;2633;67.5;37;98;5.6;2
2003;6;5;14.2;27.7;21;4;2083;71.5;48;95;4.4;1.4
2003;6;6;16.9;29.4;23.1;9.5;2383;68.5;43;94;5.2;1.3
2003;6;7;15.6;31;23.3;0;2659;69;41;97;5.5;0.9
2003;6;8;14.8;30.5;22.6;0;2674;65.5;34;97;6;2.3
2003;6;9;12;29.1;20.5;0;2886;67;39;95;5.5;1.1
2003;6;10;13.4;32.1;22.8;0;2533;65;34;96;5.8;2.3
2003;6;11;18.7;31.3;25;0;2570;62;39;85;5.9;1.2
2003;6;12;16.4;34.4;25.4;2.5;2163;63;33;93;5.6;1.9
2003;6;13;18.5;32.3;25.4;0;2647;63.5;32;95;6.1;1.4
2003;6;14;19.4;31.9;25.6;39;1896;68.5;43;94;4.8;1.5
2003;6;15;17.8;31;24.4;27.5;2237;69;43;95;5.2;1.6
2003;6;16;16.8;29.6;23.2;0;3041;61;32;90;6.4;1.5
2003;6;17;15.1;30.9;23;0.5;2839;63;33;93;6.2;1.8
2003;6;18;14.1;25.7;19.9;0;2918;61.5;30;93;6.1;2.2
2003;6;19;10.8;29.4;20.1;0;3007;63.5;36;91;5.6;1
2003;6;20;13.8;30.8;22.3;0.5;2618;65;33;97;5.7;1.7
2003;6;21;12;29.7;20.9;0;3053;55.5;22;89;6.1;1.4
2003;6;22;13.2;35.2;24.2;0;3051;48;17;79;6.6;1.3
2003;6;23;18.1;35.9;27;0;2568;52;22;82;7.3;2.7
2003;6;24;17.7;32.9;25.3;0;2213;63;36;90;5.4;1.3
2003;6;25;19.1;34.6;26.8;0;2672;46.5;27;66;6.9;2
2003;6;26;18.3;29.5;23.9;0;2614;61;37;85;6.3;2.3
2003;6;27;13.6;28.9;21.2;0;2303;63;36;90;5.3;2
2003;6;28;12.5;28.7;20.6;0;2760;57.5;29;86;5.7;1.6
2003;6;29;14.9;32.7;23.8;0;2880;52.5;26;79;6.4;1.6
2003;6;30;19.5;29.9;24.7;5;1536;64;33;95;4.7;2.3
2003;7;1;14.7;22.3;18.5;2;1593;71;46;96;3.8;2.7
2003;7;2;14.6;23.8;19.2;4;1343;65;38;92;3.9;2.5
2003;7;3;13.4;20.6;17;6.5;1404;76;59;93;3.1;2
2003;7;4;13.1;20.8;17;1;1462;73.5;54;93;3.2;1.6
2003;7;5;10.9;21.6;16.2;0;1141;67.5;41;94;2.7;1
2003;7;6;9.2;25.8;17.5;0;2464;64;36;92;4.7;1.6
2003;7;7;12.7;28.8;20.8;0;2498;57.5;29;86;5.3;1.4
2003;7;8;13.3;28.7;21;0;2647;55.5;29;82;5.8;1.8
2003;7;9;16.3;30.6;23.5;0;2654;48;24;72;6.3;2
2003;7;10;16.1;31.3;23.7;0;2864;53.5;27;80;6.6;2
2003;7;11;15.9;31.8;23.8;0;2529;51;27;75;5.9;1.5
2003;7;12;16.3;31.5;23.9;0;2370;55;29;81;6;2.1
2003;7;13;16.8;32.5;24.6;0;3007;37;20;54;7.2;2.3
2003;7;14;18;34.8;26.4;0;2987;39;21;57;7.2;1.9
2003;7;15;16.9;35.7;26.3;0;2856;47.5;20;75;6.7;1.6
2003;7;16;16.3;32.3;24.3;3;2030;55.5;28;83;5.4;2
2003;7;17;17.4;24.7;21;0;1646;56;33;79;4.8;2.3
2003;7;18;9;29.7;19.4;0;3020;53.5;21;86;5.7;1.3
2003;7;19;13.2;34.5;23.9;0;2977;43.5;16;71;6.2;1.2
2003;7;20;13.6;35.3;24.5;20.5;2617;57.5;22;93;6.2;1.8
2003;7;21;17.1;28.2;22.7;0;1867;71.5;49;94;4.4;1.8
2003;7;22;16;31;23.5;0;2472;64;31;97;5.5;1.3
2003;7;23;16.5;31.5;24;0;2606;52.5;27;78;6.3;2.2
2003;7;24;16.9;25.9;21.4;0;1576;57.5;39;76;4.5;2.3
2003;7;25;13;29.4;21.2;0;2222;56.5;25;88;5;1.6
2003;7;26;19.5;31.9;25.7;0.5;2019;52.5;33;72;5.7;2.2
2003;7;27;16.3;22.3;19.3;24;764;81;67;95;2;1.7
2003;7;28;13.4;24.1;18.8;0;1400;72;46;98;3;1.1
2003;7;29;12.8;27.1;20;0;2367;63.5;32;95;4.8;1.5
2003;7;30;12.5;27.4;20;1.5;1822;67.5;42;93;4;1.8
2003;7;31;14.7;24.8;19.8;0;1729;60;38;82;4.4;2.5
2003;8;1;13.9;31.2;22.5;0;2736;54.5;29;80;6.1;2.2
2003;8;2;16.6;34.1;25.3;0;2674;51;24;78;6.1;1.6
2003;8;3;19.5;36.2;27.9;0;2674;48;24;72;6.4;1.4
2003;8;4;20.3;38;29.1;0;2663;45.5;19;72;6.5;1.4
2003;8;5;20.9;39.2;30;0;2595;42.5;17;68;6.5;1.3
2003;8;6;21.4;39.2;30.3;0;2445;39;16;62;6.5;1.5
2003;8;7;22.7;39.7;31.2;0;2499;33.5;12;55;7.1;2.1
2003;8;8;17.5;39.1;28.3;0;2260;38.5;12;65;6;1.6
2003;8;9;17.1;39.2;28.2;0;2507;37;9;65;5.9;1.2
2003;8;10;20.2;39.1;29.6;0;2485;30;11;49;6.1;1.3
2003;8;11;19.2;38.6;28.9;0;2456;33.5;14;53;6;1.3
2003;8;12;18.8;39.7;29.2;0;2473;31.5;12;51;6;1.3
2003;8;13;18;38.8;28.4;0;2028;39;18;60;5.7;1.6
2003;8;14;20.3;29;24.6;1.5;1094;58.5;40;77;3.9;1.9
2003;8;15;18.7;28.5;23.6;37;1662;69.5;49;90;3.9;1.4
2003;8;16;16.7;30.2;23.5;0.5;1821;67;39;95;3.9;0.9
2003;8;17;19.1;32;25.5;1;2026;63.5;33;94;5.1;2
2003;8;18;18.2;27.3;22.8;0;1807;66.5;39;94;4.8;2.9
2003;8;19;14.1;31.4;22.8;0;2196;60.5;30;91;4.6;1.2
2003;8;20;18.5;26.5;22.5;0.5;1115;65.5;46;85;3.4;2
2003;8;21;16.2;28.9;22.5;0;2237;51.5;28;75;5.1;1.9
2003;8;22;13;31.2;22.1;0;2415;50.5;24;77;5.1;1.8
2003;8;23;16.3;31.9;24.1;0;2354;46;20;72;5.9;2.6
2003;8;24;17.2;32.4;24.8;0;2411;49.5;22;77;5.9;2.4
2003;8;25;18.3;32.5;25.4;0;2233;43;26;60;6.2;2.9
2003;8;26;15.7;31.9;23.8;0;2293;43.5;20;67;5.3;1.9
2003;8;27;14.8;31.5;23.1;0;2189;42;21;63;4.8;1.5
2003;8;28;17.7;30.3;24;14;1289;65.5;38;93;4.5;2.9
2003;8;29;16.4;22.6;19.5;1;1068;78.5;63;94;2.9;3.2
2003;8;30;15.7;20.4;18;1.5;1060;72.5;58;87;2.8;2.9
2003;8;31;11.6;20.1;15.9;0;1599;61.5;35;88;3.2;1.7
2003;9;1;10.2;20.2;15.2;0;1594;51.5;30;73;3.6;2.3
2003;9;2;9;20.6;14.8;0.5;1994;54.5;29;80;4.2;3.2
2003;9;3;9.1;23;16;0;2287;48.5;25;72;4.6;3
2003;9;4;8.9;25.9;17.4;0;2253;46.5;27;66;3.9;1.5
2003;9;5;10.6;19.9;15.2;0;660;68;49;87;1.9;1.2
2003;9;6;12.8;22.9;17.9;0;660;72;52;92;2.1;2.3
2003;9;7;13.1;22.7;17.9;10.5;1094;70.5;47;94;2.4;1.3
2003;9;8;13;21.1;17;5.5;1827;68.5;44;93;3.2;1.8
2003;9;9;13.7;19.1;16.4;0.5;583;76;56;96;1.9;2.8
2003;9;10;12.8;18.4;15.6;0;843;72.5;53;92;2.3;2.8
2003;9;11;14.3;21.4;17.9;0;1361;68.5;44;93;3.1;2.6
2003;9;12;12.6;19.9;16.2;1.5;782;84;74;94;1.5;1
2003;9;13;12.8;22.6;17.7;0;1888;67;39;95;3.8;3.1
2003;9;14;10.1;23.3;16.7;0;2042;54.5;33;76;4.2;3.4
2003;9;15;9.5;24.2;16.9;0;2011;58.5;34;83;3.2;1.5
2003;9;16;8;26;17;0;1932;58.5;27;90;3;1.1
2003;9;17;10.1;28.1;19.1;0;1929;50;18;82;3.3;1.2
2003;9;18;7;28.8;17.9;0;1888;59;30;88;3.1;1.4
2003;9;19;8.8;29.8;19.3;0;1795;57.5;24;91;3.2;1.2
2003;9;20;9.3;30;19.6;0;1836;53;20;86;3.9;2.4
2003;9;21;9.1;28.2;18.7;0;1778;58.5;30;87;3;1.3
2003;9;22;11.6;25.9;18.8;1;1244;67.5;43;92;2.8;3.1
2003;9;23;12.7;17.9;15.3;0.5;979;61.5;33;90;2.7;3
2003;9;24;8.6;18.5;13.6;0;1785;55.5;35;76;3.2;3.2
2003;9;25;5.9;22.4;14.1;0;1758;61.5;40;83;2.5;1.4
2003;9;26;6.5;24.6;15.6;0;1573;59.5;28;91;2.6;1.8
2003;9;27;10.3;22.3;16.3;0;952;61.5;38;85;2;1.2
2003;9;28;10.1;21;15.6;1;708;71.5;52;91;1.8;1.8
2003;9;29;5.3;18.8;12;0;1565;65.5;37;94;1.9;1.1
2003;9;30;5;21.3;13.1;7;1619;60.5;38;83;2.2;1.7
2003;10;1;11.6;21.9;16.8;10;754;84.5;72;97;1.5;1.7
2003;10;2;14.3;25.7;20;0.5;1091;80.5;62;99;1.9;1
2003;10;3;14.8;22.8;18.8;5;1328;67.5;40;95;2.8;3.1
2003;10;4;11.5;15.4;13.4;7;373;82;73;91;1.2;2.3
2003;10;5;7.3;11.6;9.5;0;955;75.5;62;89;1.7;3.8
2003;10;6;5.2;14.7;9.9;1.5;1324;65;42;88;1.9;3.1
2003;10;7;10;12.7;11.4;9.5;260;86;79;93;1.1;3.4
2003;10;8;1.7;14.2;7.9;0;945;73;51;95;1;2.4
2003;10;9;10.8;17.1;14;0.5;398;83.5;71;96;0.9;1.4
2003;10;10;6.6;16.3;11.4;0;896;79.5;61;98;1.2;1.6
2003;10;11;3.4;18.2;10.8;0;1402;75;55;95;1.2;1.1
2003;10;12;5.1;20.2;12.7;0;1302;76;56;96;1.4;1.5
2003;10;13;8.4;15.8;12.1;0;628;82;72;92;0.9;1.3
2003;10;14;10.9;17.3;14.1;0;994;72.5;56;89;2;2.8
2003;10;15;4.7;15.2;9.9;0;1375;55;35;75;2;3.1
2003;10;16;3.2;14.5;8.9;0;1325;57.5;36;79;1.8;3
2003;10;17;1;13.9;7.4;0;1219;62.5;42;83;1.4;2.1
2003;10;18;1.3;13.3;7.3;0;1216;68;50;86;1.1;1.5
2003;10;19;-0.3;11.7;5.7;20;623;83;73;93;0.5;0.9
2003;10;20;8.2;11.9;10;17;279;91;86;96;0.6;1.8
2003;10;21;5.5;10.5;8;0;624;74.5;56;93;1.4;2.8
2003;10;22;-1.6;9.5;4;1.5;891;88;79;97;0.5;1.1
2003;10;23;4.3;10.2;7.2;1;525;78;62;94;1;2.3
2003;10;24;0.5;5.7;3.1;0;725;76.5;62;91;0.9;2.8
2003;10;25;-4.4;9.4;2.5;0;990;72.5;53;92;0.6;1.2
2003;10;26;-2.2;7.8;2.8;0;645;76.5;59;94;0.6;1.2
2003;10;27;-1.3;10.2;4.4;0;1142;63;40;86;0.9;2.1
2003;10;28;-3.5;9.3;2.9;1.5;699;73;54;92;0.5;0.8
2003;10;29;3.9;8.9;6.4;5;315;84;73;95;0.6;2.1
2003;10;30;4.5;10.9;7.7;1;577;78.5;64;93;1.2;5.2
2003;10;31;6.6;10.9;8.8;43;94;90;84;96;0.3;3
2003;11;1;3.1;10.1;6.6;1;527;92;87;97;0.3;1.9
2003;11;2;0.8;12.3;6.6;1;693;83;69;97;0.5;2.7
2003;11;3;8.4;14.9;11.6;0;599;76.5;62;91;1.3;3.2
2003;11;4;1.2;15;8.1;0;948;79;58;100;0.4;1.3
2003;11;5;4.5;11.6;8.1;0;591;90.5;81;100;0.4;1
2003;11;6;-0.5;14.2;6.8;0;959;80.5;61;100;0.3;2
2003;11;7;2.2;10.5;6.3;0;869;78.5;57;100;0.7;3.4
2003;11;8;0.1;8.4;4.2;0;554;87.5;75;100;0.3;1
2003;11;9;-1.1;9.8;4.3;0;316;91.5;83;100;0.2;0.8
2003;11;10;5;16.5;10.8;0;763;76.5;53;100;0.5;1.4
2003;11;11;1.2;5.4;3.3;0;220;100;100;100;0.1;1.2
2003;11;12;3.6;9;6.3;10.5;189;100;100;100;0.1;1.4
2003;11;13;2;11.6;6.8;0;765;80;60;100;0.1;1.5
2003;11;14;-0.7;6.8;3.1;2.5;199;100;100;100;0;1.6
2003;11;15;3.4;7.8;5.6;3;250;100;100;100;0.1;0.9
2003;11;16;5.3;9.7;7.5;14.5;193;97;94;100;0.1;1.8
2003;11;17;2.2;10.4;6.3;0;790;82.5;65;100;0;1
2003;11;18;0.9;10.5;5.7;0;488;90;80;100;0;1.6
2003;11;19;5.9;8.2;7.1;0;127;99;98;100;0;0.8
2003;11;20;5.3;8.6;7;0;257;100;100;100;0.2;1.6
2003;11;21;3.3;11.8;7.6;0;495;100;100;100;0.1;1
2003;11;22;4.6;16.2;10.4;0;435;83;66;100;0.2;1.7
2003;11;23;5.8;16.9;11.4;4;404;79.5;59;100;0.4;1.4
2003;11;24;8.9;14.8;11.9;0;320;90;80;100;0.2;1.2
2003;11;25;5;11.9;8.4;0;406;91;82;100;0;1.6
2003;11;26;3;10;6.5;22;516;83.5;67;100;0;1.7
2003;11;27;5.5;6.9;6.2;6;97;96;92;100;0;1.7
2003;11;28;4.1;5.4;4.8;0;153;87.5;75;100;0.3;2.2
2003;11;29;-1.1;6.5;2.7;0.5;648;87;74;100;0;1.3
2003;11;30;2.8;9.2;6;2;94;97.5;95;100;0;2.9
2003;12;1;6.9;10.4;8.6;5.5;150;96;92;100;0.1;1.3
2003;12;2;6.4;8.9;7.6;3;198;96;92;100;0.1;1.6
2003;12;3;5.2;11.9;8.5;0;418;90;80;100;0.2;3.2
2003;12;4;4.6;6.7;5.6;0;205;95;90;100;0.2;2.1
2003;12;5;0.2;8.6;4.4;0;576;94.5;89;100;0;1.3
2003;12;6;1.5;4.7;3.1;0;109;96;92;100;0;2
2003;12;7;-0.6;5;2.2;0;675;70;44;96;0.2;3.7
2003;12;8;-3.3;5.6;1.1;0;618;86.5;73;100;0;1.3
2003;12;9;-5.3;-1;-3.2;0;174;97;94;100;0;1
2003;12;10;-5.6;-0.2;-2.9;0;151;100;100;100;0;1
2003;12;11;-6.2;4.8;-0.7;1;407;94.5;89;100;0;1.4
2003;12;12;3.6;9.7;6.6;0;219;100;100;100;0;1.6
2003;12;13;7.2;11.6;9.4;1;189;94;88;100;0;3.2
2003;12;14;4.3;11;7.7;0.5;302;86.5;73;100;0.3;3.2
2003;12;15;1.4;6;3.7;0.5;395;88;76;100;0.1;3.5
2003;12;16;-1.1;4.3;1.6;0;402;91.5;83;100;0;1.7
2003;12;17;-3;4.3;0.7;0;596;89;78;100;0;1.2
2003;12;18;-3.1;8.2;2.5;0;471;86;72;100;0;0.9
2003;12;19;-0.7;9.9;4.6;0;319;89.5;79;100;0;1
2003;12;20;3;9.7;6.3;16;347;91.5;83;100;0;3.6
2003;12;21;4.1;8.6;6.4;3.5;386;83;66;100;0.1;4
2003;12;22;1.2;3.3;2.2;0;381;89.5;79;100;0.1;4.8
2003;12;23;-0.1;3;1.5;0;421;87;74;100;0;1.8
2003;12;24;-2.5;3.4;0.5;0.5;580;78;56;100;0;1.7
2003;12;25;-5;0.7;-2.2;0;172;90;80;100;0.1;0.8
2003;12;26;-0.9;4.6;1.8;0;485;88;76;100;0;1.6
2003;12;27;-0.6;10.4;4.9;0.5;193;90.5;81;100;0;3
2003;12;28;3.9;10;6.9;0;172;81.5;65;98;1.1;5.2
2003;12;29;-4.1;1.5;-1.3;0;492;91;82;100;0;1.6
2003;12;30;-3.5;3.6;0;0;525;89.5;79;100;0;2
2003;12;31;-0.1;3.4;1.7;0.5;356;90.5;81;100;0.1;3.6
2004;1;1;-1.2;0.9;-0.2;0;112;96.5;93;100;0;1.4
2004;1;2;-0.1;1;0.4;4;181;96.5;93;100;0.2;2.7
2004;1;3;-2.2;-1.1;-1.7;0;180;90.5;85;96;0.3;2.9
2004;1;4;-5.2;-0.5;-2.8;0;312;88;76;100;0;1.2
2004;1;5;-1;2.5;0.8;0;313;95;90;100;0;1
2004;1;6;-3.6;0.5;-1.5;0;258;100;100;100;0;0.9
2004;1;7;-2.3;-0.3;-1.3;0;193;100;100;100;0.1;0.4
2004;1;8;-1.9;7.1;2.6;3.5;140;100;100;100;0.1;1.7
2004;1;9;3.6;10.5;7.1;0;404;88.5;77;100;0;3
2004;1;10;3.5;10.7;7.1;0.5;440;91.5;83;100;0;2.2
2004;1;11;6.9;12.3;9.6;6;101;88;76;100;0.3;4.2
2004;1;12;6.5;13.7;10.1;19.5;97;87;74;100;0.7;4.6
2004;1;13;7.8;14.5;11.1;6;165;87.5;75;100;0.4;5.1
2004;1;14;4.7;7.9;6.3;2;302;86;75;97;0.4;3.8
2004;1;15;2.5;6.9;4.7;0;390;84.5;71;98;0.5;3.9
2004;1;16;2.3;6.6;4.4;15.5;72;90;80;100;0.2;4.7
2004;1;17;3.3;6.2;4.8;9;234;96.5;93;100;0.1;2.4
2004;1;18;1.6;5.2;3.4;0;446;88.5;77;100;0.6;6.4
2004;1;19;-2.7;3.5;0.4;3;413;86.5;73;100;0.1;2.8
2004;1;20;0.3;9.7;5;1.5;242;96.5;93;100;0;2.7
2004;1;21;1.2;6.2;3.7;0;340;92;84;100;0.1;1.2
2004;1;22;-2.5;2.3;-0.1;0.5;667;92;84;100;0;1
2004;1;23;-0.1;4.5;2.2;2;468;91;82;100;0.1;1.2
2004;1;24;-1.5;6.3;2.4;1;191;97;94;100;0.1;2.1
2004;1;25;0.7;5.7;3.2;0;393;92.5;85;100;0.2;1.1
2004;1;26;-0.9;6.8;3;7.5;501;90;80;100;0.2;4.2
2004;1;27;-0.3;1.5;0.6;5;210;95.5;91;100;0.2;2.9
2004;1;28;-1.4;1.8;0.2;1;304;92.5;85;100;0.1;2.5
2004;1;29;-3.2;1.8;-0.7;0;737;86.5;73;100;0.2;4.4
2004;1;30;-8.7;1.9;-3.4;0;1134;83;66;100;0;1.8
2004;1;31;-3.8;10.8;3.5;0;585;87;75;99;0;5
2004;2;1;4.7;13.9;9.3;0;755;84;68;100;0.6;3.2
2004;2;2;3;15.1;9.1;0;834;77;54;100;0.6;2.3
2004;2;3;-0.6;14.7;7;0;898;58;16;100;0.4;0.9
2004;2;4;-1.9;12.1;5.1;0;877;76.5;57;96;0.3;0.9
2004;2;5;-2.8;14.4;5.8;0;919;72.5;49;96;0.4;1.2
2004;2;6;-0.9;13.9;6.5;0;747;73.5;50;97;0.6;2.1
2004;2;7;6.1;12.1;9.1;2;707;62;43;81;1.5;3.6
2004;2;8;4.3;8.9;6.6;1;582;67.5;54;81;1.5;3.8
2004;2;9;-0.3;6.2;2.9;0;1074;60.5;40;81;0.6;1.7
2004;2;10;-4.1;7.3;1.6;0;1071;59.5;35;84;0.5;1.2
2004;2;11;-1.3;4.3;1.5;0.5;207;84.5;73;96;0.2;1.2
2004;2;12;3;8.2;5.6;0;686;76;56;96;1;2.9
2004;2;13;-0.4;9.8;4.7;0;1079;68;50;86;1;3.2
2004;2;14;-0.8;9.9;4.5;0;1122;71.5;54;89;0.7;1.6
2004;2;15;-0.5;6.4;3;0;282;76.5;64;89;0.5;1.2
2004;2;16;0.8;10.5;5.7;0;1041;63.5;46;81;1.2;2.9
2004;2;17;-3.2;9.9;3.3;0;992;71.5;54;89;0.8;1.9
2004;2;18;-2.8;5.6;1.4;0;481;71;50;92;0.8;2.8
2004;2;19;-1.8;3.3;0.8;0;378;69;50;88;1.2;4
2004;2;20;-3.1;9.2;3;0;1240;57;37;77;1.2;2.4
2004;2;21;2.1;8.5;5.3;10.5;472;71;53;89;1.4;3.1
2004;2;22;4.6;8.1;6.4;2;230;87.5;80;95;0.6;2.6
2004;2;23;-0.2;4.4;2.1;0;1087;66.5;44;89;1.7;5
2004;2;24;-6.2;4.9;-0.6;0;1309;59.5;36;83;0.8;1.4
