Year;Month;Day;Tmin;Tmax;Tmean;Rain;Radiation;Humidity;UN;UX;ETPP;Wind
1997;6;25;8.5;18.4;13.4;4;1247;78;57;99;2.3;1.9
1997;6;26;11.6;19.4;15.5;18;1260;85;71;99;2.7;2.8
1997;6;27;10.1;19.1;14.6;0;1681;78;57;99;3.4;2.6
1997;6;28;9.1;21.8;15.4;3;2241;69;42;96;4;1.5
1997;6;29;12.9;21.5;17.2;0;1204;85;73;97;2.6;1.7
1997;6;30;12.5;17.4;14.9;2.5;1048;86.5;75;98;2.5;3.3
1997;7;1;12.1;19.7;15.9;1;1585;79.5;61;98;3.2;2.2
1997;7;2;9.4;21.6;15.5;4.5;705;83;67;99;1.7;1.6
1997;7;3;12.2;18.2;15.2;1;1210;87;74;100;2.3;1.2
1997;7;4;9.8;22.1;16;1;1821;78;56;100;3.3;1.2
1997;7;5;12.4;19.5;15.9;0;937;83.5;68;99;2.3;2
1997;7;6;12.5;21.7;17.1;0.5;2221;73;50;96;4.5;2.7
1997;7;7;13.4;24.2;18.8;0;1999;75.5;54;97;4.2;2.1
1997;7;8;12.3;25.8;19;0;2378;74;51;97;4.9;2.7
1997;7;9;12.9;27.6;20.2;0;2688;69;42;96;5.5;2.5
1997;7;10;13.9;29.8;21.8;0;2413;69.5;43;96;5.1;1.5
1997;7;11;12.7;27.4;20;3.5;1860;75;50;100;3.8;1.2
1997;7;12;12.9;28.8;20.8;0;2200;74;48;100;4.5;1.3
1997;7;13;13.2;28.8;21;6.5;1917;74;49;99;4;1.1
1997;7;14;15.3;25;20.1;26;1262;86;72;100;3;1.8
1997;7;15;11.9;27;19.5;0;2285;70;40;100;4.4;1.1
1997;7;16;11.3;29.7;20.5;0;2637;69;42;96;5.1;1.3
1997;7;17;16.7;27.5;22.1;5.5;1677;72.5;51;94;4.3;2.3
1997;7;18;14;22.9;18.5;4;1687;77;56;98;3.8;2.7
1997;7;19;12.9;22.2;17.5;2;1167;83.5;68;99;2.5;1.3
1997;7;20;9.3;24.3;16.8;0;1940;74.5;49;100;3.6;1.4
1997;7;21;9.8;25.1;17.5;0;2322;70.5;45;96;4.3;1.8
1997;7;22;12.1;27.5;19.8;3.5;2431;69;43;95;4.8;1.6
1997;7;23;16.3;25.6;21;7;1330;84;68;100;2.8;0.9
1997;7;24;15.8;28.5;22.1;1;1955;76;52;100;4.1;1.3
1997;7;25;16.1;23.1;19.6;7;1016;76.5;54;99;3;2.5
1997;7;26;14.9;26;20.5;0;1912;75.5;51;100;3.9;1.3
1997;7;27;17.8;28.7;23.2;0;1507;71.5;47;96;4;1.8
1997;7;28;13.4;28.1;20.8;0;2537;71;43;99;5;1.5
1997;7;29;14.7;28.8;21.8;0;2261;67.5;41;94;4.7;1.2
1997;7;30;12.3;29.8;21;0;2142;70;44;96;4.4;1.4
1997;7;31;16.5;25;20.8;0.5;1572;67.5;39;96;4;2.1
1997;8;1;15;18.3;16.6;0;618;89.5;80;99;1.4;1
1997;8;2;15.7;23.7;19.7;0;858;86.5;76;97;2;1.2
1997;8;3;18.2;29.9;24;0;1936;75.5;53;98;4.4;1.5
1997;8;4;17.1;32.2;24.7;0;2177;75;53;97;4.9;1.5
1997;8;5;19.5;30.8;25.1;0;1784;71.5;48;95;4.4;1.6
1997;8;6;17.2;27.3;22.2;6;1484;80;60;100;3.3;1.6
1997;8;7;16.6;29.3;23;1.5;2137;75.5;52;99;4.5;1.6
1997;8;8;14.5;29.8;22.1;0;2028;77;54;100;4;1.1
1997;8;9;16.3;31;23.6;0;2273;68;40;96;5.1;1.9
1997;8;10;17.1;31.7;24.4;0;2294;64.5;41;88;5.3;1.9
1997;8;11;16.9;32.1;24.5;0;1491;72;50;94;3.8;1.5
1997;8;12;15.6;32.6;24.1;0;2007;74;49;99;4.2;0.8
1997;8;13;16.7;32.3;24.5;0;1353;73;47;99;3.4;1.1
1997;8;14;16.4;30.2;23.3;0;1581;76;53;99;3.6;1.6
1997;8;15;16;30;23;0;1989;65;40;90;4.5;1.6
1997;8;16;14.9;29.8;22.3;0;1948;67;43;91;4.2;1.4
1997;8;17;13.8;29.7;21.8;0;1789;71;46;96;3.7;1
1997;8;18;13.7;30.5;22.1;0;1926;66.5;39;94;4;1.2
1997;8;19;14.9;29.5;22.2;0;1601;68.5;43;94;3.5;1.2
1997;8;20;13.7;30.4;22;0;1798;70;43;97;3.8;1.2
1997;8;21;15.8;30;22.9;0;1589;62;39;85;3.7;1.1
1997;8;22;13.8;31.6;22.7;0;1766;62.5;35;90;4;1.4
1997;8;23;17;32.7;24.9;0;1797;63.5;40;87;4.2;1.1
1997;8;24;15.6;33.5;24.5;0;1904;65.5;38;93;4.3;1.3
1997;8;25;15.1;32;23.5;6;1900;64;35;93;4.8;2.6
1997;8;26;19;25.3;22.1;1;884;84.5;69;100;2.2;1.1
1997;8;27;13.9;25.2;19.5;22.5;1044;83.5;67;100;2.2;1.8
1997;8;28;13.9;18.2;16;12;751;87.5;75;100;1.8;3.2
1997;8;29;12.5;21.5;17;2;1326;77;57;97;2.9;2.8
1997;8;30;12.4;19.3;15.8;5.5;434;93;87;99;0.9;2.5
1997;8;31;12.8;27.9;20.4;0;1987;79.5;59;100;3.5;1.3
1997;9;1;15.8;28.2;22;1;1561;78.5;59;98;3.4;2
1997;9;2;16;17.7;16.9;0;277;93;88;98;0.8;3.3
1997;9;3;16;23.7;19.9;0;1091;83.5;68;99;2.5;1.7
1997;9;4;12.1;25.2;18.7;0;1386;82.5;65;100;2.4;0.8
1997;9;5;13;28.2;20.6;0;1709;79.5;59;100;3;0.5
1997;9;6;14.7;18.1;16.4;7;428;88;76;100;1.2;2.1
1997;9;7;7.5;22.2;14.9;0;1688;77.5;55;100;2.6;1.6
1997;9;8;10.7;23.8;17.2;0;1880;74;54;94;3.2;2.1
1997;9;9;10.9;24.2;17.5;0;1791;71;44;98;3.2;2.3
1997;9;10;10.5;20.7;15.6;0;1866;69;47;91;3.7;4
1997;9;11;7.5;26.1;16.8;0;1775;74;51;97;3;2.1
1997;9;12;11.2;25.9;18.5;11;1107;78.5;59;98;2.2;1.8
1997;9;13;13.4;18.5;15.9;1.5;1141;75.5;52;99;2.6;2.9
1997;9;14;6.1;17.3;11.7;0;1612;70.5;47;94;2.5;2.8
1997;9;15;5.9;21.2;13.6;0;1780;71.5;50;93;2.6;1.9
1997;9;16;6.1;23.5;14.8;0;1414;79.5;61;98;2;1.1
1997;9;17;9.3;25.4;17.4;0;1365;77;54;100;2.1;0.4
1997;9;18;10.1;26.4;18.2;0;1637;74.5;49;100;2.5;0.5
1997;9;19;9.9;27.2;18.5;0;1506;74.5;50;99;2.3;0.4
1997;9;20;13.2;23.1;18.1;0;1488;79;63;95;2.4;1.1
1997;9;21;10;23;16.5;0;1439;77.5;64;91;2.1;0.7
1997;9;22;9.5;24.5;17;0;1326;78.5;60;97;2.2;1.3
1997;9;23;10.2;23.7;17;0;1494;74;52;96;2.5;1.9
1997;9;24;10.6;23.5;17;0;1500;65.5;43;88;3;3
1997;9;25;9.2;23.6;16.4;0;1478;73;54;92;2.3;1.7
1997;9;26;8.5;23.7;16.1;0;1493;72.5;51;94;2.2;1.5
1997;9;27;7.2;25.2;16.2;0;1459;72.5;47;98;2.1;1
1997;9;28;6.7;24.2;15.5;0;1435;74.5;50;99;1.9;0.9
1997;9;29;7.9;25.8;16.9;0;1326;73.5;49;98;2;0.9
1997;9;30;8.8;26.3;17.5;0;1332;71;45;97;2.1;1
1997;10;1;8.6;26.6;17.6;0;1292;70;46;94;2;0.9
1997;10;2;9.4;22.3;15.8;0;1299;79;60;98;1.9;2.1
1997;10;3;8.3;20.8;14.5;0;1378;67.5;43;92;2.3;2.4
1997;10;4;5.4;21.3;13.3;0;1356;68;45;91;1.9;1.4
1997;10;5;3.8;22.3;13;0;1318;74.5;53;96;1.6;1.1
1997;10;6;6.8;24.3;15.5;2;892;79.5;62;97;1.4;2.2
1997;10;7;15.1;22.7;18.9;0.5;686;80.5;63;98;1.9;2.9
1997;10;8;12.1;23.4;17.8;0;825;79.5;61;98;1.6;2.3
1997;10;9;16.5;23.6;20;0;530;78;67;89;2.1;3.7
1997;10;10;16.6;18.7;17.7;9.5;173;89;80;98;0.8;3
1997;10;11;7.7;17.2;12.5;1.5;634;86;73;99;1;2.7
1997;10;12;10.1;14.6;12.4;1;665;80;66;94;1.4;3.9
1997;10;13;4.9;11.4;8.1;3;675;80;64;96;1;2.8
1997;10;14;3.3;11.7;7.5;1.5;613;81.5;67;96;0.8;2.5
1997;10;15;6;9.1;7.6;5.5;155;94.5;90;99;0.2;3.3
1997;10;16;7.3;14.8;11.1;0.5;507;87;74;100;0.7;1.3
1997;10;17;5.2;13.2;9.2;0;456;97;94;100;0.5;0.9
1997;10;18;4.4;21.1;12.8;0;1059;82.5;65;100;1;1.3
1997;10;19;5.2;21;13.1;0.5;998;82.5;65;100;1;1.5
1997;10;20;6.8;16.8;11.8;0;519;98;96;100;0.5;1.5
1997;10;21;10.3;15.6;13;0;520;85.5;74;97;1.3;3.1
1997;10;22;5.5;12.5;9;0;316;94;89;99;0.4;1.9
1997;10;23;9.2;12.2;10.7;0;369;89.5;84;95;1;2.7
1997;10;24;0.6;11.8;6.2;0;996;77;57;97;1.1;3.8
1997;10;25;1.1;11.7;6.4;0;1027;68.5;50;87;1.2;3
1997;10;26;1.5;13.8;7.7;0;1007;71;51;91;1;2.5
1997;10;27;3.6;13.6;8.6;0;980;74;56;92;1.4;4.1
1997;10;28;-1;7.7;3.3;0;1003;59.5;35;84;1.7;4.6
1997;10;29;-2;9.6;3.8;0;996;52;35;69;1.7;4.1
1997;10;30;-2.2;7.7;2.8;0;945;62.5;43;82;1;2.7
1997;10;31;-4.7;7.2;1.2;0;858;79.5;66;93;0.4;1.1
1997;11;1;-5.5;10.6;2.6;0;870;71.5;50;93;0.5;1
1997;11;2;-3.8;12.8;4.5;0;843;75;54;96;0.5;1
1997;11;3;-2.3;13.9;5.8;0;779;75.5;58;93;0.5;1.4
1997;11;4;4.4;9.7;7.1;11;207;90;81;99;0.4;1.3
1997;11;5;7.4;14.1;10.8;27;126;99.5;99;100;0.1;2.1
1997;11;6;10;16.7;13.4;9.5;125;91;82;100;0.2;2.8
1997;11;7;7.7;14.9;11.3;0.5;643;82.5;66;99;0.8;2.3
1997;11;8;3.1;13.4;8.2;7;460;85;71;99;0.4;2.7
1997;11;9;7.5;12.1;9.8;1;379;82.5;67;98;0.9;3.9
1997;11;10;7.5;13.3;10.4;1;455;81;66;96;1.1;3.4
1997;11;11;2.9;10.5;6.7;8.5;292;89;79;99;0.3;1.6
1997;11;12;6.8;9.4;8.1;2.5;217;94;88;100;0.4;1.4
1997;11;13;4;10.1;7.1;0;515;88;77;99;0.3;1
1997;11;14;0.4;10.2;5.3;0;497;89.5;79;100;0.2;0.8
1997;11;15;-0.8;5.9;2.5;16.5;259;99;98;100;0.1;0.9
1997;11;16;3.5;8.2;5.8;1.5;123;100;100;100;0;1.5
1997;11;17;4.6;9.5;7.1;0;261;99;98;100;0.2;1.4
1997;11;18;4.4;13.2;8.8;0;619;86.5;73;100;0.3;1.4
1997;11;19;3.1;7.3;5.2;6;127;97.5;95;100;0.1;1.4
1997;11;20;5.2;9.6;7.4;2.5;138;97;94;100;0;3
1997;11;21;5.6;12.3;8.9;0;554;85;72;98;0.3;1.6
1997;11;22;1.8;11.2;6.5;0;619;86;74;98;0;1.6
1997;11;23;2.9;5.2;4.1;0;155;91.5;83;100;0.2;1.9
1997;11;24;-0.5;3.1;1.3;0;171;93.5;90;97;0.1;0.9
1997;11;25;-0.1;9.9;4.9;0.5;291;88.5;79;98;0.2;0.9
1997;11;26;1.7;8.6;5.2;0;199;84.5;75;94;0.4;1.7
1997;11;27;1.3;6;3.7;0;234;92.5;87;98;0.1;0.8
1997;11;28;2.4;9.9;6.1;6;151;99;98;100;0;1.7
1997;11;29;7.3;12.6;10;0;336;87.5;75;100;0.5;2.5
1997;11;30;4.2;9.3;6.8;1;142;92;85;99;0.1;2.1
1997;12;1;1.9;8.3;5.1;1.5;444;82;69;95;0.1;2
1997;12;2;-0.4;7.4;3.5;5;125;90;81;99;0.6;3.1
1997;12;3;-0.4;1.2;0.4;0;235;91;87;95;0.3;4.1
1997;12;4;-0.3;1.5;0.6;0;133;89;85;93;0.2;2.9
1997;12;5;-1.2;3.1;0.9;0;474;88.5;83;94;0;3.3
1997;12;6;-2.8;3.1;0.1;0;571;82;68;96;0;1.3
1997;12;7;-5.6;-1.5;-3.5;0;138;96.5;95;98;0;0.8
1997;12;8;-3;6.3;1.7;1;442;90.5;81;100;0;1
1997;12;9;-0.9;10.3;4.7;0;398;89.5;80;99;0;1.9
1997;12;10;5.3;8;6.7;4.5;108;94.5;90;99;0.2;3.8
1997;12;11;6.7;13.4;10;2;79;88.5;77;100;0;3.8
1997;12;12;7.2;9;8.1;0;210;83;76;90;0.6;3.8
1997;12;13;3.7;7.7;5.7;0.5;339;85;75;95;0.3;2.6
1997;12;14;-1.2;3.7;1.2;1;218;97.5;95;100;0.1;1.6
1997;12;15;0.6;3.3;2;0;151;88.5;77;100;0.4;3.8
1997;12;16;-1.5;2.4;0.5;0;435;77.5;69;86;0.4;3.7
1997;12;17;-1.8;2.5;0.4;7.5;87;89.5;81;98;0.1;2
1997;12;18;0.5;9;4.8;28.5;76;95.5;91;100;0;0.9
1997;12;19;5;9.3;7.2;10.5;129;99.5;99;100;0;1.8
1997;12;20;4;8.1;6.1;2.5;84;100;100;100;0;1
1997;12;21;4;8.8;6.4;0;213;96;92;100;0.2;2.1
1997;12;22;4.4;6.2;5.3;0;126;91.5;85;98;0.2;0.8
1997;12;23;-0.3;7.4;3.5;0;197;95;90;100;0;1.5
1997;12;24;5.5;10.3;7.9;1;200;93.5;89;98;0.2;2.8
1997;12;25;7.2;12.7;9.9;1;332;83.5;69;98;0.2;3.6
1997;12;26;7.2;11.2;9.2;5.5;387;83;70;96;0.5;3.8
1997;12;27;1.9;8.3;5.1;0.5;179;91.5;84;99;0.2;1.8
1997;12;28;1.9;8.2;5;0;473;84;70;98;0;1.4
1997;12;29;-2.6;0.3;-1.1;0.5;161;98.5;97;100;0.1;0.7
1997;12;30;-1.5;7.7;3.1;0;289;95;90;100;0;1.5
1997;12;31;5.2;11;8.1;1;246;91;84;98;0.2;1.9
1998;1;1;5.9;8.9;7.4;6;93;97;95;99;0.1;1.5
1998;1;2;5.1;10.2;7.6;10;93;88;79;97;0.5;4.9
1998;1;3;6;12.1;9.1;8;109;83;68;98;1;4.8
1998;1;4;4.1;9.1;6.6;7;421;81.5;68;95;0.4;4.2
1998;1;5;4.1;10;7.1;9.5;365;77.5;59;96;0.9;5.6
1998;1;6;5.7;9.2;7.4;1.5;129;85;71;99;0.4;3.5
1998;1;7;6;12.3;9.1;0;363;86;74;98;0.4;2.7
1998;1;8;3.1;12.6;7.9;0;545;83.5;69;98;0;1.7
1998;1;9;-0.3;12.5;6.1;0;541;84.5;69;100;0;0.6
1998;1;10;-2.1;9.8;3.9;0;576;89.5;79;100;0;0.6
1998;1;11;-1.8;12.2;5.2;0;586;85.5;71;100;0;0.9
1998;1;12;-0.2;11.7;5.8;0;458;88.5;77;100;0;0.8
1998;1;13;0;12;6;0.5;165;84;69;99;0.3;2.5
1998;1;14;4.8;9.2;7;0;175;87.5;77;98;0.5;2.1
1998;1;15;-3.1;5.7;1.3;4;161;94.5;90;99;0;2.4
1998;1;16;4.8;7.8;6.3;7;125;93;86;100;0.2;4.3
1998;1;17;0.4;8.6;4.5;0;516;83;68;98;0.1;0.8
1998;1;18;-2.5;8.1;2.8;18;137;89.5;80;99;0.1;3.7
1998;1;19;5.5;7.2;6.3;8.5;174;89;80;98;0.6;4.3
1998;1;20;0.7;3.9;2.3;0;244;88.5;81;96;0.6;5.8
1998;1;21;1.1;4.8;3;0;375;82.5;75;90;0.6;3.9
1998;1;22;-2.1;1;-0.5;0;241;82.5;74;91;0.5;3.4
1998;1;23;-0.4;4.7;2.1;0;619;78;68;88;0.4;2.9
1998;1;24;0.7;1.6;1.1;0;113;86;79;93;0.4;3.6
1998;1;25;-0.3;2.2;1;0;277;83.5;72;95;0.6;3.4
1998;1;26;-2.9;2.2;-0.4;0;557;78.5;70;87;0.4;2.5
1998;1;27;-3.6;-0.3;-1.9;0;217;86;81;91;0.4;1.7
1998;1;28;-6.8;-1.5;-4.2;0;353;94.5;91;98;0.1;0.9
1998;1;29;-5;2.1;-1.5;0;490;92;85;99;0.1;2.5
1998;1;30;-4.1;-1.7;-2.9;0;124;92.5;88;97;0;1.1
1998;1;31;-5.4;4.9;-0.2;0;708;80.5;65;96;0.3;3.4
1998;2;1;-5.3;-1.4;-3.4;0;221;88;83;93;0.2;1.5
1998;2;2;-3;-1.5;-2.2;0;129;92.5;88;97;0.1;1.2
1998;2;3;-6.7;3.9;-1.4;0;788;78;64;92;0.5;3.5
1998;2;4;-4.9;5.5;0.3;0;845;73;51;95;0.5;2
1998;2;5;-10.4;6.7;-1.8;0;877;71.5;46;97;0.3;1.3
1998;2;6;-8.8;1;-3.9;0;614;91;84;98;0.1;1.6
1998;2;7;-4.4;1.6;-1.4;1;262;92.5;87;98;0.2;1.8
1998;2;8;-3.8;4.2;0.2;0;673;98;97;99;0.2;1
1998;2;9;-5.4;4.6;-0.4;0;480;98.5;97;100;0.3;1
1998;2;10;-5.1;11.8;3.4;0;920;79.5;60;99;0.4;0.9
1998;2;11;-4.2;13.5;4.7;0;957;72.5;47;98;0.5;1
1998;2;12;-3.8;14.8;5.5;0;933;74;51;97;0.5;0.7
1998;2;13;-2.1;16.5;7.2;0;950;73;50;96;0.6;1
1998;2;14;1;15.4;8.2;0;930;80.5;63;98;0.6;1.1
1998;2;15;-2;17.1;7.6;0;938;80;61;99;0.6;1.3
1998;2;16;-1.5;14.9;6.7;0;464;83;66;100;0.6;2.2
1998;2;17;6.4;11.6;9;0;647;75;58;92;1.3;2.5
1998;2;18;0.6;4.4;2.5;0.5;378;95.5;92;99;0.4;1.5
1998;2;19;-1.5;15.3;6.9;0;934;81;62;100;0.7;1.1
1998;2;20;-1.4;15;6.8;0;879;77.5;56;99;0.7;1.2
1998;2;21;2.6;17.4;10;12;774;74.5;50;99;1.3;3.4
1998;2;22;5.7;8.8;7.2;4.5;291;89;78;100;0.5;2.3
1998;2;23;2.8;8;5.4;0;675;84;77;91;1.2;5
1998;2;24;1.2;12.3;6.8;0;1083;77;61;93;1;3.5
1998;2;25;4.2;13.4;8.8;0;772;87;77;97;1;3.7
1998;2;26;2.9;14.5;8.7;0;1127;82;65;99;1;1.4
1998;2;27;1.6;11.2;6.4;0;244;84.5;72;97;0.2;1.4
1998;2;28;6.5;10.2;8.4;0.5;497;82.5;69;96;1.2;3.4
1998;3;1;1.6;10.6;6.1;0;1185;68;44;92;1.3;2.4
1998;3;2;3.7;11.2;7.4;0;621;76;59;93;1.2;2.3
1998;3;3;0.7;14.3;7.5;0;497;75;57;93;1.3;3.5
1998;3;4;9.8;16.1;13;2;695;74;62;86;2.5;6
1998;3;5;6.6;13.1;9.9;0;1249;62;34;90;2.5;4
1998;3;6;2.1;14.4;8.2;0;668;68.5;52;85;1.6;3.3
1998;3;7;7.5;12.1;9.8;2.5;383;79;64;94;1.3;4.2
1998;3;8;6.5;9.9;8.2;4.5;356;85;74;96;0.8;2.4
1998;3;9;2.7;7.4;5.1;0;1135;62.5;31;94;2;4
1998;3;10;-3.6;9.2;2.8;0;1413;61.5;33;90;1.3;1.2
1998;3;11;0.3;5.5;2.9;9.5;312;87.5;76;99;0.5;1.6
1998;3;12;2.1;5;3.5;2;211;86;78;94;0.6;4.3
1998;3;13;-1.3;9.4;4;0;1478;74;54;94;1.3;1.8
1998;3;14;2.8;9.6;6.2;0;441;83;73;93;0.8;1.8
1998;3;15;6.8;10.7;8.8;0;423;79.5;69;90;1.4;3.6
1998;3;16;5.4;11.8;8.6;0;677;86;78;94;1.2;3.3
1998;3;17;6.6;11.1;8.9;0;676;79.5;65;94;1.6;3.1
1998;3;18;6.1;15.1;10.6;0;1491;71.5;56;87;2.5;3.7
1998;3;19;3.5;12.4;7.9;0;1582;65;39;91;2.4;3.4
1998;3;20;0.2;11.5;5.8;0;1637;62.5;42;83;2.2;3.7
1998;3;21;6.6;13.4;10;0;1197;66;38;94;2.8;3.9
1998;3;22;-0.7;11.7;5.5;0;1726;54;33;75;2.7;3.5
1998;3;23;-0.1;9.1;4.5;0.5;434;79;65;93;1.1;3
1998;3;24;-1.9;8.4;3.2;0;1443;72.5;56;89;1.9;3.2
1998;3;25;-3.3;11.5;4.1;0;1704;56.5;26;87;2.2;2.6
1998;3;26;-5.1;13.5;4.2;0;1648;58.5;30;87;1.8;1.2
1998;3;27;6.4;16.3;11.3;0;1129;71;53;89;1.9;1.1
1998;3;28;1.1;18.3;9.7;0;1222;73;50;96;1.8;2.1
1998;3;29;3.7;21.6;12.7;0;1730;65;39;91;3;2.9
1998;3;30;4.9;20.9;12.9;0;1651;62.5;33;92;2.7;1.8
1998;3;31;2.8;22;12.4;0;1671;64;35;93;2.5;1.6
1998;4;1;9.3;16.5;12.9;0;571;81;66;96;1.6;2.2
1998;4;2;8.5;13.2;10.9;9.5;773;90.5;82;99;1.3;3.2
1998;4;3;8.9;20.4;14.6;8.5;1182;78.5;60;97;2.7;4.8
1998;4;4;5.5;13.6;9.6;0.5;1205;83.5;70;97;2.2;4.5
1998;4;5;2.2;14;8.1;1.5;1015;79;59;99;1.6;2.6
1998;4;6;4.5;14.2;9.4;6.5;1266;77;57;97;2;3
1998;4;7;7.6;12.7;10.1;6.5;969;79.5;60;99;2;3.7
1998;4;8;6;14.2;10.1;0;1373;74.5;53;96;2.4;2.9
1998;4;9;2.3;14.2;8.2;5;1261;77.5;57;98;1.9;3
1998;4;10;4.5;8.6;6.6;1;606;88.5;78;99;1.1;2.4
1998;4;11;1.7;10.4;6;0;1001;75;54;96;1.6;2.4
1998;4;12;3.6;8.6;6.1;8;870;85;75;95;1.5;2.6
1998;4;13;2;7.6;4.8;0.5;1106;76.5;57;96;1.6;2.1
1998;4;14;-1.5;10;4.2;4.5;1864;72.5;47;98;2.2;2.6
1998;4;15;1.6;11.5;6.6;9.5;559;82;67;97;1.1;3
1998;4;16;-0.2;11.1;5.5;2;1719;73;51;95;2.1;2.6
1998;4;17;5.8;10;7.9;5.5;1127;81;66;96;1.9;2.4
1998;4;18;3.4;8.3;5.9;0.5;384;85;73;97;0.9;2.6
1998;4;19;3;12.1;7.6;0;1461;81.5;66;97;2.2;2.6
1998;4;20;1.9;15.3;8.6;3.5;1298;77;55;99;1.8;2.4
1998;4;21;8.4;19.6;14;0;1731;75;50;100;2.9;1.6
1998;4;22;4.1;23.1;13.6;0;2176;71.5;45;98;3.2;1.3
1998;4;23;5.1;21.9;13.5;0;1848;74;49;99;3;1.8
1998;4;24;9.2;17.5;13.4;0;1621;74;54;94;3.1;2.6
1998;4;25;6.9;18.7;12.8;14;997;82.5;66;99;1.7;1.6
1998;4;26;10.1;13.9;12;27.5;279;98;96;100;0.4;1.6
1998;4;27;6.9;9.5;8.2;12.5;465;94;89;99;0.8;2.8
1998;4;28;6;15.2;10.6;1.5;1252;79.5;60;99;2.2;1.4
1998;4;29;1.5;16.1;8.8;0;1762;76.5;54;99;2.3;1.6
1998;4;30;7.8;21.2;14.5;3;2199;70.5;47;94;3.7;2.2
1998;5;1;10.3;14;12.1;9.5;624;92.5;86;99;1.2;1.4
1998;5;2;10.3;13.3;11.8;0.5;585;89.5;80;99;1.3;1.7
1998;5;3;9.4;16.5;12.9;0;1048;86.5;74;99;2.3;3.3
1998;5;4;8.8;14.6;11.7;0;1425;72;53;91;3.3;5
1998;5;5;4.1;16.5;10.3;0.5;1841;70.5;46;95;2.9;2.2
1998;5;6;9.3;14.6;12;0;997;80.5;64;97;2.1;2.2
1998;5;7;7.8;20.1;14;0;2265;74;50;98;3.7;1.6
1998;5;8;5.2;24.6;14.9;0;2419;67;35;99;4.3;2.8
1998;5;9;7.2;26.2;16.7;0;2353;69;39;99;4.2;1.6
1998;5;10;7.9;26.8;17.4;0;2419;69;40;98;4.2;1.1
1998;5;11;9.6;27.7;18.7;0;2383;70.5;41;100;4.3;1.2
1998;5;12;10.7;29.4;20;0;2351;67.5;35;100;4.5;0.9
1998;5;13;11.5;29.1;20.3;0.5;2303;73;48;98;4.3;0.8
1998;5;14;13.6;28.4;21;0;1801;75.5;51;100;3.9;1.7
1998;5;15;13.6;25.7;19.7;0;2587;61.5;33;90;5.9;3.2
1998;5;16;10.8;21.8;16.3;0;2586;58.5;39;78;5.5;3.7
1998;5;17;9;22.9;15.9;0;2494;60;38;82;5.1;3.2
1998;5;18;8.7;23;15.9;0;2579;62.5;38;87;5.1;3
1998;5;19;9.5;24.2;16.9;0;2555;59.5;37;82;5.3;3.1
1998;5;20;9.6;25.5;17.5;0;2437;57.5;33;82;5;2.3
1998;5;21;9.5;24.3;16.9;0;2161;64.5;39;90;4.4;2.6
1998;5;22;9.4;18.3;13.8;0;2503;67.5;46;89;4.8;3.4
1998;5;23;5.6;18.4;12;0;2591;64;43;85;4.6;3.2
1998;5;24;5.1;20.4;12.8;0;2162;70;47;93;3.8;2.4
1998;5;25;7.7;20.3;14;1.5;1695;75.5;53;98;3;1.2
1998;5;26;9.5;20.5;15;3;1315;76;53;99;2.7;1.6
1998;5;27;10.6;20.6;15.6;4;1554;76.5;54;99;3.1;2.1
1998;5;28;12;17.5;14.8;8;688;89;78;100;1.5;1.6
1998;5;29;10.7;20.5;15.6;0;1819;79.5;59;100;3.3;1.1
1998;5;30;9.1;23;16;0;2053;77;55;99;3.7;2.1
1998;5;31;12;15.7;13.9;19;721;91.5;83;100;1.5;1.4
1998;6;1;7.3;22.2;14.8;0;1834;79;58;100;3.1;1.2
1998;6;2;13.8;23.4;18.6;6;1485;78.5;58;99;3.5;2.3
1998;6;3;10.4;24.4;17.4;0;2478;75.5;51;100;4.2;0.6
1998;6;4;11.6;26.6;19.1;0;2440;75;53;97;4.3;0.2
1998;6;5;14.6;29.9;22.2;0;1883;77;56;98;3.9;0.7
1998;6;6;15.8;27.6;21.7;1;1477;77.5;55;100;3.4;1.5
1998;6;7;15.1;19.9;17.5;10;993;80;60;100;2.4;2
1998;6;8;11.2;22;16.6;0;2137;72.5;47;98;4;1.4
1998;6;9;10.3;24.1;17.2;12.5;1802;81;63;99;3.4;1.6
1998;6;10;16;21.6;18.8;7.5;1478;75.5;51;100;3.4;2
1998;6;11;10.7;17;13.9;0;2002;79;60;98;3.8;2.7
1998;6;12;8;16.8;12.4;0;1518;72.5;48;97;3.2;3
1998;6;13;4.8;18.7;11.8;1;1634;76;52;100;2.6;1.2
1998;6;14;11.4;19.4;15.4;0;2024;80.5;63;98;3.8;2.7
1998;6;15;10.5;18.9;14.7;0.5;1834;79.5;61;98;3.4;2.2
1998;6;16;9.6;18.5;14.1;0;1890;73.5;49;98;3.5;1.9
1998;6;17;6.9;22.4;14.6;0;2237;68.5;37;100;3.8;0.9
1998;6;18;5.5;23;14.2;0;2172;75;50;100;3.5;0.9
1998;6;19;8.9;27.1;18;0;2654;72;45;99;4.7;1.2
1998;6;20;11.5;30.6;21;0;2621;71;45;97;5.1;0.8
1998;6;21;13.8;30.7;22.2;0;2572;62.5;38;87;5.7;2
1998;6;22;16.8;26.8;21.8;0;2266;69;46;92;5.2;2
1998;6;23;11.1;25.8;18.5;0;2370;66.5;38;95;4.7;1.6
1998;6;24;10.9;27.3;19.1;0;2584;70.5;46;95;4.9;1.4
1998;6;25;12.3;26.2;19.2;0;1336;75.5;53;98;3;1.3
1998;6;26;15.5;23;19.2;0;1136;79.5;61;98;2.7;1.4
