Year	Month	Day	Tmin	Tmax	Radiation	Rain	Humidity	Wind	UN	UX	-CO2	ETPP
2006	3	11	0.1	5.6	336	0.5	79	3.8	64	94	-999	0.9
2006	3	12	-4	0.6	1409	0	55.5	4.3	41	70	-999	1.8
2006	3	13	-5.6	3.9	1767	0	61.5	3	47	76	-999	1.6
2006	3	14	-4.7	7.8	1811	0	60	2.6	41	79	-999	1.8
2006	3	15	-3.4	8.8	1787	0	62	2.5	44	80	-999	1.7
2006	3	16	-2.2	7.5	1590	0	68	3.3	52	84	-999	1.8
2006	3	17	-3.3	10.2	1676	0	63.5	2.7	46	81	-999	1.9
2006	3	18	-2.2	11.5	1591	0	60.5	3	41	80	-999	2.1
2006	3	19	2.6	11	756	0	65.5	1.4	47	84	-999	1.6
2006	3	20	0.7	15.9	1059	0	68.5	2	51	86	-999	1.6
2006	3	21	5	14	796	14	80	1.4	64	96	-999	1.3
2006	3	22	4.8	9.2	327	6	95.5	1.3	93	98	-999	0.4
2006	3	23	4.1	9.1	554	4	89	1.5	81	97	-999	0.9
2006	3	24	3.9	15.2	933	17	84	3.5	70	98	-999	1.4
2006	3	25	8.6	13.7	627	2	81	3.7	66	96	-999	1.3
2006	3	26	10.3	22	1645	0	73	3.3	50	96	-999	3.2
2006	3	27	13	19.8	1021	4	69	3.4	54	84	-999	3.1
2006	3	28	7.4	12.2	841	3	75	3	62	88	-999	1.8
2006	3	29	5.1	13.2	1126	5	76.5	2.7	60	93	-999	1.8
2006	3	30	6.2	14.1	349	8.5	87	4.5	79	95	-999	0.8
2006	3	31	9.2	17.7	1630	0	68	2.8	44	92	-999	3
2006	4	1	4.2	16.7	1023	3.5	76	1.7	56	96	-999	1.7
2006	4	2	3.1	15.2	865	0	79.5	2.4	61	98	-999	1.4
2006	4	3	4.7	14.2	1689	0	68	2.5	46	90	-999	2.6
2006	4	4	-0.7	15.3	2027	10.5	66	1.6	37	95	-999	2.4
2006	4	5	1.7	5.8	499	9	75.5	3.9	59	92	-999	1.1
2006	4	6	-0.7	10.6	2296	0	65	2.5	40	90	-999	2.7
2006	4	7	-1.1	14.5	2299	0	60.5	1.2	35	86	-999	2.6
2006	4	8	-2	16.8	2132	0.5	61.5	1.7	30	93	-999	2.6
2006	4	9	6.3	10.4	530	15	74	1.4	56	92	-999	1.3
2006	4	10	4.3	5.6	392	8	83.5	4.1	77	90	-999	1
2006	4	11	0.9	9.5	2060	0	61.5	2.6	38	85	-999	2.5
2006	4	12	3.8	12.2	1038	1.5	73	2	56	90	-999	1.9
2006	4	13	2.1	10.9	434	0	80	1.8	67	93	-999	0.8
2006	4	14	8.9	17.2	1638	0	69	1.5	50	88	-999	2.8
2006	4	15	5.3	16.4	553	2.5	73	2.9	54	92	-999	1.6
2006	4	16	9.8	16.6	1142	0.5	76	2.6	60	92	-999	2.5
2006	4	17	5	16.8	1190	4.5	79	1.1	60	98	-999	1.9
2006	4	18	6.7	15.6	2107	0	66	2.2	44	88	-999	3.3
2006	4	19	2	18.9	2394	0	64	1.2	38	90	-999	3.2
2006	4	20	5.7	19.7	2460	0	63	1.1	40	86	-999	3.5
2006	4	21	4.2	22.7	2478	0	62	1.3	32	92	-999	3.6
2006	4	22	7.3	22.8	2226	0	61	1.3	30	92	-999	3.6
2006	4	23	7.1	22.3	1980	0	64.5	1.1	40	89	-999	3.3
2006	4	24	6.8	22.2	1777	3	67.5	1.4	40	95	-999	3.1
2006	4	25	11.8	21	1639	0	78.5	1.4	58	99	-999	3
2006	4	26	9.3	19.7	1053	3	75	1.4	57	93	-999	2.2
2006	4	27	11.6	19.1	1367	0	73.5	2.8	54	93	-999	3.1
2006	4	28	9.2	15.7	1067	0	64	3.7	50	78	-999	3.1
2006	4	29	3.6	12.5	2615	0	58	3.3	35	81	-999	4.1
2006	4	30	-1.3	13.8	2016	0	62	1.4	35	89	-999	2.7
2006	5	1	2.3	16.3	1492	0	68	1.7	46	90	-999	2.4
2006	5	2	5	22.6	2471	0	65.5	2.1	40	91	-999	4
2006	5	3	8.7	24.2	2161	0	62	1.6	36	88	-999	4
2006	5	4	9.3	27.5	2506	0	62	0.9	34	90	-999	4.4
2006	5	5	9.9	23.7	1434	48	77	1.5	55	99	-999	2.9
2006	5	6	11	20.8	1521	8	82.5	1.1	65	100	-999	2.7
2006	5	7	13	20.6	1512	0	80.5	1.3	61	100	-999	2.9
2006	5	8	10	17.3	959	22.5	82	2	66	98	-999	2.1
2006	5	9	8.1	12.6	698	0	83	1.8	70	96	-999	1.6
2006	5	10	6.6	13	1006	2	82.5	0.8	68	97	-999	1.6
2006	5	11	7.1	22.1	2325	0	72	1.2	48	96	-999	3.7
2006	5	12	7.2	21.8	2223	3.5	72.5	2.5	47	98	-999	3.9
2006	5	13	10.7	19.5	1476	6	80.5	1.9	62	99	-999	2.8
2006	5	14	10.7	21.5	2341	0	75.5	1	51	100	-999	3.9
2006	5	15	9.7	24.2	1942	0	75	1.8	55	95	-999	3.6
2006	5	16	13.3	20.1	991	12	85	1.6	73	97	-999	2.1
2006	5	17	10.7	23.3	1894	9	84	0.8	68	100	-999	3.2
2006	5	18	14.9	18	384	10	91	1.9	82	100	-999	1
2006	5	19	11.4	18.5	1956	0	73.5	2.8	49	98	-999	4.1
2006	5	20	11.4	17.7	1224	4.5	74.5	3.4	58	91	-999	3.2
2006	5	21	10.7	21.8	2383	0	70	3.1	51	89	-999	4.7
2006	5	22	10.9	17.6	568	4.5	79.5	2.3	64	95	-999	1.7
2006	5	23	5.7	18.4	2295	2.5	67.5	1.6	43	92	-999	3.7
2006	5	24	3.6	17.8	2227	0	68	1.1	38	98	-999	3.3
2006	5	25	7.1	17.1	1114	0	77.5	2.5	63	92	-999	2.4
2006	5	26	10.9	19.9	1348	0	83.5	2.2	71	96	-999	2.6
2006	5	27	16	23.2	2129	0	77	2	64	90	-999	4.4
2006	5	28	14.7	20.3	1198	0.5	82.5	1.9	73	92	-999	2.7
2006	5	29	10.6	15.7	1503	7	81	2	64	98	-999	2.8
2006	5	30	4.3	13.4	1929	1.5	72.5	2.5	51	94	-999	3.1
2006	5	31	3	14.7	2119	0	69.5	2.4	48	91	-999	3.3
2006	6	1	5.9	12.2	1348	2.5	74	2.2	54	94	-999	2.4
2006	6	2	4.1	15.4	1950	0.5	75	2.3	55	95	-999	3.1
2006	6	3	4.5	19.5	3092	0	66	2.5	39	93	-999	4.8
2006	6	4	8.2	20	2728	0	69.5	2.2	46	93	-999	4.6
2006	6	5	8.7	20.8	2416	0.5	73.5	1.7	51	96	-999	4.1
2006	6	6	8.6	20.4	2778	0	70	2	42	98	-999	4.8
2006	6	7	6.6	21.2	3043	0	61	2.1	38	84	-999	5.1
2006	6	8	7.5	23.7	3141	0	57	1.9	29	85	-999	5.5
2006	6	9	7.6	25.4	3063	0	59.5	1.6	34	85	-999	5.4
2006	6	10	8.2	27.6	3016	0	62.5	1.3	36	89	-999	5.4
2006	6	11	11.3	28.7	3115	0	59	1.9	32	86	-999	6.2
2006	6	12	10.1	28.1	3034	0	66	1.7	39	93	-999	5.7
2006	6	13	11.5	29.5	3039	0	65	1.3	36	94	-999	5.8
2006	6	14	11.8	30.1	2921	0	67	1.2	38	96	-999	5.6
2006	6	15	12.8	29.6	2797	0	65.5	1.5	34	97	-999	5.7
2006	6	16	14.4	26.9	2091	0	78	1.7	57	99	-999	4.4
2006	6	17	14.3	30.1	2578	0	66.5	1.5	44	89	-999	5.5
2006	6	18	13.8	30.2	2909	1.5	72	1.8	44	100	-999	6
2006	6	19	16.2	29.7	2549	0.5	71.5	1.7	47	96	-999	5.6
2006	6	20	15.6	28.1	1937	7	76.5	1	54	99	-999	4.1
2006	6	21	16.6	27.1	2610	0	70	1.9	44	96	-999	5.6
2006	6	22	16.5	22.9	1434	0	70.5	1.5	51	90	-999	3.6
2006	6	23	8.7	25.4	3068	0	66.5	1.4	39	94	-999	5.3
2006	6	24	12.1	30.5	2809	0	64	1.4	42	86	-999	5.6
2006	6	25	17.9	30.7	2282	2	69.5	2.1	43	96	-999	5.5
2006	6	26	16.4	26.9	2580	12	70	1.6	43	97	-999	5.5
2006	6	27	14.3	28.8	2681	0	72.5	1.4	47	98	-999	5.4
2006	6	28	15.1	28.7	2522	19	73	1.2	46	100	-999	5.1
2006	6	29	15.1	29.8	2849	0	68	1.6	36	100	-999	6
2006	6	30	13	29.9	2993	0	64.5	1.4	36	93	-999	5.9
2006	7	1	15.8	30.1	3071	0	60	2.2	33	87	-999	6.7
2006	7	2	15.2	31	3055	0	58.5	1.6	33	84	-999	6.5
2006	7	3	16.1	32.5	2835	0	64	1.3	39	89	-999	6.2
2006	7	4	16.9	33.7	2814	0	62	1.3	33	91	-999	6.3
2006	7	5	18.8	30.1	1911	8	65.5	2.2	39	92	-999	5.2
2006	7	6	16.5	22.1	1187	0.5	84.5	1.5	69	100	-999	2.7
2006	7	7	13.5	23.9	1439	27.5	81.5	1.2	63	100	-999	2.8
2006	7	8	14.9	27.6	2318	0	73	1.1	46	100	-999	4.7
2006	7	9	13.8	27.4	1419	0	74	1.3	48	100	-999	3.3
2006	7	10	14.3	30.6	2914	0	68.5	1.1	39	98	-999	5.8
2006	7	11	15.7	34.2	2904	0	64	1.9	33	95	-999	6.6
2006	7	12	19.4	33.1	2475	0	63	2.3	39	87	-999	6.4
2006	7	13	18.8	32.1	1788	0	63.5	1.9	39	88	-999	4.9
2006	7	14	19.5	32.4	2688	0	64.5	3	43	86	-999	6.9
2006	7	15	18.3	31.9	2827	0	56.5	3.1	37	76	-999	7.1
2006	7	16	17.2	32.1	2977	0	52.5	2.3	28	77	-999	7
2006	7	17	17.8	32.4	2975	0	46	2.2	25	67	-999	7.1
2006	7	18	16.3	33.7	2903	0	50.5	1.7	26	75	-999	6.6
2006	7	19	16.1	34.7	2730	0	57	2.1	30	84	-999	6.5
2006	7	20	18.8	33.9	2702	0	57.5	1.9	33	82	-999	6.6
2006	7	21	18.1	36	2740	0	57.5	1.2	30	85	-999	6.4
2006	7	22	20.6	32.5	2282	0	54.5	2.8	31	78	-999	6.5
2006	7	23	17.5	32.6	2408	0	64	1.4	35	93	-999	5.6
2006	7	24	19.3	34	2759	0	51.5	2.4	30	73	-999	7
2006	7	25	21.1	35.7	2476	0	57.5	1.5	33	82	-999	6.3
2006	7	26	17.8	35	1936	0	58.5	1.3	30	87	-999	5
2006	7	27	21.2	34.1	2394	4	60.5	3.1	35	86	-999	7
2006	7	28	18.1	29.6	2220	0	70	2.2	45	95	-999	5.3
2006	7	29	17	30.1	2105	1	70	1.2	45	95	-999	4.6
2006	7	30	16.1	30.6	1907	0	69	1.3	40	98	-999	4.4
2006	7	31	17	24.2	886	4.5	79.5	1.5	64	95	-999	2.4
2006	8	1	15.9	25.7	1756	0.5	68.5	3	41	96	-999	4.6
2006	8	2	14.5	23.2	1579	4	71.5	2.8	47	96	-999	3.9
2006	8	3	14.2	21.7	1830	10	76	3	54	98	-999	3.9
2006	8	4	14.2	21.7	1231	0	78	5.2	58	98	-999	3.6
2006	8	5	15.9	21.2	1337	0	73.5	3.7	59	88	-999	3.7
2006	8	6	12	24.3	1679	0	71	2.8	45	97	-999	3.7
2006	8	7	10.8	27.3	2339	0	66.5	2.1	35	98	-999	4.7
2006	8	8	15.1	26.2	1856	0.5	65.5	4.5	49	82	-999	5.1
2006	8	9	12.8	24.2	2298	0	59	2.6	38	80	-999	4.9
2006	8	10	14.2	23.3	1449	0	64	2.3	38	90	-999	3.8
2006	8	11	13.9	20.2	886	0	67	2.3	51	83	-999	2.8
2006	8	12	10.4	20	1058	10.5	73	1.8	52	94	-999	2.5
2006	8	13	12.3	18.5	914	1.5	79	3.3	61	97	-999	2.4
2006	8	14	11.8	20.7	1226	2	73.5	2.3	55	92	-999	2.8
2006	8	15	9.9	24.2	2437	4.5	67	2.1	39	95	-999	4.3
2006	8	16	14.7	24.1	1871	1.5	75.5	2.4	52	99	-999	3.9
2006	8	17	15.1	26.5	1654	17	77	2.7	55	99	-999	3.8
2006	8	18	13.1	25	2326	0	69.5	3.1	43	96	-999	4.7
2006	8	19	11.3	22.3	1336	3	77	2	56	98	-999	2.6
2006	8	20	12.7	22.5	1675	0.5	76	2.6	52	100	-999	3.3
2006	8	21	13	22.6	1898	0	69	2.6	47	91	-999	3.8
2006	8	22	14	25.2	1634	0	69	1.8	43	95	-999	3.6
2006	8	23	11.3	25.6	2367	0	66	1.3	42	90	-999	4.1
2006	8	24	11.7	23.3	1780	0	67	2.8	38	96	-999	3.9
2006	8	25	8.7	22.6	1850	0	65.5	1.8	39	92	-999	3.4
2006	8	26	6.2	23.1	1497	5	71.5	2.5	48	95	-999	2.6
2006	8	27	14.3	21.7	1568	0	73	2.3	53	93	-999	3.4
2006	8	28	11.3	16.6	454	10	85.5	2.3	78	93	-999	1
2006	8	29	10.8	15.8	572	5.5	83	1.4	72	94	-999	1.4
2006	8	30	7.7	20.4	1825	0	73.5	1.6	49	98	-999	2.9
2006	8	31	6.4	23.1	2274	0	71.5	1.1	44	99	-999	3.2
2006	9	1	8.2	25.3	2274	0	69	1.5	43	95	-999	3.6
2006	9	2	13.5	25.1	1496	0	70	2.1	52	88	-999	3.2
2006	9	3	17.4	28.4	1305	0	72.5	2.6	57	88	-999	3.4
2006	9	4	20.7	25.6	823	0	76.5	1.6	62	91	-999	2.5
2006	9	5	16.5	29.2	2156	0	69.5	2.6	45	94	-999	4.6
2006	9	6	17.2	28.2	1772	0	75.5	1.7	58	93	-999	3.7
2006	9	7	14.1	29.9	1547	0	75.5	2.6	52	99	-999	3.6
2006	9	8	12.9	23.7	2068	0	60	4.5	39	81	-999	4.9
2006	9	9	10.1	26.5	2094	0	66	1.8	48	84	-999	3.6
2006	9	10	11.6	29.1	1551	0	68	1.7	43	93	-999	3.2
2006	9	11	13.4	29.1	1854	0	68	1.7	44	92	-999	3.6
2006	9	12	11.3	28.7	1912	0	67	1.8	39	95	-999	3.6
2006	9	13	11.6	28.5	1631	6.5	67	1.3	39	95	-999	3
2006	9	14	15.9	25.3	1480	2	77.5	1.6	55	100	-999	2.9
2006	9	15	16.6	21.1	733	6	89	2.4	79	99	-999	1.9
2006	9	16	14.4	24.1	1633	0	80	1.1	60	100	-999	2.7
2006	9	17	13.3	21.6	827	0	81	3	65	97	-999	2
2006	9	18	15.3	23.4	1272	0	72.5	1.3	55	90	-999	2.5
2006	9	19	12.4	23	1284	0	73.5	1.5	48	99	-999	2.4
2006	9	20	10	23.7	1668	0	75	1.1	52	98	-999	2.5
2006	9	21	9.6	28	1860	0	70	3.2	40	100	-999	3.5
2006	9	22	12.8	25.7	891	0	66.5	1.6	44	89	-999	2.3
2006	9	23	15.6	26	1039	2	73	1.7	51	95	-999	2.5
2006	9	24	16.2	21.6	558	1	85.5	1.9	74	97	-999	1.5
2006	9	25	13	17	617	1	86	1.4	76	96	-999	1.2
2006	9	26	11.3	19.3	805	0	81	2.2	64	98	-999	1.7
2006	9	27	8.7	21.1	1615	0	76.5	1.5	56	97	-999	2.1
2006	9	28	9.2	18.5	890	0	85	0.8	73	97	-999	1.3
2006	9	29	8.1	23	1104	2	81	1	62	100	-999	1.6
2006	9	30	13.3	20.6	459	25.5	86.5	1.2	73	100	-999	1
2006	10	1	14.9	22.1	641	0.5	85	1.9	70	100	-999	1.4
2006	10	2	14	22.5	909	8.5	85	2	71	99	-999	1.6
2006	10	3	12.6	17.9	219	16.5	89	3.6	79	99	-999	0.9
2006	10	4	9.4	16.9	1076	0.5	79	1.5	64	94	-999	1.5
2006	10	5	4.9	16.8	1034	0	83.5	1.5	67	100	-999	1.1
2006	10	6	12.3	17.7	781	9	82.5	3	72	93	-999	1.5
2006	10	7	11.2	17.5	1138	0	76	2.1	57	95	-999	1.8
2006	10	8	5.3	16.7	1389	0	81	1.1	64	98	-999	1.3
2006	10	9	5.3	21.6	1301	0	81	1	62	100	-999	1.3
2006	10	10	9.6	21.9	1168	0.5	81	0.7	62	100	-999	1.4
2006	10	11	9.4	20	797	0	82	1.3	64	100	-999	1.2
2006	10	12	10.5	20.5	838	0	81	1	65	97	-999	1.2
2006	10	13	11.2	18.1	900	0	87	2.5	77	97	-999	1.2
2006	10	14	10.6	18.3	617	0	85.5	1.9	71	100	-999	1
2006	10	15	8.8	19.1	1024	0	82.5	1.4	67	98	-999	1.2
2006	10	16	6.6	19.5	1280	0	80.5	1.3	64	97	-999	1.2
2006	10	17	5.7	20.5	1048	0.5	76	1.5	52	100	-999	1.2
2006	10	18	6.6	19.8	669	6	71.5	1.9	44	99	-999	1.3
2006	10	19	12	14.6	297	11	83	2.7	67	99	-999	0.6
2006	10	20	11.7	16.5	450	11	95.5	2.7	92	99	-999	0.6
2006	10	21	13.2	19.8	1010	3.5	81	2.6	62	100	-999	1.5
2006	10	22	9.8	19.6	702	0.5	85	3.2	70	100	-999	1
2006	10	23	14.6	19.8	512	4	86	3.6	78	94	-999	1.2
2006	10	24	11.6	18.3	777	0	73	3.5	52	94	-999	2
2006	10	25	7.6	21.3	750	0	77	2.2	61	93	-999	1.2
2006	10	26	10.2	25.7	1017	0	69.5	1.7	46	93	-999	1.4
2006	10	27	14.1	23.6	977	0	79	1.4	62	96	-999	1.4
2006	10	28	7.6	20.1	651	0	81.5	0.6	63	100	-999	0.6
2006	10	29	11.4	16.9	279	0.5	94.5	0.9	90	99	-999	0.4
2006	10	30	9.5	15.8	1079	0	85	2.3	73	97	-999	0.9
2006	10	31	5.8	16	626	0.5	87	1.9	74	100	-999	0.5
2006	11	1	6.8	11.8	882	0	69	3.8	50	88	-999	1.3
2006	11	2	0.9	8.9	1105	0	63.5	2.5	37	90	-999	0.9
2006	11	3	-1.7	8	779	0	79.5	2.2	68	91	-999	0.5
2006	11	4	-1	10.9	984	0	70	1.8	51	89	-999	0.5
2006	11	5	-3.1	3.4	318	0	93.5	1.3	89	98	-999	0.1
2006	11	6	-0.6	9	549	0.5	98.5	1.3	97	100	-999	0.3
2006	11	7	-1.2	6.3	424	0	100	1	100	100	-999	0.2
2006	11	8	-1.3	13.7	332	0	88.5	1	77	100	-999	0.2
2006	11	9	3.6	13.7	284	0	93	1.1	87	99	-999	0.2
2006	11	10	2	11.4	868	0	81	2.1	65	97	-999	0.4
2006	11	11	0.5	11.3	158	2	97.5	3	95	100	-999	0
2006	11	12	8	11.6	422	1	87	2.3	76	98	-999	0.6
2006	11	13	1.4	10.6	209	1.5	90.5	2.8	83	98	-999	0
2006	11	14	9.6	14.4	388	0.5	89.5	2.1	82	97	-999	0.7
2006	11	15	4.4	18	818	0	81.5	3.5	63	100	-999	0.4
2006	11	16	14	19.1	592	7	64	6.8	49	79	-999	3.1
2006	11	17	10	11	145	5.5	84.5	2.1	72	97	-999	0.3
2006	11	18	5.6	11.7	364	0.5	94.5	1.2	89	100	-999	0.3
2006	11	19	3.4	10.7	169	2.5	90	1.8	80	100	-999	0.2
2006	11	20	-0.7	9	421	3	88.5	2.8	77	100	-999	0.1
2006	11	21	6.9	11.1	222	7.5	89.5	3.3	83	96	-999	0.8
2006	11	22	1.6	8.4	520	0	81	2.9	72	90	-999	0.2
2006	11	23	6	13.2	401	2	87.5	3.7	79	96	-999	0.4
2006	11	24	6.7	18	269	0	78.5	4	57	100	-999	0.9
2006	11	25	13.3	18.9	165	5	74	6.5	54	94	-999	2.7
2006	11	26	8.6	14.9	508	0	84	0.9	71	97	-999	0.2
2006	11	27	4.2	16.4	390	0.5	90.5	0.6	81	100	-999	0.2
2006	11	28	2.6	16.1	616	2.5	87	0.9	74	100	-999	0
2006	11	29	7.4	11.9	427	0	84.5	2	71	98	-999	0.4
2006	11	30	4	8.5	237	0	92	2.1	87	97	-999	0.3
2006	12	1	4.1	10.8	366	0	98.5	1.3	97	100	-999	0.1
2006	12	2	1.2	11.7	328	0	100	0.7	100	100	-999	0
2006	12	3	6.3	15.2	469	3.5	83	3.5	66	100	-999	0.2
2006	12	4	7.8	13.8	227	2	87	3.9	80	94	-999	0.6
2006	12	5	11.4	15	324	2.5	86	3.1	79	93	-999	0.6
2006	12	6	7.5	10.2	200	3	86	2.1	78	94	-999	0.5
2006	12	7	0.9	12.3	286	2.5	87	2.7	77	97	-999	0.4
2006	12	8	6.9	14.2	103	2	78.5	4.9	62	95	-999	1.2
2006	12	9	3.3	9	256	0.5	84.5	1.5	73	96	-999	0.4
2006	12	10	0.4	7.9	451	0	80	0.6	63	97	-999	0
2006	12	11	-4	4.6	433	0	87.5	1.6	79	96	-999	0
2006	12	12	2.9	6.5	205	0.5	89	1.2	85	93	-999	0.2
2006	12	13	-1.8	10	619	0	83	0.5	70	96	-999	0
2006	12	14	-2.7	0.6	161	0	97	0.7	94	100	-999	0
2006	12	15	-0.7	2.5	234	0	100	1.4	100	100	-999	0
2006	12	16	-0.3	8.7	277	0	100	0.8	100	100	-999	0
2006	12	17	2.9	7.4	459	0	85	2.3	70	100	-999	0
2006	12	18	1.6	5.8	209	0	84	2.1	74	94	-999	0.4
2006	12	19	-0.1	5.2	628	0	72	3.8	55	89	-999	0.4
2006	12	20	-2.5	4.3	634	0	70	3.2	56	84	-999	0.1
2006	12	21	-1.5	6.5	621	0	77	3.4	66	88	-999	0.1
2006	12	22	-2.5	4.9	647	0	77.5	2.6	65	90	-999	0
2006	12	23	-6.3	-1.3	176	0	90	0.6	84	96	-999	0.1
2006	12	24	-4.8	0.1	81	0	93.5	1.1	89	98	-999	0
2006	12	25	-0.8	0.8	135	0	91.5	2.6	89	94	-999	0.2
2006	12	26	-0.4	0.8	97	0	89	1.1	84	94	-999	0.2
2006	12	27	-3.4	-1.5	132	0	94	1.4	92	96	-999	0.1
2006	12	28	-3.9	-2.2	160	0	95.5	1	95	96	-999	0.1
2006	12	29	-4	-0.4	135	0	96.5	1	95	98	-999	0.1
2006	12	30	-3.4	11.7	256	0	86	2.4	72	100	-999	0
2006	12	31	4.6	11.4	453	4	83.5	2.8	74	93	-999	0
2007	1	1	7.3	12.2	345	6	75	3.7	55	95	-999	0.7
2007	1	2	3.6	8.2	208	3	78	4.2	69	87	-999	0.9
2007	1	3	2.3	8.2	604	0	82.5	2	74	91	-999	0
2007	1	4	2.8	7.9	168	2.5	88.5	2.9	81	96	-999	0.4
2007	1	5	3.6	8.7	187	0	91.5	2.1	88	95	-999	0.2
2007	1	6	6.6	11.1	381	1	87	3.6	80	94	-999	0.3
2007	1	7	6.4	11.1	366	0.5	87	1.8	79	95	-999	0.1
2007	1	8	5.5	11.9	292	2	86	3.9	76	96	-999	0.3
2007	1	9	9.2	13.2	167	0	85.5	2.9	74	97	-999	0.5
2007	1	10	7	13.5	463	0	84.5	2.2	73	96	-999	0.2
2007	1	11	4	11.3	396	0.5	80	3.6	66	94	-999	0.4
2007	1	12	6.2	11.8	418	0	81	2.3	70	92	-999	0.4
2007	1	13	6.9	11.1	183	0	90.5	1.7	85	96	-999	0.3
2007	1	14	6.2	14.7	579	0	75.5	1.5	58	93	-999	0.3
2007	1	15	-1.1	4.1	153	0	94.5	1	90	99	-999	0
2007	1	16	3.3	7.8	163	0	97.5	1.2	95	100	-999	0.1
2007	1	17	5.6	12.5	413	1	82.5	3.4	69	96	-999	0.4
2007	1	18	9.8	13.7	67	1	81.5	5.9	69	94	-999	0.9
2007	1	19	11.8	14.3	310	0	86.5	3.4	82	91	-999	0.7
2007	1	20	11.2	13.5	247	0.5	81	3.7	73	89	-999	1.1
2007	1	21	4.4	10.2	511	0	71.5	2.5	54	89	-999	0.7
2007	1	22	-0.3	5.4	210	15.5	83	2.6	72	94	-999	0.4
2007	1	23	-3.3	1.1	134	1.5	92.5	6.2	90	95	-999	0.3
2007	1	24	-9.4	-1.8	645	0.5	81.5	3.1	69	94	-999	0.1
2007	1	25	-11.4	-1.2	782	0	77	3.2	65	89	-999	0.2
2007	1	26	-9.5	-0.6	944	0	73	1.9	59	87	-999	0.1
2007	1	27	-11.5	0.4	492	0	85	1.6	79	91	-999	0
2007	1	28	-4	1.5	477	0	90.5	1.5	86	95	-999	0
2007	1	29	-1.7	3.6	456	0	91	1.6	86	96	-999	0.1
2007	1	30	-1.8	8.2	798	0	90	1.4	84	96	-999	0.1
2007	1	31	0.9	2.1	158	0	93.5	1.1	91	96	-999	0.1
2007	2	1	0.3	7.2	369	0	89.5	1.9	85	94	-999	0.3
2007	2	2	3.3	8	646	0	86.5	1.6	80	93	-999	0.2
2007	2	3	5.4	10.6	879	0	72.5	4.2	52	93	-999	1.1
2007	2	4	0.6	11.4	1018	0	70	2.2	49	91	-999	0.7
2007	2	5	-3.6	9.8	559	2	82.5	1.2	68	97	-999	0.3
2007	2	6	2.9	6.8	310	0	85	1.4	76	94	-999	0.5
2007	2	7	0	7.8	290	2.5	89	1.7	78	100	-999	0.3
2007	2	8	4	10.9	464	8	78	3.4	58	98	-999	0.9
2007	2	9	-0.3	11.4	977	0.5	79.5	1.7	59	100	-999	0.3
2007	2	10	4.9	7.5	158	7	88.5	3.1	77	100	-999	0.3
2007	2	11	5.5	12.6	639	7.5	79	4.6	60	98	-999	1.1
2007	2	12	6.9	11.4	299	0.5	84	4.6	70	98	-999	1.3
2007	2	13	6	10.9	490	0	76.5	2.3	55	98	-999	1.1
2007	2	14	0.1	9.3	173	8	90.5	3.4	81	100	-999	0.1
2007	2	15	4.8	12.6	1159	0	79	1.9	59	99	-999	0.9
2007	2	16	-1.9	12.9	1087	0	82.5	0.7	65	100	-999	0.5
2007	2	17	-1.5	16.4	1003	0	68.5	1	38	99	-999	0.8
2007	2	18	3.7	16.2	977	0	70.5	1.2	45	96	-999	0.9
2007	2	19	4.5	14	1077	0	82.5	0.9	65	100	-999	0.7
2007	2	20	-0.5	10.5	590	0	92	0.7	84	100	-999	0.5
2007	2	21	-1.4	11.5	689	1	84	1.1	68	100	-999	0.4
2007	2	22	4	14	925	0	80.5	1	61	100	-999	0.8
2007	2	23	0.1	15.2	958	2.5	77.5	1.8	55	100	-999	0.8
2007	2	24	6.2	12.9	771	6.5	81	3.8	66	96	-999	1.1
2007	2	25	6.1	11.8	799	3.5	75	4.2	51	99	-999	1.4
2007	2	26	6	10.1	474	3	86	2.8	72	100	-999	1
2007	2	27	1.4	11.1	622	0.5	88.5	2.9	77	100	-999	0.6
2007	2	28	8.5	14.4	685	0	75.5	4.4	54	97	-999	1.8
2007	3	1	8.5	10.4	226	18	83.5	4.5	68	99	-999	1
2007	3	2	5.3	12.1	913	7.5	82	3.1	65	99	-999	1.1
2007	3	3	8.7	14.7	1042	0	75	4	51	99	-999	1.9
2007	3	4	0.5	15.6	1267	0	74.5	1.1	49	100	-999	1.1
2007	3	5	6	14.3	1121	0	69.5	2.7	43	96	-999	1.8
2007	3	6	0.5	13.2	582	4.5	73.5	2.4	47	100	-999	0.9
2007	3	7	6.8	13.8	1299	0	73.5	2.3	50	97	-999	1.6
2007	3	8	7.2	13.1	1254	0	70.5	3.1	44	97	-999	2.2
2007	3	9	-1.2	12.3	755	3	77	2.1	54	100	-999	1
2007	3	10	1.4	11.9	1587	0	69	3.1	44	94	-999	1.8
2007	3	11	-1.6	14.8	1674	0	63	2.5	28	98	-999	1.8
2007	3	12	-0.5	16.3	1633	0	67.5	0.8	41	94	-999	1.5
2007	3	13	-0.4	19.8	1608	0	65	1.2	33	97	-999	1.8
2007	3	14	3	17.1	1562	0	64.5	2.8	36	93	-999	2.1
2007	3	15	3.2	17.5	1532	0	74.5	1.7	53	96	-999	1.8
2007	3	16	3.9	16.9	1518	0	65.5	2.1	38	93	-999	2.1
2007	3	17	-0.3	13.7	829	0	75.5	1.5	52	99	-999	1.1
2007	3	18	5.6	10.2	328	5	87	3.5	79	95	-999	0.8
2007	3	19	0.2	5.5	759	4.5	86.5	3.1	73	100	-999	0.9
