Year	Month	Day	Tmin	Tmax	Radiation	Rain	Humidity	Wind	UN	UX	-CO2	ETPP
1995	8	1	14.6	32.4	2324	0	69	1.2	38	100	-999	5
1995	8	2	16	32.9	2320	0	64.5	2	35	94	-999	5.5
1995	8	3	16.8	31.5	2325	0	52	2.7	28	76	-999	6
1995	8	4	15	32.6	2303	0	57.5	1.9	31	84	-999	5.5
1995	8	5	14.4	33.6	2297	0	53	1.3	23	83	-999	5.2
1995	8	6	17.6	25	972	4	82.5	1.7	67	98	-999	2.5
1995	8	7	17.2	24.8	1137	1	79.5	1.4	62	97	-999	2.8
1995	8	8	14.2	21.9	984	0	86	2.9	72	100	-999	2.3
1995	8	9	15.1	24.7	1049	0	77	2.2	60	94	-999	2.8
1995	8	10	13.6	27.8	2093	0	74.5	1.7	54	95	-999	4.2
1995	8	11	17.3	29.7	1661	0.5	75.5	1.5	51	100	-999	3.9
1995	8	12	15.9	28.9	1376	6.5	78.5	1	57	100	-999	3
1995	8	13	15.9	27.5	1664	0	70.5	2.1	41	100	-999	3.9
1995	8	14	14.8	24.8	852	0	72	2.9	47	97	-999	2.9
1995	8	15	14.7	26.2	1979	0	63	3.3	43	83	-999	4.9
1995	8	16	12.9	27.4	2048	0	62.5	2.7	39	86	-999	4.7
1995	8	17	14.2	26.7	1986	0	61	3.3	34	88	-999	4.9
1995	8	18	12.2	28.1	2089	0	62.5	1.4	38	87	-999	4.1
1995	8	19	12	29.6	1791	0	67.5	1.2	42	93	-999	3.7
1995	8	20	13.5	29.7	1420	8	71	1.7	45	97	-999	3.4
1995	8	21	14.5	28.6	1700	0.5	73.5	2.3	50	97	-999	3.8
1995	8	22	15.4	26.1	1397	0	79.5	1.6	60	99	-999	3
1995	8	23	14.2	25.6	1253	5	83	1.9	66	100	-999	2.6
1995	8	24	15.5	24.3	975	0	78.5	1.6	58	99	-999	2.3
1995	8	25	13.2	24.8	1304	0.5	76.5	2	53	100	-999	2.8
1995	8	26	16.5	24.7	1564	0	70.5	2.4	47	94	-999	3.8
1995	8	27	10.2	23.1	1305	13.5	77	2.3	55	99	-999	2.5
1995	8	28	10.8	17.6	1577	0	75.5	5.2	62	89	-999	3.3
1995	8	29	11.6	18	1094	0	71.5	3.6	51	92	-999	2.9
1995	8	30	9.9	17.9	1130	0	72	2.9	47	97	-999	2.6
1995	8	31	5	19.7	1521	0	71.5	2	45	98	-999	2.5
1995	9	1	6.4	20.6	1762	0	70.5	2.1	42	99	-999	2.9
1995	9	2	7.6	19.1	1027	0	77	1.4	59	95	-999	1.8
1995	9	3	11.8	19.7	1254	11	73	2.5	51	95	-999	2.7
1995	9	4	9.9	18.4	1373	0	76	1.9	55	97	-999	2.5
1995	9	5	8.9	20	852	0.5	79.5	0.9	60	99	-999	1.6
1995	9	6	9.1	22.4	1472	0	76	1.3	52	100	-999	2.4
1995	9	7	13.2	17.8	527	11.5	88.5	3	78	99	-999	1.4
1995	9	8	12.4	19.6	679	2.5	81.5	4.3	69	94	-999	1.9
1995	9	9	12.3	20.2	1134	0	77.5	1.9	59	96	-999	2.3
1995	9	10	11.4	21.1	1007	2.5	81.5	1.4	65	98	-999	1.8
1995	9	11	14.1	21.3	1101	0	75	3	51	99	-999	2.7
1995	9	12	9.7	14.7	426	9	93.5	0.9	88	99	-999	0.7
1995	9	13	11.2	14.7	353	9	93.5	1.8	87	100	-999	0.6
1995	9	14	6.7	18.2	1177	0	83.5	1.2	67	100	-999	1.6
1995	9	15	11.1	17.6	1410	1	80.5	2.5	65	96	-999	2.3
1995	9	16	10.6	17.8	866	3	85.5	2	71	100	-999	1.6
1995	9	17	7.9	21	1228	5.5	83	0.9	66	100	-999	1.7
1995	9	18	13.4	17	394	2	95	1.3	91	99	-999	0.8
1995	9	19	13.2	15.7	326	15	94.5	1.9	89	100	-999	0.7
1995	9	20	11.7	14.8	250	12	94.5	2.3	89	100	-999	0.6
1995	9	21	9.8	16.9	1103	0	79	2.7	64	94	-999	1.9
1995	9	22	8.4	18.7	1627	0	74.5	2.4	53	96	-999	2.4
1995	9	23	7.3	20.6	1348	0	80	1.8	61	99	-999	1.9
1995	9	24	10.4	19.1	676	1	79.5	2.2	60	99	-999	1.6
1995	9	25	8.7	13.3	642	1.5	87	2.8	76	98	-999	1.4
1995	9	26	4.5	18.3	1167	0	77.5	1.7	56	99	-999	1.5
1995	9	27	7	13.9	330	4.5	91	3.2	83	99	-999	0.5
1995	9	28	6.7	15.1	1287	0	72	2.2	47	97	-999	1.8
1995	9	29	1.9	15.1	1409	0	74.5	1	50	99	-999	1.4
1995	9	30	0.1	15.5	1471	0	75	1.2	52	98	-999	1.3
1995	10	1	5.7	18.6	669	0.5	87.5	2.4	76	99	-999	0.9
1995	10	2	9.3	21	870	1.5	85.5	0.8	71	100	-999	1.3
1995	10	3	10.9	22.3	628	0	87	2.7	75	99	-999	1.1
1995	10	4	14.4	23.7	1237	13	82.5	3.6	68	97	-999	2.4
1995	10	5	13.3	15.9	268	10.5	94.5	1.4	89	100	-999	0.4
1995	10	6	9.7	14.9	403	0.5	99	1	98	100	-999	0.6
1995	10	7	9.2	17.7	619	0	100	0.6	100	100	-999	0.8
1995	10	8	9.3	19.7	873	0.5	100	0.7	100	100	-999	1
1995	10	9	10.4	23.4	1041	0	85	0.4	70	100	-999	1.3
1995	10	10	9.2	21.7	680	0.5	95.5	0.4	91	100	-999	0.9
1995	10	11	10.8	16.8	365	0.5	100	0.5	100	100	-999	0.5
1995	10	12	13.3	15	236	0	100	0.6	100	100	-999	0.3
1995	10	13	12.9	17.9	485	0	100	0.8	100	100	-999	0.8
1995	10	14	10.4	20.6	765	0	99.5	1.1	99	100	-999	1
1995	10	15	9.5	20.2	787	0	92.5	1.2	85	100	-999	0.9
1995	10	16	10.6	20.9	957	0	86.5	2	73	100	-999	1.3
1995	10	17	10.8	19.1	645	0.5	90	0.9	80	100	-999	0.9
1995	10	18	8	16.7	356	0	100	0.7	100	100	-999	0.4
1995	10	19	8.7	19.7	1077	0	81	1.4	62	100	-999	1.2
1995	10	20	4.1	13.1	389	0	83	1.3	66	100	-999	0.6
1995	10	21	8.3	15.7	974	0	76.5	3.4	63	90	-999	1.5
1995	10	22	4.2	16.1	987	0	82.5	1.1	67	98	-999	0.9
1995	10	23	4.2	18.6	700	0	84	1	68	100	-999	0.8
1995	10	24	2.6	19.4	981	0.5	76.5	2.6	53	100	-999	1
1995	10	25	11.1	15.5	279	4	86	1.9	72	100	-999	0.6
1995	10	26	9.8	19.7	656	0	89	1.8	78	100	-999	0.8
1995	10	27	9.7	20.8	666	0.5	88	2	76	100	-999	0.8
1995	10	28	10.4	18.8	545	0	92.5	0.7	85	100	-999	0.6
1995	10	29	10.4	17.2	336	1.5	95	1.4	90	100	-999	0.5
1995	10	30	11.9	15.7	277	0	93	1	86	100	-999	0.4
1995	10	31	12.8	16.7	420	0	89.5	1.6	80	99	-999	0.8
1995	11	1	4.8	15.6	769	1.5	86	1.3	72	100	-999	0.5
1995	11	2	4.8	10.5	686	0	79	2.6	64	94	-999	0.7
1995	11	3	5.6	9.5	172	0	86.5	2.5	79	94	-999	0.4
1995	11	4	0.8	5.6	902	0	68	3.9	49	87	-999	1
1995	11	5	-3.5	4.8	901	0	71	3.3	56	86	-999	0.7
1995	11	6	-2.7	7.5	822	0	65	2.4	44	86	-999	0.8
1995	11	7	-6.3	9.5	755	0	69.5	0.7	44	95	-999	0.3
1995	11	8	-3.1	10.6	547	0	74.5	1.8	53	96	-999	0.4
1995	11	9	2.7	8.6	670	0	87.5	1.6	76	99	-999	0.2
1995	11	10	1.1	16.3	547	0	82.5	1.6	65	100	-999	0.4
1995	11	11	5.6	19.2	607	0	73.5	1.6	54	93	-999	0.8
1995	11	12	7	16.2	278	5.5	81.5	1.5	66	97	-999	0.7
1995	11	13	9.6	12.7	201	1	93.5	0.9	87	100	-999	0.3
1995	11	14	7.8	10.6	204	1	90	0.8	80	100	-999	0.4
1995	11	15	1.6	11.3	254	7.5	85	2.1	70	100	-999	0.2
1995	11	16	8.2	13.1	141	9.5	91	2.5	82	100	-999	0.2
1995	11	17	4.8	10.6	198	3.5	88.5	3.8	80	97	-999	0.6
1995	11	18	0.4	4.7	484	0	80.5	2.7	67	94	-999	0.5
1995	11	19	-4.1	5.2	566	0	85.5	1.7	75	96	-999	0
1995	11	20	0	7.8	435	0	85.5	1.7	76	95	-999	0.3
1995	11	21	-1.2	9.4	404	0	89	1.6	79	99	-999	0.2
1995	11	22	3.3	7.8	107	0	91	0.5	85	97	-999	0
1995	11	23	6.6	9.3	126	1	97.5	0.7	95	100	-999	0.1
1995	11	24	5.3	9.9	150	0	92.5	0.8	86	99	-999	0.2
1995	11	25	-0.3	10.8	361	0	93	0.6	86	100	-999	0
1995	11	26	3.4	11.3	346	6.5	83.5	0.7	68	99	-999	0.2
1995	11	27	5.7	6.9	142	9	98.5	0.8	97	100	-999	0.1
1995	11	28	1.5	4.1	175	0.5	99.5	0.7	99	100	-999	0.1
1995	11	29	2.9	5.1	118	0	100	1.2	100	100	-999	0
1995	11	30	-0.4	4.5	377	0	100	1.1	100	100	-999	0
1995	12	1	-0.5	3.4	147	0	100	1.2	100	100	-999	0
1995	12	2	2.8	5.5	176	5	100	1.1	100	100	-999	0.1
1995	12	3	4.8	6.6	73	1	100	1.1	100	100	-999	0
1995	12	4	1.6	4.1	235	0	90.5	3.3	81	100	-999	0.2
1995	12	5	-0.5	1	201	0	84	3.7	80	88	-999	0.5
1995	12	6	-2.3	0.3	142	0	91	0.9	87	95	-999	0.1
1995	12	7	-2.3	0.8	155	1.5	94	1.2	92	96	-999	0.1
1995	12	8	-0.3	4.2	115	7.5	95	1.9	91	99	-999	0
1995	12	9	1	9.4	490	0	84.5	1.5	73	96	-999	0
1995	12	10	-1.9	6.3	501	0	86	1.4	74	98	-999	0
1995	12	11	-2.6	1.3	129	0	94.5	1.9	91	98	-999	0
1995	12	12	-1	5.3	216	0	86	3.7	74	98	-999	0.4
1995	12	13	-1.6	1.8	383	0	79	5.7	71	87	-999	0.7
1995	12	14	-2.2	-0.1	269	0	81.5	4.1	69	94	-999	0.5
1995	12	15	-5.2	0.1	258	0	88	2.9	82	94	-999	0.1
1995	12	16	-2.5	2.1	332	2	85	2.8	79	91	-999	0.1
1995	12	17	-0.9	3.5	218	1	94	0.8	90	98	-999	0
1995	12	18	1.4	5.7	124	2.5	99	0.8	98	100	-999	0
1995	12	19	0.8	2.1	161	0	100	1.4	100	100	-999	0
1995	12	20	0.9	7.4	225	1.5	95	2.7	90	100	-999	0
1995	12	21	5.1	8.3	108	0.5	94	1.6	88	100	-999	0.1
1995	12	22	4.5	13.3	81	14	87.5	3.5	78	97	-999	0.2
1995	12	23	9.7	13.3	193	4.5	90.5	3.9	81	100	-999	0.6
1995	12	24	8.4	12.1	116	26	93.5	2.8	87	100	-999	0.4
1995	12	25	6.1	10.4	165	5	94	1.8	88	100	-999	0.3
1995	12	26	-0.2	2.9	85	1	92.5	3.6	86	99	-999	0.2
1995	12	27	-4.8	2.3	565	1	84.5	2.3	75	94	-999	0
1995	12	28	-6.1	-1.4	492	0	84.5	3	77	92	-999	0
1995	12	29	-3.2	-1.5	148	0	90.5	2.4	84	97	-999	0.2
1995	12	30	-2.7	0.9	86	0.5	96.5	1.1	94	99	-999	0
1995	12	31	0.1	3.3	120	3	99.5	0.5	99	100	-999	0
1996	1	1	2.8	6	134	3.5	100	1.2	100	100	-999	0.1
1996	1	2	2.3	5.1	107	6	100	2.5	100	100	-999	0
1996	1	3	0.4	2.3	105	0	100	2.1	100	100	-999	0
1996	1	4	-0.5	1.5	84	0	100	1.6	100	100	-999	0
1996	1	5	-2.4	6.1	448	1.5	100	1.3	100	100	-999	0
1996	1	6	2.6	9.6	164	2.5	91	2.3	82	100	-999	0.2
1996	1	7	6	11.7	256	2	90	2.3	81	99	-999	0.4
1996	1	8	1.1	6.3	320	0	99	1	98	100	-999	0
1996	1	9	-0.2	11.7	109	3.5	86	1.8	72	100	-999	0.1
1996	1	10	4.5	10.1	355	0.5	86.5	2.1	76	97	-999	0.2
1996	1	11	1.2	12.5	368	6	88.5	2.3	78	99	-999	0
1996	1	12	7.1	8.4	68	23.5	94.5	1.8	89	100	-999	0
1996	1	13	5.2	7.1	176	0	99.5	1	99	100	-999	0.1
1996	1	14	3.8	5.4	152	0.5	100	1.1	100	100	-999	0
1996	1	15	1.7	3.8	173	0	100	1.5	100	100	-999	0.1
1996	1	16	0.8	2.4	135	0	100	1.8	100	100	-999	0
1996	1	17	0.7	2.6	108	0	100	1.4	100	100	-999	0
1996	1	18	-0.3	4.3	390	0	100	1.5	100	100	-999	0
1996	1	19	-2.5	-1.5	134	0	99.5	0.9	99	100	-999	0
1996	1	20	-3	-0.1	169	0	99.5	1.4	99	100	-999	0
1996	1	21	-2.7	4.5	384	0	99.5	2.2	99	100	-999	0.1
1996	1	22	-1.1	2	147	2.5	91.5	3	83	100	-999	0.2
1996	1	23	0.1	2.2	105	5.5	92	2.8	88	96	-999	0.2
1996	1	24	0.3	4.7	319	0	89.5	2.7	83	96	-999	0.4
1996	1	25	-0.7	3.6	341	0	89.5	2.4	84	95	-999	0.4
1996	1	26	-0.3	3.1	160	4	95.5	1	92	99	-999	0.1
1996	1	27	2.3	6.1	237	0	99	1.5	98	100	-999	0.3
1996	1	28	0.2	3	219	0.5	91.5	3.1	85	98	-999	0.5
1996	1	29	-0.1	5.6	502	0	83.5	2.8	74	93	-999	0.6
1996	1	30	-3.2	2.5	548	0	85	3.1	77	93	-999	0.4
1996	1	31	-4	3.4	695	0	74	2.2	57	91	-999	0.4
1996	2	1	-1.8	6	585	12.5	84	1.6	71	97	-999	0.3
1996	2	2	2	4.6	205	6	96	1.3	93	99	-999	0.2
1996	2	3	2.4	3.8	170	0	88.5	1.8	78	99	-999	0.4
1996	2	4	-1.3	2	687	0	80	3.9	66	94	-999	0.6
1996	2	5	-2.2	-0.3	362	0	77	2.5	65	89	-999	0.7
1996	2	6	-8.4	0.4	189	0	89.5	1	81	98	-999	0.1
1996	2	7	-1.3	3	364	3	90.5	2.4	81	100	-999	0.3
1996	2	8	-0.3	1	392	4.5	91	3.3	82	100	-999	0.3
1996	2	9	-6.1	0.6	731	0	93	1	88	98	-999	0
1996	2	10	-2.6	9	860	0.5	82.5	2.8	69	96	-999	0.4
1996	2	11	2.2	8.3	572	1.5	85.5	2.7	74	97	-999	0.7
1996	2	12	0.5	6	118	20.5	89.5	5.1	80	99	-999	0.2
1996	2	13	2.2	4.3	166	0.5	85.5	3.8	77	94	-999	0.5
1996	2	14	1	3.7	339	0	84	4.9	75	93	-999	0.9
1996	2	15	0.6	3.4	477	0	78	3.7	68	88	-999	0.9
1996	2	16	-1.2	4.5	244	0	89.5	2.2	82	97	-999	0.3
1996	2	17	2	7	263	0	87	2.7	77	97	-999	0.5
1996	2	18	2.9	6.3	127	6.5	89	4.4	84	94	-999	0.4
1996	2	19	0.6	6	566	0.5	85.5	3.9	74	97	-999	1
1996	2	20	-3.5	2.2	758	0	75.5	2.7	61	90	-999	0.7
1996	2	21	-2.9	-0.1	331	0	81	6.9	72	90	-999	1
1996	2	22	-6.2	-0.8	940	0	73.5	2.9	60	87	-999	0.7
1996	2	23	-5.4	-1.6	379	0	88	1.7	81	95	-999	0.4
1996	2	24	-2.9	4.2	698	0.5	86	2.6	75	97	-999	0.6
1996	2	25	-0.3	12.2	1158	0	73	5.6	61	85	-999	1.6
1996	2	26	3.1	13.5	813	0	69.5	3.7	49	90	-999	1.7
1996	2	27	3.9	10.4	421	2.5	82	1.1	65	99	-999	0.7
1996	2	28	4.9	13	884	0	83	2.8	66	100	-999	1.1
1996	2	29	1.8	11.6	1178	0	70.5	3.1	46	95	-999	1.5
1996	3	1	0.9	6.1	464	1.5	80.5	3.8	63	98	-999	1
1996	3	2	0.5	6.9	1272	0	69	3.2	39	99	-999	1.5
1996	3	3	-3.1	5.4	982	0	71.5	2.4	57	86	-999	1.1
1996	3	4	-4.9	6	1314	0	62.5	2.1	42	83	-999	1.1
1996	3	5	-1.3	5.8	547	0	85	1	73	97	-999	0.6
1996	3	6	1.9	5.4	409	0	82	2.8	71	93	-999	0.9
1996	3	7	-1	4.5	492	0	79.5	1.8	68	91	-999	0.8
1996	3	8	-1	12.9	1345	0	61.5	1.6	34	89	-999	1.5
1996	3	9	-2.9	13.8	1325	0	66	1.4	40	92	-999	1.3
1996	3	10	-0.8	9.8	1363	0	66.5	3.9	48	85	-999	2
1996	3	11	-2.6	11.6	1507	0	50.5	2.8	27	74	-999	2.1
1996	3	12	-5.2	3.9	1452	0	56	3.7	29	83	-999	1.9
1996	3	13	-3.9	6.1	1286	0	52	3.5	39	65	-999	2
1996	3	14	-1.9	11.5	929	2.5	77	1.8	55	99	-999	1.2
1996	3	15	3.6	11.2	726	0	78.5	1.5	58	99	-999	1.3
1996	3	16	-2.8	13.5	1121	2	77	2.3	58	96	-999	1.2
1996	3	17	5.6	8.4	271	0	88.5	1.5	79	98	-999	0.6
1996	3	18	1.3	11.8	995	0	74	1.2	52	96	-999	1.3
1996	3	19	4.7	13.5	1117	0	71.5	1.9	56	87	-999	1.8
1996	3	20	-0.4	11.9	857	0	80.5	1.8	63	98	-999	1.1
1996	3	21	2	13.2	621	2	84	1.6	68	100	-999	0.8
1996	3	22	5.7	10.8	362	1.5	92	1.5	84	100	-999	0.6
1996	3	23	2.8	21.5	1587	0	73.5	1	47	100	-999	2
1996	3	24	4	21.1	1624	0	75.5	1.7	52	99	-999	2.2
1996	3	25	7.3	20.9	1041	0	75.5	1.9	53	98	-999	2
1996	3	26	6	20.4	1242	0	73	1.7	48	98	-999	1.9
1996	3	27	3.1	5.3	239	0	80.5	5.3	69	92	-999	1.1
1996	3	28	-3.2	10.7	1745	0	62	1.9	38	86	-999	2
1996	3	29	-2.9	8.4	780	1	79.5	1.4	62	97	-999	1
1996	3	30	0.1	7.2	1189	0	74	2.4	50	98	-999	1.6
1996	3	31	-5.2	8.3	1641	0	65.5	1.4	38	93	-999	1.7
1996	4	1	-0.1	9.9	1096	0	56	3.6	38	74	-999	2.4
1996	4	2	-0.7	10.2	1923	0	45.5	5.4	25	66	-999	3.7
1996	4	3	-1.2	8.4	1452	0	56.5	5.6	37	76	-999	3.1
1996	4	4	-1	5.6	741	0	73	3.5	62	84	-999	1.4
1996	4	5	0.5	13	1874	0	67	2.3	45	89	-999	2.5
1996	4	6	-1.7	18.3	1842	0	64	2	36	92	-999	2.6
1996	4	7	3	19.8	1666	0	58.5	1.5	34	83	-999	2.7
1996	4	8	3	13.9	1758	0	77	3	61	93	-999	2.4
1996	4	9	6.8	16.9	1600	0	66	2.1	49	83	-999	2.8
1996	4	10	2	17.4	1393	0	72	1.4	51	93	-999	2
1996	4	11	7.7	16.2	1044	2	77	1.1	60	94	-999	1.9
1996	4	12	1.4	17.2	1408	0.5	70	1.1	43	97	-999	2
1996	4	13	6.4	12	680	0.5	86	2.1	77	95	-999	1.5
1996	4	14	3.8	14.9	1834	0	63	2.7	34	92	-999	3.1
1996	4	15	1.6	16.6	2199	0	56.5	2.3	30	83	-999	3.3
1996	4	16	-0.5	21.6	2189	0	54	1.3	21	87	-999	3.2
1996	4	17	2.6	16	1024	0.5	77	2.2	58	96	-999	1.8
1996	4	18	5.9	17.7	1497	0	75	1	51	99	-999	2.3
1996	4	19	2.1	22.1	2110	0	66.5	1.7	37	96	-999	3.2
1996	4	20	5.4	23.3	2153	0	50	3.7	20	80	-999	4.8
1996	4	21	5.9	22.3	2150	0	55.5	4.2	33	78	-999	4.7
1996	4	22	9.8	22.6	1453	9	62.5	3.5	30	95	-999	4.1
1996	4	23	11.3	15.2	788	1	87.5	2.6	76	99	-999	1.8
1996	4	24	6.7	17.4	1732	0	72.5	2	47	98	-999	2.9
1996	4	25	3.7	18.5	2243	0	68.5	2.7	42	95	-999	3.5
1996	4	26	5.6	20.8	2240	0	61.5	3.3	40	83	-999	4.2
1996	4	27	8.8	20.6	1639	0	68	2	50	86	-999	3.2
1996	4	28	11.2	21.6	1218	6.5	71.5	1.2	48	95	-999	2.6
1996	4	29	10.9	18.8	783	0.5	79	2.3	65	93	-999	2.2
1996	4	30	6	18.4	1823	0	74.5	1	52	97	-999	2.8
1996	5	1	6.8	13.8	792	1.5	86	1.2	74	98	-999	1.3
1996	5	2	7.8	16.3	1271	4	80.5	2.7	63	98	-999	2.6
1996	5	3	3	12.2	1231	5	89	2.2	79	99	-999	1.6
1996	5	4	6.8	13.8	1232	0	81.5	1.3	66	97	-999	2.1
1996	5	5	3.9	19.2	2224	0	70.5	1.7	47	94	-999	3.4
1996	5	6	5.7	22.4	2368	0	70	2.1	49	91	-999	3.9
1996	5	7	6.8	21.4	1170	0.5	78.5	1.3	58	99	-999	2.2
1996	5	8	9.6	20.8	1149	0.5	79.5	1.8	61	98	-999	2.4
1996	5	9	9	11.8	574	0	83.5	4.3	77	90	-999	1.7
1996	5	10	5.3	11.6	1143	0	78.5	3.6	69	88	-999	2.3
1996	5	11	7.5	16.2	1442	0	75	2.8	65	85	-999	2.9
1996	5	12	10.5	13.4	675	0	78.5	4	71	86	-999	2.2
1996	5	13	8	10.8	453	0	85.5	3.6	79	92	-999	1.2
1996	5	14	8.7	14.5	831	0	85	2.7	76	94	-999	1.7
1996	5	15	11.5	16.1	522	0	89.5	1.7	83	96	-999	1.2
1996	5	16	10.9	23.8	1850	17.5	73	2.3	47	99	-999	3.8
1996	5	17	10.7	21.6	1651	15	81	2.4	62	100	-999	3.2
1996	5	18	11.9	14.7	334	41	97.5	1.7	95	100	-999	0.6
1996	5	19	9.5	14.3	1144	3	86	1.8	72	100	-999	2.1
1996	5	20	3.5	17.3	1883	0.5	76.5	1.2	53	100	-999	2.7
1996	5	21	8.4	16.7	1688	0.5	75.5	1.9	54	97	-999	3
1996	5	22	2.3	18	2219	0.5	75	1.4	50	100	-999	3.1
1996	5	23	11.3	18.3	810	0	86.5	1.9	74	99	-999	2
1996	5	24	6.6	25.3	2144	26.5	76.5	2.2	53	100	-999	3.6
1996	5	25	13.6	16.4	576	3.5	89	2	80	98	-999	1.4
1996	5	26	13	20.1	1406	0	83	2.2	67	99	-999	2.9
1996	5	27	12.4	16.5	1226	1	84	3	74	94	-999	2.6
1996	5	28	10.2	17.8	2614	0	71.5	2.2	51	92	-999	4.5
1996	5	29	5	22.2	2746	0	68	1.7	40	96	-999	4.4
1996	5	30	7.9	26	2589	0	69.5	1.5	48	91	-999	4.6
1996	5	31	12.6	27.6	2434	2	70	2.3	49	91	-999	5.2
1996	6	1	14	18.7	722	8	87	1	75	99	-999	1.7
1996	6	2	12.2	14.7	605	8.5	91.5	1.9	84	99	-999	1.3
1996	6	3	11.5	19.2	1266	0	91	2	82	100	-999	2.4
1996	6	4	7.9	23.4	2639	0	79	2.1	58	100	-999	4.3
1996	6	5	11.5	27.2	2557	0	81	1.4	62	100	-999	4.7
1996	6	6	11.8	30.7	2509	0	75	1.1	50	100	-999	4.8
1996	6	7	14.6	31.1	2470	0	75	1.7	50	100	-999	5.2
1996	6	8	16.7	27.9	2386	0	73	2.4	52	94	-999	5.3
1996	6	9	13.5	28.2	2256	0	77	0.9	54	100	-999	4.4
1996	6	10	14	30.5	2535	0	72.5	0.9	46	99	-999	5.1
1996	6	11	14.7	31.9	2454	0	72	0.9	45	99	-999	5.1
1996	6	12	15.8	27.9	2347	0	80.5	2.2	61	100	-999	5
1996	6	13	12.3	23	2769	0	65.5	3.6	40	91	-999	5.8
1996	6	14	10.1	24	2833	0	62	3.2	38	86	-999	5.7
1996	6	15	9.8	25.7	2767	0	65	2.9	39	91	-999	5.7
1996	6	16	10.3	26.4	2703	0	61	2.5	34	88	-999	5.6
1996	6	17	11.5	27.8	2604	0	65	1.4	39	91	-999	5.1
1996	6	18	10.2	29.2	2415	0	69	1.5	40	98	-999	4.9
1996	6	19	11.6	27.2	2550	0	62	1.6	31	93	-999	5.2
1996	6	20	11.3	23	1504	2	76	1.9	55	97	-999	3.2
1996	6	21	11.2	22.6	1241	15.5	81.5	2.1	64	99	-999	2.8
1996	6	22	7	15.8	1883	1	78.5	3.2	62	95	-999	3.3
1996	6	23	8.4	17.8	2032	0	75	2.5	54	96	-999	3.7
1996	6	24	7.7	18.5	2123	0	75	2.8	55	95	-999	3.8
1996	6	25	7.1	18.7	1890	0	76.5	2.5	56	97	-999	3.3
1996	6	26	7.9	22.1	2098	0	70.5	1.8	45	96	-999	3.9
1996	6	27	7.2	25.4	2052	0	72	0.7	46	98	-999	3.6
1996	6	28	9.7	26.8	1948	0	75.5	1.5	51	100	-999	3.8
1996	6	29	13.9	23.1	1641	0.5	67.5	2.7	46	89	-999	4.1
1996	6	30	8.7	19.6	1584	0.5	75	1.7	55	95	-999	3
1996	7	1	14	21.2	1293	1	74	2.5	53	95	-999	3.3
1996	7	2	11	20	1305	0	72.5	1.4	49	96	-999	2.9
1996	7	3	4.9	23.3	2224	0	75	2.3	50	100	-999	3.7
1996	7	4	18	25.3	1364	4	75.5	3	58	93	-999	4
1996	7	5	14.4	19.9	770	27.5	93.5	2.2	87	100	-999	1.8
1996	7	6	11.9	20.5	2164	0	72	1.8	44	100	-999	4.1
1996	7	7	11.3	14.3	486	23	89.5	2.2	82	97	-999	1
1996	7	8	10.7	20.8	1735	3	72.5	3.6	47	98	-999	4
1996	7	9	6.9	22.1	2079	0	76	1.6	52	100	-999	3.4
1996	7	10	12.6	22.4	1141	0	82	2	64	100	-999	2.7
1996	7	11	10.7	23.5	1921	0	73	1.6	50	96	-999	3.8
1996	7	12	9.4	26.8	2283	0	73	1.1	46	100	-999	4.2
1996	7	13	11.3	28.5	2454	0	69.5	1.2	41	98	-999	4.8
1996	7	14	12.4	29.6	2478	0	69	1.2	41	97	-999	4.9
1996	7	15	14.7	30.6	2397	0	69.5	2.5	43	96	-999	5.4
1996	7	16	16.2	27.3	2180	0	71	3.5	56	86	-999	5.6
1996	7	17	12.1	27.1	2590	0	59	3.6	36	82	-999	6.1
1996	7	18	11.9	27.7	2579	0	54	2.8	26	82	-999	5.9
1996	7	19	11.5	26.9	2483	0	54	2.8	30	78	-999	5.7
1996	7	20	11.7	26.3	2557	0	55	2.8	29	81	-999	5.8
1996	7	21	10.8	26.4	2451	0	54	2	31	77	-999	5.1
1996	7	22	11.7	29.4	2452	0	57.5	2.4	34	81	-999	5.4
1996	7	23	16.2	29.1	1503	0.5	73	3	48	98	-999	4.3
1996	7	24	16.9	27	2265	0	70.5	3	41	100	-999	5.6
1996	7	25	10.1	26.3	2337	0	65.5	2.1	36	95	-999	4.7
1996	7	26	12.7	27.9	2253	0	66	3.4	40	92	-999	5.3
1996	7	27	15.9	30.6	2007	12	68.5	1.8	39	98	-999	4.8
1996	7	28	16	28.4	1785	0	72	1.2	45	99	-999	3.9
1996	7	29	13.9	30.9	2058	0	67	1.7	35	99	-999	4.7
1996	7	30	12.7	27.6	1571	0	65.5	2.1	36	95	-999	3.8
1996	7	31	11.9	29.3	2041	0	69.5	1.4	40	99	-999	4.3
1996	8	1	11.5	31.7	2264	0	66	1.9	34	98	-999	4.9
1996	8	2	16.8	27.2	1212	0	71.5	1.9	45	98	-999	3.5
1996	8	3	13.6	27.2	1787	0	64.5	2.7	31	98	-999	4.6
1996	8	4	12.8	26.4	2323	0	65.5	3.3	38	93	-999	5.2
1996	8	5	11.7	27	1878	0	73.5	2.9	50	97	-999	4.1
1996	8	6	14.1	26.3	1276	4.5	79.5	2.1	59	100	-999	2.9
1996	8	7	16.2	22.9	1078	0	85	0.9	70	100	-999	2.3
1996	8	8	11.4	28.2	2128	0	68	1.4	37	99	-999	4.2
