year	month	day	tmin	tmean	tmax	radiation	rain	UM	wind	UN	UX	CO2	ETP
2017	12	9	6.6	11.45	16.3	625	0	90	0.5	63	98	-999	0.2
2017	12	10	5.2	10.15	15.1	651	0.5	92	0.8	68	99	-999	0.1
2017	12	11	5.1	7.85	10.6	499	0	96	0.8	76	100	-999	0.2
2017	12	12	-0.6	4.1	8.8	766	0.5	80	1.9	61	98	-999	0.1
2017	12	13	2.8	3.35	3.9	115	0	76	1.5	69	85	-999	0.5
2017	12	14	0.9	1.65	2.4	185	1	86	1.4	78	93	-999	0.3
2017	12	15	0.3	0.75	1.2	89	0	79	2.8	69	87	-999	0.5
2017	12	16	-1.8	-0.9	0	242	0	72	2	64	76	-999	0.6
2017	12	17	-4.6	-1.45	1.7	693	0	72	1.5	54	88	-999	0.2
2017	12	18	-4	-0.5	3	344	0.5	76	2.6	53	93	-999	0.4
2017	12	19	-2.5	-0.9	0.7	518	0	73	3.4	57	83	-999	0.5
2017	12	20	-4.1	1.55	7.2	769	0.5	73	1.3	50	87	-999	0.1
2017	12	21	-3.6	2.75	9.1	163	0	72	3.5	54	91	-999	0.5
2017	12	22	6.6	8.9	11.2	243	0	89	3	82	97	-999	0.5
2017	12	23	3.1	7.05	11	192	0	86	2	67	95	-999	0.6
2017	12	24	4	9.1	14.2	149	0	85	3	71	96	-999	0.5
2017	12	25	5.2	8.65	12.1	633	0.5	78	2	52	94	-999	0.5
2017	12	26	0.3	3.6	6.9	257	1.5	84	1.8	56	96	-999	0.3
2017	12	27	1.2	7.1	13	645	0	83	1.6	54	97	-999	0.3
2017	12	28	3.8	7.35	10.9	257	8.5	83	3.7	71	94	-999	0.4
2017	12	29	7.4	9.35	11.3	178	3.5	88	4.1	83	93	-999	0.5
2017	12	30	9.6	11.9	14.2	700	2	90	3.1	78	99	-999	0.3
2017	12	31	7.7	11	14.3	577	9	90	2.4	69	100	-999	0.4
2018	1	1	6.3	7.25	8.2	227	0	78	4.4	62	89	-999	1.3
2018	1	2	0.4	2.45	4.5	285	2	90	0.9	76	96	-999	0.3
2018	1	3	0.3	2.6	4.9	246	5	68	4.3	42	94	-999	1.1
2018	1	4	3	5.35	7.7	351	0	93	3.3	87	96	-999	0.4
2018	1	5	2.1	4.35	6.6	132	0.5	89	2.1	73	97	-999	0.3
2018	1	6	-1.6	3.5	8.6	753	0	81	1.2	50	94	-999	0.2
2018	1	7	-2.1	0.6	3.3	188	2	91	1	78	96	-999	0.2
2018	1	8	-1.9	-1.25	-0.6	88	0	83	4.2	70	91	-999	0.4
2018	1	9	-4.1	-3.35	-2.6	322	0	86	4.1	76	91	-999	0.4
2018	1	10	-4.1	-0.95	2.2	618	0.5	78	1.4	56	93	-999	0.4
2018	1	11	-8.1	-1.85	4.4	728	0	82	0.7	52	91	-999	0.1
2018	1	12	-9.3	-1.35	6.6	411	7	87	3.4	73	94	-999	0.4
2018	1	13	1.9	7.8	13.7	779	0	77	2.5	50	95	-999	0.5
2018	1	14	6.4	10.05	13.7	420	12	81	3.4	60	95	-999	1
2018	1	15	4.3	6.6	8.9	646	0	85	2.2	71	96	-999	0.5
2018	1	16	-0.7	4.25	9.2	408	3	86	4.2	74	96	-999	0.2
2018	1	17	6.1	8.95	11.8	432	0	88	1	66	98	-999	0.5
2018	1	18	-0.8	5.3	11.4	616	0.5	91	0.6	65	99	-999	0.3
2018	1	19	0.9	4.85	8.8	451	2	83	3.6	73	94	-999	0.4
2018	1	20	7	9.1	11.2	252	12.5	90	1.8	74	99	-999	0.6
2018	1	21	6	8.05	10.1	714	0	85	1.5	63	96	-999	0.5
2018	1	22	-0.8	5.75	12.3	895	0.5	82	0.8	44	97	-999	0.3
2018	1	23	3.7	7.25	10.8	577	0	79	3.7	69	92	-999	0.9
2018	1	24	6	7.4	8.8	207	1.5	89	1.6	83	95	-999	0.4
2018	1	25	3.7	5.55	7.4	359	0	82	1.4	67	93	-999	0.6
2018	1	26	-2	2.55	7.1	985	0.5	80	2.4	59	95	-999	0.4
2018	1	27	0.1	2.3	4.5	896	0	68	2.5	53	79	-999	0.8
2018	1	28	-1.5	2.75	7	459	0	77	3	58	90	-999	0.7
2018	1	29	4.6	7.15	9.7	379	4.5	83	3.2	70	89	-999	0.9
2018	1	30	2.7	5.4	8.1	567	3	73	3.9	43	86	-999	1.2
2018	1	31	-1	2.15	5.3	1112	0	72	1.2	41	91	-999	0.5
2018	2	1	-5.4	1	7.4	1050	0	76	1.1	40	93	-999	0.4
2018	2	2	-4.2	2.8	9.8	1123	0	79	0.8	46	93	-999	0.4
2018	2	3	-3.9	4.05	12	1166	0.5	76	0.7	43	94	-999	0.5
2018	2	4	-0.8	5.9	12.6	570	9	81	6	68	93	-999	0.2
2018	2	5	6.3	9.6	12.9	917	1.5	83	2.7	56	95	-999	1.1
2018	2	6	2.5	7.75	13	900	4	80	3.8	57	97	-999	0.9
2018	2	7	7	9.3	11.6	737	0	80	1.8	55	95	-999	1.1
2018	2	8	-1.2	3.5	8.2	716	2.5	84	1.8	61	98	-999	0.6
2018	2	9	3.1	4.25	5.4	542	0	78	2.8	58	96	-999	0.9
2018	2	10	0.2	1.55	2.9	577	0	72	3.8	56	86	-999	1.2
2018	2	11	-3.6	-1.6	0.4	662	0	69	5.6	55	92	-999	1.4
2018	2	12	-3.9	-1.95	0	495	0	78	3.1	68	89	-999	0.8
2018	2	13	-3.5	-1.15	1.2	793	0	67	2.4	53	80	-999	0.9
2018	2	14	-1.8	-0.15	1.5	463	0	71	1.6	57	87	-999	0.8
2018	2	15	-2	1.05	4.1	1201	0	67	0.9	53	87	-999	0.7
2018	2	16	-0.8	4.95	10.7	515	0	84	4.6	77	89	-999	0.9
2018	2	17	7	9.25	11.5	373	1.5	83	2.1	69	92	-999	0.9
2018	2	18	5.1	9.65	14.2	1148	17	80	1.6	50	97	-999	1.1
2018	2	19	6.1	7.2	8.3	509	1.5	82	2.7	57	96	-999	1.1
2018	2	20	2.6	6.25	9.9	934	0	78	2.5	59	91	-999	1.2
2018	2	21	0.1	6.3	12.5	672	0	76	2.8	48	94	-999	1.2
2018	2	22	5.4	9.25	13.1	741	0	81	4.8	69	92	-999	1.3
2018	2	23	7.3	12.3	17.3	1214	0	79	2.6	46	95	-999	1.8
2018	2	24	5.9	11.6	17.3	1342	2.5	70	2.1	28	98	-999	1.8
2018	2	25	7.9	11	14.1	542	0	76	3.8	62	89	-999	1.7
2018	2	26	7.4	10.3	13.2	1128	0.5	68	2.9	48	92	-999	2
2018	2	27	1.9	8.3	14.7	697	0.5	75	6.1	62	91	-999	1.5
2018	2	28	10.1	13.05	16	1381	0	66	2.7	42	93	-999	2.4
2018	3	1	1.9	8.35	14.8	1066	0	76	1.6	47	94	-999	1.4
2018	3	2	0.1	8.7	17.3	1505	2.5	68	2.6	38	95	-999	1.8
2018	3	3	7.6	8.75	9.9	301	5	86	5.7	65	96	-999	1.2
2018	3	4	7.1	9.65	12.2	483	1	84	2.5	70	97	-999	1.2
2018	3	5	4.3	7.75	11.2	1556	0.5	61	1.5	16	92	-999	1.9
2018	3	6	-2.8	4.85	12.5	1726	0	54	0.9	17	88	-999	1.6
2018	3	7	-1.6	3.3	8.2	1459	0	57	1.8	35	87	-999	1.6
2018	3	8	-2.3	-1	0.3	350	0	83	2	56	95	-999	0.6
2018	3	9	-4.1	0.05	4.2	1845	3.5	65	3.3	39	93	-999	1.8
2018	3	10	-2.8	-0.05	2.7	1210	0.5	60	2.7	48	72	-999	1.6
2018	3	11	-2.3	0	2.3	739	0	67	1.9	55	76	-999	1.1
2018	3	12	0.2	3.85	7.5	1320	0	62	2.6	45	76	-999	1.8
2018	3	13	-0.6	4.15	8.9	1546	0	63	2.2	43	86	-999	1.8
2018	3	14	0.6	4.6	8.6	1606	0	64	3	51	79	-999	2
2018	3	15	2.7	7.35	12	1710	0	60	2	38	78	-999	2.2
2018	3	16	-3.2	7.2	17.6	1987	0	59	0.9	20	92	-999	2
2018	3	17	-1	8.75	18.5	1930	0	62	4.1	32	88	-999	2.9
2018	3	18	8.3	11.25	14.2	1143	0	74	6.2	59	86	-999	2.8
2018	3	19	10.1	12.9	15.7	1438	0	81	7.1	65	91	-999	3.1
2018	3	20	11.1	13.55	16	1229	0	83	6.5	70	90	-999	2.9
2018	3	21	11.3	13.85	16.4	520	5.5	87	2	70	97	-999	1.4
2018	3	22	10.6	12.35	14.1	495	2	92	1	79	98	-999	1
2018	3	23	4.2	12.2	20.2	1899	0	81	2.4	54	100	-999	2.5
2018	3	24	11.1	14.35	17.6	1749	0	79	7.2	59	92	-999	3.9
2018	3	25	11.5	14.25	17	1310	6.5	75	5.3	62	86	-999	3.2
2018	3	26	8.6	13.5	18.4	2076	0	63	1.8	26	96	-999	3.2
2018	3	27	6.3	10.4	14.5	927	0.5	69	3.3	51	92	-999	2.1
2018	3	28	8	13.05	18.1	1843	0	68	1	48	89	-999	2.6
2018	3	29	7.9	12.95	18	1942	2.5	76	5	51	92	-999	3.4
2018	3	30	6.3	9.95	13.6	1223	3.5	78	3.6	51	96	-999	2.2
2018	3	31	8.2	11.9	15.6	1759	5	67	2.8	42	85	-999	3.2
2018	4	1	4	8.5	13	1651	0	74	2.4	50	94	-999	2.4
2018	4	2	2.8	10.8	18.8	2092	0.5	66	1.7	27	97	-999	3
2018	4	3	7.2	11.3	15.4	944	4	79	3.4	59	92	-999	2.1
2018	4	4	7.2	9.85	12.5	1336	7	81	3	62	92	-999	2.3
2018	4	5	1.7	8.55	15.4	2242	0.5	75	1.2	42	97	-999	2.6
2018	4	6	3.4	10.2	17	1980	0	71	5.2	49	97	-999	3.4
2018	4	7	9.5	10.85	12.2	321	2	87	2.6	76	97	-999	0.9
2018	4	8	8.1	11.65	15.2	1410	0	73	2.9	51	90	-999	2.8
2018	4	9	7	13.15	19.3	2275	0	68	1.1	43	90	-999	3.2
2018	4	10	4.5	13	21.5	2372	0	66	1.2	30	98	-999	3.3
2018	4	11	7.4	13.4	19.4	2182	0	60	1.9	40	87	-999	3.5
2018	4	12	6	10.95	15.9	1410	0	58	1.5	35	81	-999	2.7
2018	4	13	0.8	8.2	15.6	2255	0	60	1.2	30	93	-999	2.9
2018	4	14	1.5	9.3	17.1	2388	0	60	1.1	27	92	-999	3.1
2018	4	15	1	10.25	19.5	1887	0	60	1.2	28	93	-999	2.8
2018	4	16	2.5	10.35	18.2	2406	0	65	1.1	33	94	-999	3.2
2018	4	17	2.5	11.95	21.4	2507	0	60	2.4	22	94	-999	4
2018	4	18	4	12.35	20.7	2479	0	68	2.6	40	94	-999	3.8
2018	4	19	5.9	14.3	22.7	2143	0	71	1.5	30	99	-999	3.5
2018	4	20	6.8	14.4	22	2535	0.5	67	1.3	35	98	-999	3.9
2018	4	21	6.8	16.05	25.3	2421	0	60	1	29	94	-999	3.9
2018	4	22	10.9	15.8	20.7	1767	0	72	3	56	92	-999	3.6
2018	4	23	13.5	15.25	17	527	0	82	1.9	72	89	-999	1.5
2018	4	24	12.6	17.2	21.8	1352	0	80	1	51	98	-999	2.8
2018	4	25	7.1	15.65	24.2	2255	0	70	1.5	41	100	-999	3.7
2018	4	26	12.9	18.3	23.7	2153	0	65	1.4	42	87	-999	4.1
2018	4	27	6.3	15.85	25.4	2698	0	56	1.2	16	96	-999	4.4
2018	4	28	6.5	16.65	26.8	2721	0	57	2.7	28	90	-999	5.1
2018	4	29	14.5	19.2	23.9	2286	7	68	4.3	47	85	-999	5.4
2018	4	30	13.2	16.25	19.3	908	9.5	84	1.3	67	97	-999	2
2018	5	1	12.9	14.4	15.9	539	17.5	94	1.8	86	100	-999	1.1
2018	5	2	10.6	13.1	15.6	1283	1.5	81	2.2	64	93	-999	2.5
2018	5	3	8.9	11.55	14.2	981	5.5	76	2.6	50	93	-999	2.4
2018	5	4	4	5.45	6.9	261	46	89	4.4	71	95	-999	0.6
2018	5	5	3.2	5.2	7.2	289	14.5	91	3.4	84	95	-999	0.4
2018	5	6	3.2	7.25	11.3	741	0	84	1.8	60	96	-999	1.3
2018	5	7	3.1	10.15	17.2	2635	0	71	1.4	42	98	-999	3.6
2018	5	8	8.5	14.6	20.7	2157	1.5	76	1.3	43	96	-999	3.6
2018	5	9	12.1	16.15	20.2	1279	2	86	2.8	64	100	-999	2.8
2018	5	10	9.4	15.8	22.2	2513	10.5	77	1.4	37	100	-999	4.2
2018	5	11	10.2	15.15	20.1	2302	1	73	1.9	46	99	-999	4
2018	5	12	10.6	14	17.4	1316	10.5	82	1.6	54	95	-999	2.6
2018	5	13	8.9	10.6	12.3	1005	2.5	85	2.1	69	95	-999	2
2018	5	14	6.4	10.55	14.7	1505	0	71	2.3	47	91	-999	2.8
2018	5	15	8.2	12.15	16.1	1770	0.5	68	3.3	45	85	-999	3.7
2018	5	16	8.8	12.65	16.5	1820	0	72	3.2	52	90	-999	3.7
2018	5	17	9.6	14.2	18.8	1845	0	67	2.6	48	81	-999	3.8
2018	5	18	9	14.85	20.7	2855	0	61	2.5	30	92	-999	5.1
2018	5	19	11.7	16.3	20.9	2022	0.5	61	3.4	34	83	-999	4.9
2018	5	20	10.6	16.75	22.9	2933	0	55	2.5	37	86	-999	5.6
2018	5	21	9.4	17.75	26.1	2940	0	61	1.3	36	91	-999	5.2
2018	5	22	10.9	18.85	26.8	2973	0	63	1.2	32	97	-999	5.4
2018	5	23	11.8	19.35	26.9	2749	0	58	1.9	34	90	-999	5.5
2018	5	24	10.1	19.35	28.6	3041	0	54	2.4	27	94	-999	6.1
2018	5	25	12.6	20.5	28.4	2758	0.5	61	3.1	39	85	-999	6.1
2018	5	26	13.2	19.3	25.4	1995	2.5	72	2.2	42	95	-999	4.4
2018	5	27	13	17.9	22.8	1776	0.5	73	1.2	47	96	-999	3.6
2018	5	28	14	16.4	18.8	826	0	77	1.6	62	91	-999	2.2
2018	5	29	12.9	17.35	21.8	2251	0	66	2.2	45	87	-999	4.6
2018	5	30	16.8	19	21.2	1387	0.5	77	3.6	64	93	-999	3.7
2018	5	31	15.6	19.6	23.6	1447	0	74	4.5	54	94	-999	4.3
2018	6	1	15.2	18.35	21.5	1408	0.5	77	2.7	62	88	-999	3.5
2018	6	2	15.6	19.65	23.7	2245	0	65	2.7	35	88	-999	5.3
2018	6	3	10.8	18.5	26.2	3014	0	59	1.5	35	93	-999	5.6
2018	6	4	14.7	21.55	28.4	2965	0	58	1.8	36	80	-999	6.1
2018	6	5	16.4	23.7	31	2914	3	62	1.5	38	83	-999	6.3
2018	6	6	16.5	18.05	19.6	581	4	87	1.6	59	97	-999	1.6
2018	6	7	13.9	20.3	26.7	2608	0	70	0.9	46	93	-999	5
2018	6	8	15.5	18.25	21	624	9.5	91	1.4	78	100	-999	1.5
2018	6	9	16.2	19.25	22.3	760	4	90	2.9	76	100	-999	2.1
2018	6	10	18.9	24.1	29.3	2855	0	66	4.2	20	89	-999	7.7
2018	6	11	14.2	20.05	25.9	1624	26.5	86	1.3	46	100	-999	3.7
2018	6	12	11.2	18.3	25.4	2369	0	78	1.2	47	100	-999	4.4
2018	6	13	15.9	20.5	25.1	1595	4.5	82	2.1	50	94	-999	3.8
2018	6	14	13.5	14.55	15.6	379	15.5	93	1.6	83	99	-999	0.9
2018	6	15	11.4	15.3	19.2	1252	0	81	1.6	59	98	-999	2.6
2018	6	16	12.7	17.9	23.1	1517	39	83	1.4	48	98	-999	3.3
2018	6	17	11.2	15.85	20.5	2012	0	81	1.7	57	100	-999	3.6
2018	6	18	13.6	17.3	21	1095	2	82	1.6	60	95	-999	2.6
2018	6	19	14.8	16.1	17.4	550	29	91	3	80	97	-999	1.6
2018	6	20	10.4	13.85	17.3	1916	0.5	69	3.5	46	94	-999	4.2
2018	6	21	10.9	15.25	19.6	2120	0	61	2.6	44	79	-999	4.5
2018	6	22	8.7	15.65	22.6	3096	0	59	1.7	36	91	-999	5.3
2018	6	23	10.2	18.05	25.9	3085	0	61	1.1	30	95	-999	5.5
2018	6	24	10.8	19.85	28.9	3017	0	64	0.9	31	98	-999	5.6
2018	6	25	12.2	21.5	30.8	3030	0	63	0.7	26	99	-999	5.8
2018	6	26	13.8	23.1	32.4	2942	0	63	0.7	29	97	-999	5.9
2018	6	27	17.2	24.2	31.2	2452	0	70	1	35	93	-999	5.4
2018	6	28	18.5	24.25	30	2572	4.5	69	1.6	46	89	-999	5.8
2018	6	29	19.2	24.3	29.4	2040	0	75	1.6	49	92	-999	4.9
2018	6	30	19.3	24.95	30.6	2725	0	69	1.4	43	93	-999	6.1
2018	7	1	17.2	26.05	34.9	2946	0	61	1.4	27	99	-999	6.7
2018	7	2	19.6	25.6	31.6	2590	0	63	3	40	91	-999	6.8
2018	7	3	20.7	23.65	26.6	973	0	82	1.5	64	94	-999	2.8
2018	7	4	21.2	25.3	29.4	2028	0	72	2	49	94	-999	5.2
2018	7	5	18.4	22.65	26.9	2625	0	64	2.7	42	83	-999	6.1
2018	7	6	17.9	22.85	27.8	2860	0	62	2.2	39	86	-999	6.4
2018	7	7	13.7	23.1	32.5	3016	0	61	0.7	28	97	-999	6
2018	7	8	14.4	24.9	35.4	2752	0	53	2.9	27	94	-999	7.1
2018	7	9	23.4	25.75	28.1	1174	0.5	71	2.6	50	91	-999	4.1
2018	7	10	19.6	25.45	31.3	2547	0	68	1	41	94	-999	5.7
2018	7	11	17.7	26.15	34.6	2326	0	71	0.7	36	100	-999	5.3
2018	7	12	19.9	24.3	28.7	1699	0	76	1.6	56	98	-999	4.2
2018	7	13	19.9	25.95	32	2221	0	69	1.4	45	91	-999	5.4
2018	7	14	21.9	25.95	30	1437	0	71	3.2	53	87	-999	4.9
2018	7	15	18.9	23.85	28.8	2563	0	59	1.1	34	86	-999	5.6
2018	7	16	14	22.65	31.3	2843	0	58	2.1	33	95	-999	6.2
2018	7	17	18.6	20.85	23.1	1319	0	64	2.4	49	85	-999	3.9
2018	7	18	13.5	21.4	29.3	2964	0	55	1.2	22	97	-999	5.8
2018	7	19	12.2	22	31.8	2927	0	48	1.5	23	89	-999	6
2018	7	20	16.7	24.5	32.3	2668	3.5	55	1.1	31	84	-999	5.8
2018	7	21	17.8	20.1	22.4	698	9	77	1.4	57	98	-999	2.1
2018	7	22	16.3	18.45	20.6	855	14.5	89	1.6	69	99	-999	2.1
2018	7	23	16.1	20.45	24.8	1930	0	71	2.4	37	96	-999	4.6
2018	7	24	13.9	19.2	24.5	2197	0	65	2.2	42	92	-999	4.7
2018	7	25	16.1	20.2	24.3	1812	0	71	3.1	44	90	-999	4.5
2018	7	26	17.5	21.6	25.7	1502	0	72	2.8	50	90	-999	4.1
2018	7	27	17	23.05	29.1	2520	0	66	1.7	35	91	-999	5.5
2018	7	28	14.8	22.8	30.8	2706	0	64	1.4	38	98	-999	5.6
2018	7	29	19.1	22.35	25.6	1673	0	68	3.1	48	84	-999	4.6
2018	7	30	15.9	21.25	26.6	2582	0	63	2.1	39	88	-999	5.5
2018	7	31	14.2	23.25	32.3	2730	0	56	0.9	30	94	-999	5.5
2018	8	1	17.7	20.25	22.8	735	13	85	1	51	99	-999	1.9
2018	8	2	16.9	18.3	19.7	455	6	93	1.6	85	99	-999	1.1
2018	8	3	16.3	21.05	25.8	2001	0	73	2.5	42	93	-999	4.6
2018	8	4	17.3	20.85	24.4	1393	0.5	71	2.5	56	90	-999	3.7
2018	8	5	17.3	20.35	23.4	2320	0	63	3.7	37	91	-999	5.7
2018	8	6	12.6	18.8	25	2738	0	61	1.6	32	88	-999	5.1
2018	8	7	11.6	21.05	30.5	2703	0	62	0.9	33	96	-999	5.1
2018	8	8	16.6	22.85	29.1	2526	0	66	1.3	39	91	-999	5.2
2018	8	9	15.9	21.35	26.8	1692	0	73	1.8	53	94	-999	3.8
2018	8	10	15.1	22	28.9	2552	0	63	1.1	32	93	-999	5
2018	8	11	16.9	21.95	27	2223	0.5	63	2.2	39	85	-999	5
2018	8	12	18.9	22.15	25.4	1539	0	70	2.6	42	93	-999	4.2
2018	8	13	15.4	19.55	23.7	1668	0	57	2.1	37	73	-999	4.1
2018	8	14	15.3	19.65	24	1776	0	60	2.7	38	78	-999	4.5
2018	8	15	15.2	19.45	23.7	1945	2	68	2	41	85	-999	4.3
2018	8	16	12.9	18.85	24.8	2464	0	66	1.6	39	90	-999	4.6
2018	8	17	10.4	19.65	28.9	2541	0	62	0.9	31	95	-999	4.5
2018	8	18	15.5	21.65	27.8	2105	0	67	1.3	37	92	-999	4.4
2018	8	19	14.8	22.75	30.7	1797	1	70	1.4	39	97	-999	4
2018	8	20	20.1	26.7	33.3	2327	0	68	0.9	33	95	-999	5.2
2018	8	21	17.8	27	36.2	2428	0	61	0.7	27	97	-999	5.3
2018	8	22	18.6	27.85	37.1	2374	0	50	2.2	25	81	-999	6.2
2018	8	23	20.7	25.5	30.3	1817	0	68	1.4	45	85	-999	4.4
2018	8	24	19.7	22.65	25.6	1295	0.5	71	1.8	42	95	-999	3.5
2018	8	25	13	22.85	32.7	2331	0	62	0.8	28	98	-999	4.5
2018	8	26	17.1	27.85	38.6	2322	0.5	49	2.8	22	81	-999	6.5
2018	8	27	18.8	25.6	32.4	2012	0	62	3	29	94	-999	5.6
2018	8	28	18.5	21.75	25	2036	0	55	3.3	35	75	-999	5.4
2018	8	29	12.6	19.15	25.7	2427	0	49	2.1	26	89	-999	4.8
2018	8	30	13.2	18.55	23.9	2107	0	51	2.6	32	75	-999	4.7
2018	8	31	7.4	17.05	26.7	2449	0	48	1.1	18	88	-999	4
2018	9	1	9.4	18.95	28.5	2265	0	50	3.1	23	76	-999	5.1
2018	9	2	16.7	22.5	28.3	1889	0	66	2.2	42	83	-999	4.4
2018	9	3	17.2	23	28.8	2161	0	61	1.3	32	89	-999	4.5
2018	9	4	14.6	21.05	27.5	1872	0	60	1.1	34	86	-999	3.8
2018	9	5	10.4	22.05	33.7	2249	0	52	0.9	18	92	-999	4.2
2018	9	6	16.3	22.3	28.3	1011	2.5	74	2.7	54	96	-999	3.1
2018	9	7	17.2	20.9	24.6	762	0.5	77	1.7	51	95	-999	2.4
2018	9	8	14.4	19.2	24	1768	2	62	2.8	38	81	-999	4.1
2018	9	9	14.9	19.3	23.7	1675	0.5	69	3	42	92	-999	3.8
2018	9	10	15	19.9	24.8	2002	0	68	1.5	33	92	-999	3.8
2018	9	11	9.8	19.85	29.9	2037	0	56	1.2	23	97	-999	3.8
2018	9	12	14.1	20.05	26	1413	0	66	2.5	48	88	-999	3.4
2018	9	13	14.2	19.3	24.4	2081	0	58	2.5	32	92	-999	4.3
2018	9	14	9.6	18	26.4	2066	0	57	1.2	27	90	-999	3.5
2018	9	15	10.5	19.8	29.1	1977	0	57	0.9	28	89	-999	3.4
2018	9	16	13.5	15.5	17.5	374	2.5	84	0.8	67	97	-999	0.9
2018	9	17	15.2	18.05	20.9	890	4.5	80	1.4	58	98	-999	2.1
2018	9	18	13.5	17.25	21	934	0	72	2	46	93	-999	2.5
2018	9	19	7.3	14.7	22.1	2005	0	64	1.1	30	97	-999	2.9
2018	9	20	5.8	16.3	26.8	1840	0	66	2.9	31	96	-999	3.4
2018	9	21	17.7	20.35	23	669	0	75	3.3	54	92	-999	2.7
2018	9	22	11.3	20.4	29.5	1833	0	63	2.2	27	100	-999	3.8
2018	9	23	16.8	20.2	23.6	1093	17	77	3	62	98	-999	2.8
2018	9	24	14.7	17.65	20.6	905	6.5	84	2.7	55	99	-999	2.3
2018	9	25	13.5	16.25	19	1220	0	74	3.6	49	93	-999	3
2018	9	26	9.1	12.8	16.5	1515	0	61	2.8	37	86	-999	2.9
2018	9	27	6.8	12.5	18.2	1714	0	65	1.8	36	88	-999	2.5
2018	9	28	9	14.15	19.3	1664	0	67	1.6	40	94	-999	2.5
2018	9	29	6.1	14	21.9	1742	0	72	0.8	40	98	-999	2.2
2018	9	30	8.4	12.8	17.2	623	0.5	81	1.3	51	97	-999	1.2
2018	10	1	8.1	15.8	23.5	1312	0	70	1	34	99	-999	2.2
2018	10	2	14.2	18	21.8	1379	0	73	6.1	54	92	-999	3.6
2018	10	3	17.9	21.65	25.4	1412	0	74	7.1	56	88	-999	4.4
2018	10	4	14.2	17.45	20.7	599	3.5	78	4.1	53	90	-999	2.2
2018	10	5	10	16.35	22.7	1652	0	69	1.3	41	96	-999	2.3
2018	10	6	15	19.65	24.3	1560	0	74	3.5	49	98	-999	3.3
2018	10	7	15.2	19.7	24.2	1570	0	71	6.4	46	90	-999	4
2018	10	8	17.5	20.95	24.4	1318	0	76	6.5	61	86	-999	4
2018	10	9	17.4	19.95	22.5	1177	6	81	6.8	66	88	-999	3.5
2018	10	10	14.3	15.95	17.6	106	62.5	94	2.9	82	99	-999	0.4
2018	10	11	13.6	15.6	17.6	700	1.5	86	3.8	72	99	-999	1.7
2018	10	12	13.2	17.5	21.8	980	0	70	1.5	46	88	-999	2
2018	10	13	14.1	17.45	20.8	1373	0	73	2	54	86	-999	2.3
2018	10	14	12.2	14.95	17.7	1311	0	72	2.6	51	87	-999	2.3
2018	10	15	6.7	10.9	15.1	1199	0	82	2.3	57	95	-999	1.6
2018	10	16	6	9	12	420	0	83	2.2	70	93	-999	0.9
2018	10	17	8.1	10.3	12.5	991	0	71	4	49	92	-999	2.2
2018	10	18	6.1	8.2	10.3	1001	0	73	3.3	55	82	-999	1.8
2018	10	19	4.6	10.5	16.4	1104	0	64	2.4	48	78	-999	1.7
2018	10	20	10.1	12.8	15.5	656	0	74	2.1	51	94	-999	1.6
2018	10	21	1.4	8.4	15.4	1327	0.5	73	0.6	29	98	-999	1.1
2018	10	22	2.5	10.15	17.8	1261	0	66	3.6	51	93	-999	1.6
2018	10	23	9	13.95	18.9	1162	0.5	76	0.9	49	97	-999	1.3
2018	10	24	10.3	12.4	14.5	207	9.5	91	2.1	75	98	-999	0.6
2018	10	25	7.5	9.2	10.9	966	0	72	4.8	50	91	-999	2
2018	10	26	3.7	8.2	12.7	1309	0	66	2.3	41	90	-999	1.5
2018	10	27	-0.9	8	16.9	1213	0	73	0.5	26	97	-999	0.9
2018	10	28	2.8	11.1	19.4	1184	0	77	0.6	44	95	-999	1
2018	10	29	6.2	12.2	18.2	850	0	76	6.5	64	89	-999	1.2
2018	10	30	10.2	13.3	16.4	741	0	75	1.9	53	91	-999	1.3
2018	10	31	10	13.15	16.3	413	6	82	1.9	63	93	-999	1.2
2018	11	1	10.8	12.3	13.8	346	5	91	2.9	85	97	-999	0.8
2018	11	2	10.6	13.45	16.3	898	0	77	2.4	54	90	-999	1.3
2018	11	3	12.1	14.4	16.7	403	1	87	1.3	81	95	-999	0.8
2018	11	4	9.7	13.7	17.7	929	0.5	91	0.9	74	100	-999	0.7
2018	11	5	14.1	15.5	16.9	359	0	89	0.8	77	97	-999	0.8
2018	11	6	10.9	13.75	16.6	388	0	89	1.1	72	100	-999	0.7
2018	11	7	8.6	10.75	12.9	508	6	84	2.7	69	93	-999	1
2018	11	8	5.6	8.8	12	251	5	81	2.8	66	91	-999	0.9
2018	11	9	8.3	11.4	14.5	519	1	73	1.8	49	90	-999	1.1
2018	11	10	7.9	9.95	12	388	8.5	80	3.3	63	91	-999	1.2
2018	11	11	3.2	9.55	15.9	654	0.5	77	1.3	54	96	-999	0.7
2018	11	12	11.6	14.95	18.3	479	0.5	80	2.1	64	99	-999	1.1
2018	11	13	5.1	12.1	19.1	955	0.5	85	2.6	57	100	-999	0.7
2018	11	14	13.2	16.75	20.3	790	1	80	3.1	54	92	-999	1.7
2018	11	15	8.3	10.95	13.6	500	5.5	85	1.7	55	97	-999	0.8
2018	11	16	7	9.5	12	684	0	83	2.9	51	97	-999	1
2018	11	17	-0.5	4.4	9.3	252	7.5	93	1.4	68	99	-999	0.3
2018	11	18	7.1	9.75	12.4	537	0	77	2.3	62	87	-999	0.9
